n_theta,theta_min,theta_max,omega_lambda_mean,omega_lambda_std,omega_lambda_min,omega_lambda_max,age_Gyr_host_mean,age_Gyr_host_std,age_Gyr_host_min,age_Gyr_host_max,age_Gyr_toy_mean,age_Gyr_toy_std,age_Gyr_toy_min,age_Gyr_toy_max,mech_baseline_A0_mean,mech_baseline_A0_std,mech_baseline_A0_min,mech_baseline_A0_max,mech_baseline_A_floor_mean,mech_baseline_A_floor_std,mech_baseline_A_floor_min,mech_baseline_A_floor_max,mech_binding_A0_mean,mech_binding_A0_std,mech_binding_A0_min,mech_binding_A0_max,mech_binding_A_mean,mech_binding_A_std,mech_binding_A_min,mech_binding_A_max,frac_in_toy_corridor
34,0.7884661249732196,3.172272269347506,1.0532870348830503,0.031713111290277325,1.0015255285020968,1.1047446455921492,13.598533473720874,0.17868918703612116,13.314956552042704,13.89669284776392,12.576957385883702,0.06882672967487131,12.466692778359093,12.690727199091516,0.051251247515882344,0.00038601353111826324,0.05061382023,0.05187033927,0.051251247515882344,0.00038601353111826324,0.05061382023,0.05187033927,0.05125124751609783,0.00038601353127020165,0.050613820229818,0.051870339270768,0.05125124751609783,0.00038601353127020165,0.050613820229818,0.051870339270768,0.0
