set,n_theta,frac_of_grid,age_Gyr_host_mean,age_Gyr_host_std,age_Gyr_host_min,age_Gyr_host_max,age_Gyr_toy_mean,age_Gyr_toy_std,age_Gyr_toy_min,age_Gyr_toy_max
ALL_GRID,2048,1.0,5.7924115698603345,4.787504150187848,1.874177045214887,13.89669284776392,14.198943591690824,2.0929552796888173,11.458118030798577,16.479896458221216
FRW_VIABLE,1016,0.49609375,9.736688669957466,3.9147988907317592,2.0641272336399887,13.89669284776392,12.223081450683049,0.9467490761589097,11.458118030798577,14.974917009099803
HOST_AGE_WINDOW,34,0.0166015625,13.598533473720874,0.176041793466928,13.314956552042704,13.89669284776392,12.576957385883702,0.06780701804848725,12.466692778359093,12.690727199091516
FRW_VIABLE_AND_HOST_WINDOW,34,0.0166015625,13.598533473720874,0.176041793466928,13.314956552042704,13.89669284776392,12.576957385883702,0.06780701804848725,12.466692778359093,12.690727199091516
TOY_AGE_WINDOW,100,0.048828125,2.4702020236014297,0.16485059165226215,2.232159845052381,2.8075089722160382,13.788812833454381,0.2878313799898882,13.310435632550425,14.295387894186042
FRW_VIABLE_AND_TOY_WINDOW,100,0.048828125,2.4702020236014297,0.16485059165226215,2.232159845052381,2.8075089722160382,13.788812833454381,0.2878313799898882,13.310435632550425,14.295387894186042
HOST_WINDOW_AND_ANCHOR,0,0.0,,,,,,,,
FRW_VIABLE_AND_HOST_WINDOW_AND_ANCHOR,0,0.0,,,,,,,,
