family_id,segment_id,theta_min,theta_max,n_pts,frac_of_family,frac_of_grid
F1_FRW_VIABLE,1,0.4264466590322082,3.54042765844006,1016,1.0,0.49609375
F2_LCDM_LIKE,1,0.5982525072754,0.6902913545485385,31,0.49206349206349204,0.01513671875
F2_LCDM_LIKE,2,3.267379078196416,3.3624858870453256,32,0.5079365079365079,0.015625
F3_TOY_CORRIDOR,1,0.0,0.6565437772150544,215,0.1812816188870152,0.10498046875
F3_TOY_CORRIDOR,2,3.304194617105671,6.280117345603815,971,0.8187183811129848,0.47412109375
F4_CORRIDOR_AND_VIABLE,1,0.4264466590322082,0.6565437772150544,76,0.4935064935064935,0.037109375
F4_CORRIDOR_AND_VIABLE,2,3.304194617105671,3.54042765844006,78,0.5064935064935064,0.0380859375
F5_CORRIDOR_AND_LCDM,1,0.5982525072754,0.6565437772150544,20,0.5,0.009765625
F5_CORRIDOR_AND_LCDM,2,3.304194617105671,3.3624858870453256,20,0.5,0.009765625
