family_id,segment_id,start_index,end_index,n_pts,theta_min,theta_max,theta_span,contains_theta_star
F1_FRW_VIABLE,1,139,1154,1016,0.4264466590322082,3.54042765844006,3.113980999407852,True
F2_LCDM_LIKE,1,195,225,31,0.5982525072754,0.6902913545485385,0.09203884727313849,False
F2_LCDM_LIKE,2,1065,1096,32,3.267379078196416,3.3624858870453256,0.09510680884890954,False
F3_TOY_CORRIDOR,1,0,214,215,0.0,0.6565437772150544,0.6565437772150544,False
F3_TOY_CORRIDOR,2,1077,2047,971,3.304194617105671,6.280117345603815,2.9759227284981438,False
F4_CORRIDOR_AND_VIABLE,1,139,214,76,0.4264466590322082,0.6565437772150544,0.23009711818284623,False
F4_CORRIDOR_AND_VIABLE,2,1077,1154,78,3.304194617105671,3.54042765844006,0.23623304133438916,False
F5_CORRIDOR_AND_LCDM,1,195,214,20,0.5982525072754,0.6565437772150544,0.05829126993965439,False
F5_CORRIDOR_AND_LCDM,2,1077,1096,20,3.304194617105671,3.3624858870453256,0.05829126993965472,False
