theta,omega_lambda,age_Gyr,in_empirical_anchor_box
0.0,0.0605471905292464,16.479896458221216,False
0.0030679615757712,0.0605471905292464,16.479896458221216,False
0.0061359231515425,0.0605471905292464,16.479896458221216,False
0.0092038847273138,0.0605471905292464,16.479896458221216,False
0.0122718463030851,0.0605471905292464,16.479896458221216,False
0.0153398078788564,0.0605471905292464,16.479896458221216,False
0.0184077694546276,0.0605471905292464,16.479896458221216,False
0.0214757310303989,0.0605471905292464,16.479896458221216,False
0.0245436926061702,0.0605471905292464,16.479896458221216,False
0.0276116541819415,0.0605471905292464,16.479896458221216,False
0.0306796157577128,0.0605471905292464,16.479896458221216,False
0.0337475773334841,0.0605471905292464,16.479896458221216,False
0.0368155389092553,0.0605471905292464,16.479896458221216,False
0.0398835004850266,0.0605471905292464,16.479896458221216,False
0.0429514620607979,0.0605471905292464,16.479896458221216,False
0.0460194236365692,0.0605471905292464,16.479896458221216,False
0.0490873852123405,0.0605471905292464,16.479896458221216,False
0.0521553467881118,0.0605471905292464,16.479896458221216,False
0.055223308363883,0.0605471905292464,16.479896458221216,False
0.0582912699396543,0.0605471905292464,16.479896458221216,False
0.0613592315154256,0.0605471905292464,16.479896458221216,False
0.0644271930911969,0.0605471905292464,16.479896458221216,False
0.0674951546669682,0.0605471905292464,16.479896458221216,False
0.0705631162427394,0.0605471905292464,16.479896458221216,False
0.0736310778185107,0.0605471905292464,16.479896458221216,False
0.076699039394282,0.0605471905292464,16.479896458221216,False
0.0797670009700533,0.0605471905292464,16.479896458221216,False
0.0828349625458246,0.0605471905292464,16.479896458221216,False
0.0859029241215959,0.0605471905292464,16.479896458221216,False
0.0889708856973671,0.0605471905292464,16.479896458221216,False
0.0920388472731384,0.0605471905292464,16.479896458221216,False
0.0951068088489097,0.0605471905292464,16.479896458221216,False
0.098174770424681,0.0605471905292464,16.479896458221216,False
0.1012427320004523,0.0605471905292464,16.479896458221216,False
0.1043106935762236,0.0605471905292464,16.479896458221216,False
0.1073786551519948,0.0605471905292464,16.479896458221216,False
0.1104466167277661,0.0605471905292464,16.479896458221216,False
0.1135145783035374,0.0605471905292464,16.479896458221216,False
0.1165825398793087,0.0605471905292464,16.479896458221216,False
0.11965050145508,0.0605471905292464,16.479896458221216,False
0.1227184630308513,0.0605471905292464,16.479896458221216,False
0.1257864246066225,0.0605471905292464,16.479896458221216,False
0.1288543861823938,0.0605471905292464,16.479896458221216,False
0.1319223477581651,0.0605471905292464,16.479896458221216,False
0.1349903093339364,0.0605471905292464,16.479896458221216,False
0.1380582709097077,0.0605471905292464,16.479896458221216,False
0.1411262324854789,0.0605471905292464,16.479896458221216,False
0.1441941940612502,0.0605471905292464,16.479896458221216,False
0.1472621556370215,0.0605471905292464,16.479896458221216,False
0.1503301172127928,0.0605471905292464,16.479896458221216,False
0.1533980787885641,0.0605471905292464,16.479896458221216,False
0.1564660403643354,0.0605471905292464,16.479896458221216,False
0.1595340019401067,0.0605471905292464,16.479896458221216,False
0.1626019635158779,0.0605471905292464,16.479896458221216,False
0.1656699250916492,0.0605471905292464,16.479896458221216,False
0.1687378866674205,0.0605471905292464,16.479896458221216,False
0.1718058482431918,0.0605471905292464,16.479896458221216,False
0.174873809818963,0.0613384435003536,16.473578426327503,False
0.1779417713947343,0.0629003856565723,16.461143804110304,False
0.1810097329705056,0.0644911979748368,16.448529833921643,False
0.1840776945462769,0.0661111478772445,16.435736769844866,False
0.1871456561220482,0.0677605003816628,16.422764930318646,False
0.1902136176978195,0.0694395180176997,16.409614698051513,False
0.1932815792735908,0.071148460743019,16.396286519879062,False
0.196349540849362,0.0728875858600149,16.382780906564243,False
0.1994175024251333,0.0746571479328786,16.36909843254106,False
0.2024854640009046,0.0764573987050775,16.355239735602293,False
0.2055534255766759,0.0782885870172691,16.34120551653187,False
0.2086213871524472,0.0801509587256756,16.326996538682543,False
0.2116893487282184,0.0820447566209481,16.312613627499722,False
0.2147573103039897,0.0839702203475282,16.298057669992417,False
0.217825271879761,0.0859275863235545,16.283329614152105,False
0.2208932334555323,0.0879170876613126,16.268430468320794,False
0.2239611950313036,0.0899389540882693,16.253361300509276,False
0.2270291566070749,0.0919934118687089,16.238123237666787,False
0.2300971181828461,0.0940806837259883,16.222717464903536,False
0.2331650797586174,0.0962009887654441,16.207145224667187,False
0.2362330413343887,0.0983545423979685,16.19140781587496,False
