n_modes,cutoff_type,cutoff_value,epsilon,phase_type,phase_value,constraint_applied,residual_raw,residual_constrained,cancellation_ratio_raw,cancellation_ratio_constrained,amplitude_raw_re,amplitude_raw_im,amplitude_con_re,amplitude_con_im,status,error,sweep,sweep_value
2048,sharp,1.0,1e-12,irrational_fixed,golden_ratio,False,1.8640648476264552,1.8640648476264552,1.8640648476264552,1.8640648476264552,1.7373688780783199,0.6754902942615236,1.7373688780783199,0.6754902942615236,ok,,cutoff,1.0
2048,sharp,2.0,1e-12,irrational_fixed,golden_ratio,False,5.5921945428793665,5.5921945428793665,1.8640648476264554,1.8640648476264554,5.21210663423496,2.026470882784571,5.21210663423496,2.026470882784571,ok,,cutoff,2.0
2048,sharp,4.0,1e-12,irrational_fixed,golden_ratio,False,18.640648476264552,18.640648476264552,1.8640648476264552,1.8640648476264552,17.373688780783198,6.754902942615237,17.373688780783198,6.754902942615237,ok,,cutoff,4.0
