coupling_name,minimum_gap_width,finite_N_Weyl_open_ball_radius_linf,half_margin_disorder_radius
C1,0.08631180150078765,0.021577950375196914,0.010788975187598457
C2,0.025135612431388177,0.006283903107847044,0.003141951553923522
