chamber,N,a,b,A,B,label_name,target_label,gap_index,measured_label,label_error,gap_width,gap_rank
C2_BOX,3000,1.0,0.535,0.75,0.365,f_a,0.272019649514069,816,0.272,1.9649514068964535e-05,0.13209292470418899,5
C2_BOX,3000,1.0,0.535,0.75,0.365,f_A,0.3460143392358259,1038,0.346,1.4339235825944208e-05,0.10782866457624374,9
C2_BOX,3000,1.0,0.535,0.75,0.365,f_a+f_b,0.44013703852159747,1320,0.44,0.00013703852159746566,0.35118519844028795,1
C2_BOX,3000,1.0,0.535,0.75,0.38,f_b,0.16811738900752848,505,0.16833333333333333,0.000215944325804851,0.024052195725001946,28
C2_BOX,3000,1.0,0.535,0.75,0.38,f_B,0.2138486222425766,642,0.214,0.0001513777574233821,0.04459928573678429,14
C2_BOX,3000,1.0,0.535,0.75,0.38,f_a,0.272019649514069,816,0.272,1.9649514068964535e-05,0.12694619213140357,6
C2_BOX,3000,1.0,0.535,0.75,0.38,f_A,0.3460143392358259,1038,0.346,1.4339235825944208e-05,0.10982685520518154,9
C2_BOX,3000,1.0,0.535,0.75,0.38,f_a+f_b,0.44013703852159747,1320,0.44,0.00013703852159746566,0.34108407288310216,1
C2_BOX,3000,1.0,0.535,0.765,0.32,f_b,0.16811738900752848,505,0.16833333333333333,0.000215944325804851,0.024598273089195377,25
C2_BOX,3000,1.0,0.535,0.765,0.32,f_B,0.2138486222425766,642,0.214,0.0001513777574233821,0.04215669738052652,13
C2_BOX,3000,1.0,0.535,0.765,0.32,f_a,0.272019649514069,816,0.272,1.9649514068964535e-05,0.14905126000303692,5
C2_BOX,3000,1.0,0.535,0.765,0.32,f_A,0.3460143392358259,1038,0.346,1.4339235825944208e-05,0.09901916192324867,10
C2_BOX,3000,1.0,0.535,0.765,0.32,f_a+f_b,0.44013703852159747,1320,0.44,0.00013703852159746566,0.3884581731999657,1
C2_BOX,3000,1.0,0.535,0.765,0.335,f_b,0.16811738900752848,505,0.16833333333333333,0.000215944325804851,0.024818159119102123,25
C2_BOX,3000,1.0,0.535,0.765,0.335,f_B,0.2138486222425766,642,0.214,0.0001513777574233821,0.040501469288804604,14
C2_BOX,3000,1.0,0.535,0.765,0.335,f_a,0.272019649514069,816,0.272,1.9649514068964535e-05,0.14371172732414506,6
C2_BOX,3000,1.0,0.535,0.765,0.335,f_A,0.3460143392358259,1038,0.346,1.4339235825944208e-05,0.10174885563829195,10
C2_BOX,3000,1.0,0.535,0.765,0.335,f_a+f_b,0.44013703852159747,1320,0.44,0.00013703852159746566,0.3777439406062358,1
C2_BOX,3000,1.0,0.535,0.765,0.35,f_b,0.16811738900752848,505,0.16833333333333333,0.000215944325804851,0.025038428190928164,25
C2_BOX,3000,1.0,0.535,0.765,0.35,f_B,0.2138486222425766,642,0.214,0.0001513777574233821,0.038887194701979766,19
C2_BOX,3000,1.0,0.535,0.765,0.35,f_a,0.272019649514069,816,0.272,1.9649514068964535e-05,0.1383297387837159,6
C2_BOX,3000,1.0,0.535,0.765,0.35,f_A,0.3460143392358259,1038,0.346,1.4339235825944208e-05,0.10426122333331866,10
C2_BOX,3000,1.0,0.535,0.765,0.35,f_a+f_b,0.44013703852159747,1320,0.44,0.00013703852159746566,0.3671705791456174,1
C2_BOX,3000,1.0,0.535,0.765,0.365,f_b,0.16811738900752848,505,0.16833333333333333,0.000215944325804851,0.024621187273285106,25
C2_BOX,3000,1.0,0.535,0.765,0.365,f_B,0.2138486222425766,642,0.214,0.0001513777574233821,0.03730959373069287,24
C2_BOX,3000,1.0,0.535,0.765,0.365,f_a,0.272019649514069,816,0.272,1.9649514068964535e-05,0.13291686644374934,6
C2_BOX,3000,1.0,0.535,0.765,0.365,f_A,0.3460143392358259,1038,0.346,1.4339235825944208e-05,0.10650968359415569,10
C2_BOX,3000,1.0,0.535,0.765,0.365,f_a+f_b,0.44013703852159747,1320,0.44,0.00013703852159746566,0.3567446181720232,1
C2_BOX,3000,1.0,0.535,0.765,0.38,f_b,0.16811738900752848,505,0.16833333333333333,0.000215944325804851,0.02316270766073436,28
C2_BOX,3000,1.0,0.535,0.765,0.38,f_B,0.2138486222425766,642,0.214,0.0001513777574233821,0.03576448850886482,24
C2_BOX,3000,1.0,0.535,0.765,0.38,f_a,0.272019649514069,816,0.272,1.9649514068964535e-05,0.1274831686293324,5
C2_BOX,3000,1.0,0.535,0.765,0.38,f_A,0.3460143392358259,1038,0.346,1.4339235825944208e-05,0.1084509428124385,10
C2_BOX,3000,1.0,0.535,0.765,0.38,f_a+f_b,0.44013703852159747,1320,0.44,0.00013703852159746566,0.3464722101448149,2
C2_BOX,3000,1.0,0.535,0.78,0.32,f_b,0.16811738900752848,505,0.16833333333333333,0.000215944325804851,0.02420607255284657,25
C2_BOX,3000,1.0,0.535,0.78,0.32,f_B,0.2138486222425766,642,0.214,0.0001513777574233821,0.03267141948230323,23
C2_BOX,3000,1.0,0.535,0.78,0.32,f_a,0.272019649514069,816,0.272,1.9649514068964535e-05,0.15142225285991395,4
C2_BOX,3000,1.0,0.535,0.78,0.32,f_A,0.3460143392358259,1038,0.346,1.4339235825944208e-05,0.09749575022466006,9
C2_BOX,3000,1.0,0.535,0.78,0.32,f_a+f_b,0.44013703852159747,1320,0.44,0.00013703852159746566,0.3943023656211794,2
C2_BOX,3000,1.0,0.535,0.78,0.335,f_b,0.16811738900752848,505,0.16833333333333333,0.000215944325804851,0.02434641536540405,26
C2_BOX,3000,1.0,0.535,0.78,0.335,f_B,0.2138486222425766,642,0.214,0.0001513777574233821,0.031283736042889254,23
C2_BOX,3000,1.0,0.535,0.78,0.335,f_a,0.272019649514069,816,0.272,1.9649514068964535e-05,0.14581416362243182,3
C2_BOX,3000,1.0,0.535,0.78,0.335,f_A,0.3460143392358259,1038,0.346,1.4339235825944208e-05,0.10020355042446571,10
C2_BOX,3000,1.0,0.535,0.78,0.335,f_a+f_b,0.44013703852159747,1320,0.44,0.00013703852159746566,0.3834217248960161,1
