theta_index,theta,Omega_m,Omega_lambda,H0_km_s_Mpc,age_Gyr_host,omega_lambda_repo,age_Gyr_repo,frw_viable,in_toy_corridor,in_host_age_anchor_window
106,0.3252039270317559,0.8239109363560169,0.1760890636439832,70.0,9.925071490434766,0.1760890636439832,15.670789108759164,False,True,False
107,0.3282718886075272,0.8206809892891647,0.1793190107108354,70.0,9.9377343079245,0.1793190107108354,15.650935523213237,False,True,False
108,0.3313398501832985,0.8174133273198345,0.1825866726801655,70.0,9.950605301203266,0.1825866726801655,15.63097879060848,False,True,False
109,0.3344078117590697,0.8141078885010102,0.1858921114989897,70.0,9.96368734330112,0.1858921114989897,15.61092138149366,False,True,False
110,0.3374757733348411,0.8107646165914635,0.1892353834085365,70.0,9.976983356859105,0.1892353834085365,15.59076578056992,False,True,False
111,0.3405437349106123,0.807383461097603,0.192616538902397,70.0,9.990496315590088,0.192616538902397,15.570514485341162,False,True,False
112,0.3436116964863836,0.803964377314034,0.196035622685966,70.0,10.004229245790912,0.196035622685966,15.550170004778623,False,True,False
113,0.3466796580621549,0.8005073263627749,0.1994926736372251,70.0,10.018185227908052,0.1994926736372251,15.529734858000412,False,True,False
114,0.3497476196379261,0.7970122752311747,0.2029877247688253,70.0,10.032367398158778,0.2029877247688253,15.50921157296761,False,True,False
115,0.3528155812136975,0.7934791968084602,0.2065208031915398,70.0,10.046778950210411,0.2065208031915398,15.488602685197533,False,True,False
116,0.3558835427894687,0.7899080699209543,0.2100919300790457,70.0,10.061423136919814,0.2100919300790457,15.467910736495432,False,True,False
117,0.35895150436524,0.7862988793659185,0.2137011206340816,70.0,10.076303272135885,0.2137011206340816,15.447138273705512,False,True,False
118,0.3620194659410113,0.78265161594402,0.21734838405598,70.0,10.091422732567612,0.21734838405598,15.426287847482014,False,True,False
119,0.3650874275167826,0.7789662764904279,0.2210337235095721,70.0,10.106784959720516,0.2210337235095721,15.405362011081433,False,True,False
120,0.3681553890925538,0.7752428639044985,0.2247571360955015,70.0,10.122393461904512,0.2247571360955015,15.384363319176384,False,True,False
121,0.3712233506683252,0.7714813871780692,0.2285186128219307,70.0,10.13825181631624,0.2285186128219307,15.36329432669208,False,True,False
122,0.3742913122440964,0.7676818614223315,0.2323181385776685,70.0,10.154363671199178,0.2323181385776685,15.342157587665826,False,True,False
123,0.3773592738198677,0.7638443078932952,0.2361556921067048,70.0,10.170732748084962,0.2361556921067048,15.320955654130431,False,True,False
124,0.380427235395639,0.7599687540158003,0.2400312459841997,70.0,10.187362844119637,0.2400312459841997,15.2996910750218,False,True,False
125,0.3834951969714102,0.7560552334061255,0.2439447665938746,70.0,10.204257834478506,0.2439447665938746,15.27836639511149,False,True,False
126,0.3865631585471816,0.752103785893112,0.247896214106888,70.0,10.22142167487388,0.247896214106888,15.256984153964371,False,True,False
127,0.3896311201229528,0.7481144575378703,0.2518855424621297,70.0,10.238858404159703,0.2518855424621297,15.235546884922174,False,True,False
128,0.3926990816987241,0.7440873006520077,0.2559126993479924,70.0,10.256572147037764,0.2559126993479924,15.214057114112908,False,True,False
129,0.3957670432744954,0.7400223738143965,0.2599776261856035,70.0,10.27456711687014,0.2599776261856035,15.192517359486702,False,True,False
130,0.3988350048502667,0.7359197418864754,0.2640802581135247,70.0,10.292847618602918,0.2640802581135247,15.170930129878244,False,True,False
131,0.401902966426038,0.731779476026067,0.268220523973933,70.0,10.311418051806498,0.268220523973933,15.149297924096006,False,True,False
132,0.4049709280018093,0.7276016536997267,0.2723983463002733,70.0,10.330282913837973,0.2723983463002733,15.127623230038491,False,True,False
133,0.4080388895775805,0.7233863586935837,0.2766136413064163,70.0,10.349446803131702,0.2766136413064163,15.105908523837536,False,True,False
134,0.4111068511533518,0.7191336811227267,0.2808663188772733,70.0,10.368914422624025,0.2808663188772733,15.084156269028894,False,True,False
135,0.4141748127291231,0.7148437174390494,0.2851562825609506,70.0,10.388690583319113,0.2851562825609506,15.062368915749932,False,True,False
136,0.4172427743048944,0.7105165704376539,0.2894834295623461,70.0,10.40878020800248,0.2894834295623461,15.040548899964758,False,True,False
137,0.4203107358806657,0.7061523492616995,0.2938476507383006,70.0,10.429188335110116,0.2938476507383006,15.018698642716354,False,True,False
138,0.4233786974564369,0.7017511694057879,0.2982488305942121,70.0,10.449920122760572,0.2982488305942121,14.996820549406015,False,True,False
139,0.4264466590322082,0.6973131527178321,0.3026868472821679,70.0,10.47098085295862,0.3026868472821679,14.974917009099803,True,True,False
140,0.4295146206079795,0.6928384273994093,0.3071615726005907,70.0,10.492375935979284,0.3071615726005907,14.952990393861857,True,True,False
141,0.4325825821837508,0.6883271280046201,0.3116728719953798,70.0,10.51411091494148,0.3116728719953798,14.931043058114522,True,True,False
142,0.4356505437595221,0.6837793954374296,0.3162206045625704,70.0,10.536191470581278,0.3162206045625704,14.90907733802503,True,True,False
143,0.4387185053352934,0.679195376947508,0.320804623052492,70.0,10.558623426235306,0.320804623052492,14.8870955509185,True,True,False
144,0.4417864669110646,0.6745752261245508,0.3254247738754492,70.0,10.581412753045557,0.3254247738754492,14.865099994717031,True,True,False
145,0.4448544284868359,0.6699191028911105,0.3300808971088896,70.0,10.604565575397324,0.3300808971088896,14.843092947404688,True,True,False
146,0.4479223900626072,0.6652271734938855,0.3347728265061145,70.0,10.62808817660328,0.3347728265061145,14.821076666517838,True,True,False
147,0.4509903516383785,0.6604996104935539,0.3395003895064462,70.0,10.651987004846644,0.3395003895064462,14.799053388660962,True,True,False
148,0.4540583132141498,0.6557365927530432,0.3442634072469568,70.0,10.67626867939842,0.3442634072469568,14.777025329047053,True,True,False
149,0.457126274789921,0.6509383054243487,0.3490616945756513,70.0,10.70093999712337,0.3490616945756513,14.754994681062753,True,True,False
150,0.4601942363656923,0.6461049399338219,0.3538950600661781,70.0,10.726007939291472,0.3538950600661781,14.732963615857534,True,True,False
151,0.4632621979414636,0.6412366939659713,0.3587633060340287,70.0,10.751479678711958,0.3587633060340287,14.710934281956623,True,True,False
152,0.4663301595172349,0.6363337714457681,0.3636662285542319,70.0,10.777362587208607,0.3636662285542319,14.688908804897318,True,True,False
153,0.4693981210930062,0.6313963825194573,0.3686036174805427,70.0,10.803664243456025,0.3686036174805427,14.666889286888184,True,True,False
154,0.4724660826687775,0.6264247435338994,0.3735752564661006,70.0,10.830392441197953,0.3735752564661006,14.644877806490832,True,True,False
155,0.4755340442445487,0.6214190770143966,0.3785809229856035,70.0,10.857555197870528,0.3785809229856035,14.622876418323614,True,True,False
156,0.47860200582032,0.6163796116410933,0.3836203883589066,70.0,10.885160763654122,0.3836203883589066,14.600887152787127,True,True,False
157,0.4816699673960913,0.6113065822238396,0.3886934177761604,70.0,10.913217630980329,0.3886934177761604,14.578912015810586,True,True,False
158,0.4847379289718626,0.6062002296756638,0.3937997703243362,70.0,10.941734544521037,0.3937997703243362,14.556952988619202,True,True,False
159,0.4878058905476339,0.6010608009847112,0.3989391990152889,70.0,10.970720511690075,0.3989391990152889,14.53501202752143,True,True,False
160,0.4908738521234052,0.5958885491847902,0.4041114508152098,70.0,11.000184813688582,0.4041114508152098,14.513091063716208,True,True,False
161,0.4939418136991764,0.590683733324442,0.409316266675558,70.0,11.030137017128748,0.409316266675558,14.49119200311928,True,True,False
162,0.4970097752749477,0.5854466184345718,0.4145533815654282,70.0,11.060586986272558,0.4145533815654282,14.469316726208314,True,True,False
163,0.500077736850719,0.5801774754946636,0.4198225245053364,70.0,11.091544895924804,0.4198225245053364,14.447467087886269,True,True,False
164,0.5031456984264903,0.57487658139756,0.4251234186024399,70.0,11.123021245023086,0.4251234186024399,14.425644917362552,True,True,False
165,0.5062136600022615,0.5695442189128344,0.4304557810871657,70.0,11.155026870970318,0.4304557810871657,14.40385201805142,True,True,False
166,0.5092816215780329,0.5641806766487526,0.4358193233512474,70.0,11.187572964759068,0.4358193233512474,14.38209016748715,True,True,False
167,0.5123495831538042,0.558786249012843,0.4412137509871569,70.0,11.22067108694073,0.4412137509871569,14.360361117255518,True,True,False
168,0.5154175447295755,0.5533612361710837,0.4466387638289163,70.0,11.2543331844968,0.4466387638289163,14.338666592941086,True,True,False
169,0.5184855063053467,0.5479059440057026,0.4520940559942975,70.0,11.28857160867423,0.4520940559942975,14.317008294089735,True,True,False
170,0.521553467881118,0.5424206840716175,0.4575793159283826,70.0,11.323399133851488,0.4575793159283826,14.295387894186042,True,True,False
171,0.5246214294568893,0.5369057735515286,0.4630942264484715,70.0,11.358828977507727,0.4630942264484715,14.27380704064502,True,True,False
172,0.5276893910326605,0.5313615352096521,0.4686384647903479,70.0,11.394874821373438,0.4686384647903479,14.252267354817636,True,True,False
173,0.5307573526084318,0.5257882973441347,0.4742117026558653,70.0,11.431550833847169,0.4742117026558653,14.23077043200976,True,True,False
174,0.5338253141842031,0.5201863937381388,0.4798136062618612,70.0,11.46887169377058,0.4798136062618612,14.209317841513988,True,True,False
175,0.5368932757599744,0.5145561636096223,0.4854438363903777,70.0,11.506852615661549,0.4854438363903777,14.187911126653896,True,True,False
176,0.5399612373357456,0.508897951559831,0.491102048440169,70.0,11.545509376513913,0.491102048440169,14.166551804840296,True,True,False
177,0.543029198911517,0.5032121075204874,0.4967878924795126,70.0,11.584858344282068,0.4967878924795126,14.145241367638958,True,True,False
178,0.5460971604872883,0.4974989866997288,0.5025010133002712,70.0,11.624916508178842,0.5025010133002712,14.123981280849415,True,True,False
179,0.5491651220630596,0.4917589495267879,0.5082410504732121,70.0,11.665701510926857,0.5082410504732121,14.102772984594472,True,True,False
180,0.5522330836388308,0.4859923615954187,0.5140076384045813,70.0,11.707231683116476,0.5140076384045813,14.081617893419766,True,True,False
181,0.5553010452146021,0.4801995936061041,0.5198004063938959,70.0,11.749526079837308,0.5198004063938959,14.060517396403174,True,True,False
182,0.5583690067903734,0.4743810213070527,0.5256189786929473,70.0,11.792604519765964,0.5256189786929473,14.039472857273582,True,True,False
183,0.5614369683661447,0.468537025433986,0.531462974566014,70.0,11.836487626910383,0.531462974566014,14.018485614538507,True,True,False
184,0.5645049299419159,0.4626679916487549,0.5373320083512451,70.0,11.881196875229817,0.5373320083512451,13.997556981620304,True,True,False
185,0.5675728915176872,0.4567743104767791,0.5432256895232209,70.0,11.92675463637139,0.5432256895232209,13.97668824700046,True,True,False
186,0.5706408530934585,0.4508563772433358,0.5491436227566642,70.0,11.973184230787718,0.5491436227566642,13.95588067437163,True,True,False
187,0.5737088146692298,0.4449145920087266,0.5550854079912734,70.0,12.020509982526542,0.5550854079912734,13.93513550279708,True,True,False
188,0.5767767762450011,0.4389493595022988,0.5610506404977011,70.0,12.068757278013427,0.5610506404977011,13.91445394687701,True,True,False
189,0.5798447378207724,0.4329610890553862,0.5670389109446138,70.0,12.117952629180918,0.5670389109446138,13.89383719692158,True,True,False
190,0.5829126993965437,0.4269501945331549,0.573049805466845,70.0,12.168123741335286,0.573049805466845,13.873286419130174,True,True,False
191,0.5859806609723149,0.4209170942653886,0.5790829057346114,70.0,12.219299586193248,0.5790829057346114,13.85280275577658,True,True,False
192,0.5890486225480862,0.414862210976199,0.585137789023801,70.0,12.271510480567956,0.585137789023801,13.83238732539971,True,True,False
193,0.5921165841238575,0.4087859717127434,0.5912140282872566,70.0,12.32478817123557,0.5912140282872566,13.812041222999644,True,True,False
194,0.5951845456996288,0.4026888077728892,0.5973111922271108,70.0,12.379165926573869,0.5973111922271108,13.791765520238537,True,True,False
195,0.5982525072754,0.3965711546319022,0.6034288453680978,70.0,12.434678635630338,0.6034288453680978,13.771561265646154,True,True,False
196,0.6013204688511713,0.3904334518681487,0.6095665481318513,70.0,12.4913629153534,0.6095665481318513,13.751429484829725,True,True,False
197,0.6043884304269426,0.3842761430878475,0.6157238569121525,70.0,12.549257226805976,0.6157238569121525,13.731371180687814,True,True,False
198,0.607456392002714,0.3780996758488744,0.6219003241511256,70.0,12.608402001278144,0.6219003241511256,13.711387333627924,True,True,False
199,0.6105243535784852,0.3719045015836381,0.6280954984163619,70.0,12.668839777326593,0.6280954984163619,13.691478901787509,True,True,False
200,0.6135923151542565,0.3656910755210732,0.6343089244789267,70.0,12.730615349894617,0.6343089244789267,13.671646821258207,True,True,False
201,0.6166602767300278,0.3594598566077381,0.6405401433922618,70.0,12.793775932811585,0.6405401433922618,13.651892006312988,True,True,False
202,0.619728238305799,0.3532113074280575,0.6467886925719425,70.0,12.85837133613595,0.6467886925719425,13.63221534963595,True,True,False
203,0.6227961998815703,0.3469458941237154,0.6530541058762845,70.0,12.924454159996325,0.6530541058762845,13.612617722554528,True,True,False
204,0.6258641614573416,0.3406640863122389,0.6593359136877611,70.0,12.992080006803771,0.6593359136877611,13.593099975273905,True,True,False
205,0.6289321230331129,0.3343663570047698,0.6656336429952302,70.0,13.061307713961458,0.6656336429952302,13.573662937113353,True,True,False
206,0.6320000846088841,0.3280531825230671,0.6719468174769329,70.0,13.132199609489756,0.6719468174769329,13.554307416744336,True,True,False
207,0.6350680461846554,0.3217250424157362,0.6782749575842638,70.0,13.20482179332435,0.6782749575842638,13.53503420243005,True,True,False
208,0.6381360077604268,0.315382419373736,0.684617580626264,70.0,13.2792444474389,0.684617580626264,13.515844062266392,True,True,False
209,0.641203969336198,0.3090257991451746,0.6909742008548254,70.0,13.35554217840455,0.6909742008548254,13.496737744423967,True,True,True
210,0.6442719309119693,0.3026556704493701,0.6973443295506299,70.0,13.433794396537689,0.6973443295506299,13.477715977390943,True,True,True
211,0.6473398924877406,0.2962725248902927,0.7037274751097072,70.0,13.514085736418211,0.7037274751097072,13.458779470216797,True,True,True
212,0.6504078540635119,0.2898768568693184,0.7101231431306816,70.0,13.596506524307634,0.7101231431306816,13.439928912756496,True,True,True
213,0.6534758156392831,0.2834691634973687,0.7165308365026313,70.0,13.681153298875198,0.7165308365026313,13.42116497591512,True,True,True
214,0.6565437772150544,0.2770499445064259,0.722950055493574,70.0,13.768129392685454,0.722950055493574,13.402488311892633,True,True,True
215,0.6596117387908257,0.270619702160501,0.729380297839499,70.0,13.857545583142898,0.729380297839499,13.383899554428844,True,False,True
216,0.662679700366597,0.2641789411659856,0.7358210588340144,70.0,13.949520823077242,0.7358210588340144,13.36539931904814,True,False,True
