set,n_theta,frac_of_grid,age_Gyr_diff_mean,age_Gyr_diff_std,age_Gyr_diff_min,age_Gyr_diff_max,age_Gyr_rel_diff_mean,age_Gyr_rel_diff_std,age_Gyr_rel_diff_min,age_Gyr_rel_diff_max
ALL_GRID,2048,1.0,32.65465527262667,48.623077363772545,-6.97251748094115,116.94328813387251,2.8534250094822307,4.063885055805136,-0.42309231120580354,9.214861079217279
FRW_VIABLE,1016,0.49609375,72.38395691924497,40.40823293328502,-4.503936156141183,116.94328813387251,6.15730348258313,3.409898423848194,-0.3007653500452976,9.214861079217279
CORRIDOR_AND_VIABLE,154,0.0751953125,-2.435665280648568,1.3887409767031305,-4.503936156141183,0.3656410807928214,-0.16887297803580958,0.09328201570156511,-0.3007653500452976,0.027281581769287692
