kernel_name,n_theta,theta_min,theta_max,omega_lambda_repo_mean,omega_lambda_repo_min,omega_lambda_repo_max,Omega_lambda_host_mean,Omega_lambda_host_min,Omega_lambda_host_max,age_Gyr_repo_mean,age_Gyr_repo_min,age_Gyr_repo_max,age_Gyr_host_mean,age_Gyr_host_min,age_Gyr_host_max,mech_baseline_A0_mean,mech_baseline_A0_min,mech_baseline_A0_max
EXTERNAL_COSMO_HOST_AGE_CORRIDOR_KERNEL,12,0.641203969336198,3.319534424984528,0.7059818054592418,0.6892324576956915,0.722950055493574,0.7059818054592418,0.6892324576956915,0.722950055493574,13.452299455227367,13.402488311892633,13.501960489461938,13.545826208496983,13.334461755887638,13.768129392685454,0.0463758916375,0.04609937555,0.04665311924
