n_kernel,n_frw_viable,n_in_corridor,n_near_flat,all_frw_viable,all_in_corridor,all_near_flat,age_diff_Gyr_mean,age_diff_Gyr_std,age_diff_Gyr_min,age_diff_Gyr_max,age_abs_diff_Gyr_mean,age_abs_diff_Gyr_std,age_abs_diff_Gyr_min,age_abs_diff_Gyr_max,omega_lambda_diff_mean,omega_lambda_diff_std,omega_lambda_diff_min,omega_lambda_diff_max,omega_lambda_abs_diff_mean,omega_lambda_abs_diff_std,omega_lambda_abs_diff_min,omega_lambda_abs_diff_max
12,12,12,12,True,True,True,0.09352675326961461,0.17237121894328086,-0.16749873357430012,0.3656410807928214,0.16427118035559132,0.1071170854799953,0.02573898447265499,0.3656410807928214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
