theta_index,theta,omega_lambda_repo,age_Gyr_repo,Omega_m,Omega_lambda,H0_km_s_Mpc
0,0.0,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
1,0.0030679615757712,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
2,0.0061359231515425,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
3,0.0092038847273138,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
4,0.0122718463030851,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
5,0.0153398078788564,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
6,0.0184077694546276,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
7,0.0214757310303989,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
8,0.0245436926061702,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
9,0.0276116541819415,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
10,0.0306796157577128,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
11,0.0337475773334841,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
12,0.0368155389092553,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
13,0.0398835004850266,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
14,0.0429514620607979,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
15,0.0460194236365692,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
16,0.0490873852123405,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
17,0.0521553467881118,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
18,0.055223308363883,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
19,0.0582912699396543,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
20,0.0613592315154256,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
21,0.0644271930911969,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
22,0.0674951546669682,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
23,0.0705631162427394,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
24,0.0736310778185107,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
25,0.076699039394282,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
26,0.0797670009700533,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
27,0.0828349625458246,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
28,0.0859029241215959,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
29,0.0889708856973671,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
30,0.0920388472731384,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
31,0.0951068088489097,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
32,0.098174770424681,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
33,0.1012427320004523,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
34,0.1043106935762236,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
35,0.1073786551519948,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
36,0.1104466167277661,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
37,0.1135145783035374,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
38,0.1165825398793087,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
39,0.11965050145508,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
40,0.1227184630308513,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
41,0.1257864246066225,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
42,0.1288543861823938,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
43,0.1319223477581651,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
44,0.1349903093339364,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
45,0.1380582709097077,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
46,0.1411262324854789,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
47,0.1441941940612502,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
48,0.1472621556370215,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
49,0.1503301172127928,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
50,0.1533980787885641,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
51,0.1564660403643354,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
52,0.1595340019401067,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
53,0.1626019635158779,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
54,0.1656699250916492,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
55,0.1687378866674205,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
56,0.1718058482431918,0.0605471905292464,16.479896458221216,0.9394528094707536,0.0605471905292464,70.0
57,0.174873809818963,0.0613384435003536,16.473578426327503,0.9386615564996464,0.0613384435003536,70.0
58,0.1779417713947343,0.0629003856565723,16.461143804110304,0.9370996143434277,0.0629003856565723,70.0
59,0.1810097329705056,0.0644911979748368,16.448529833921643,0.9355088020251632,0.0644911979748368,70.0
60,0.1840776945462769,0.0661111478772445,16.435736769844866,0.9338888521227555,0.0661111478772445,70.0
61,0.1871456561220482,0.0677605003816628,16.422764930318646,0.9322394996183372,0.0677605003816628,70.0
62,0.1902136176978195,0.0694395180176997,16.409614698051513,0.9305604819823003,0.0694395180176997,70.0
63,0.1932815792735908,0.071148460743019,16.396286519879062,0.9288515392569809,0.071148460743019,70.0
64,0.196349540849362,0.0728875858600149,16.382780906564243,0.9271124141399851,0.0728875858600149,70.0
65,0.1994175024251333,0.0746571479328786,16.36909843254106,0.9253428520671214,0.0746571479328786,70.0
66,0.2024854640009046,0.0764573987050775,16.355239735602293,0.9235426012949225,0.0764573987050775,70.0
67,0.2055534255766759,0.0782885870172691,16.34120551653187,0.9217114129827308,0.0782885870172691,70.0
68,0.2086213871524472,0.0801509587256756,16.326996538682543,0.9198490412743244,0.0801509587256756,70.0
69,0.2116893487282184,0.0820447566209481,16.312613627499722,0.9179552433790519,0.0820447566209481,70.0
70,0.2147573103039897,0.0839702203475282,16.298057669992417,0.9160297796524718,0.0839702203475282,70.0
71,0.217825271879761,0.0859275863235545,16.283329614152105,0.9140724136764455,0.0859275863235545,70.0
72,0.2208932334555323,0.0879170876613126,16.268430468320794,0.9120829123386874,0.0879170876613126,70.0
73,0.2239611950313036,0.0899389540882693,16.253361300509276,0.9100610459117306,0.0899389540882693,70.0
74,0.2270291566070749,0.0919934118687089,16.238123237666787,0.9080065881312911,0.0919934118687089,70.0
75,0.2300971181828461,0.0940806837259883,16.222717464903536,0.9059193162740117,0.0940806837259883,70.0
76,0.2331650797586174,0.0962009887654441,16.207145224667187,0.9037990112345559,0.0962009887654441,70.0
77,0.2362330413343887,0.0983545423979685,16.19140781587496,0.9016454576020315,0.0983545423979685,70.0
78,0.23930100291016,0.1005415562642762,16.17550659300271,0.8994584437357238,0.1005415562642762,70.0
79,0.2423689644859313,0.1027622381598839,16.159442965132527,0.897237761840116,0.1027622381598839,70.0
80,0.2454369260617026,0.1050167919608334,16.14321839496051,0.8949832080391666,0.1050167919608334,70.0
81,0.2485048876374738,0.1073054175501599,16.126834397766324,0.8926945824498401,0.1073054175501599,70.0
82,0.2515728492132451,0.1096283107451556,16.110292540346148,0.8903716892548444,0.1096283107451556,70.0
83,0.2546408107890164,0.1119856632254234,16.093594439910895,0.8880143367745766,0.1119856632254234,70.0
84,0.2577087723647877,0.1143776624617535,16.076741762951343,0.8856223375382465,0.1143776624617535,70.0
85,0.260776733940559,0.1168044916458536,16.059736224071962,0.8831955083541464,0.1168044916458536,70.0
86,0.2638446955163303,0.1192663296209311,16.04257958479534,0.8807336703790689,0.1192663296209311,70.0
87,0.2669126570921015,0.1217633508131647,16.025273652338992,0.8782366491868353,0.1217633508131647,70.0
88,0.2699806186678728,0.1242957251640854,16.00782027836635,0.8757042748359146,0.1242957251640854,70.0
89,0.2730485802436441,0.1268636180638753,15.990221357713928,0.8731363819361246,0.1268636180638753,70.0
90,0.2761165418194154,0.1294671902856146,15.972478827096444,0.8705328097143854,0.1294671902856146,70.0
91,0.2791845033951867,0.132106597920497,15.95459466379174,0.867893402079503,0.132106597920497,70.0
92,0.2822524649709579,0.134781992314017,15.936570884307567,0.865218007685983,0.134781992314017,70.0
93,0.2853204265467292,0.1374935200031757,15.918409543031864,0.8625064799968243,0.1374935200031757,70.0
94,0.2883883881225005,0.1402413226546941,15.900112730868557,0.8597586773453059,0.1402413226546941,70.0
95,0.2914563496982718,0.1430255370042699,15.88168257386076,0.8569744629957301,0.1430255370042699,70.0
