set_name,n_theta,theta_min,theta_max,omega_lambda_mean,omega_lambda_min,omega_lambda_max,age_repo_mean,age_repo_min,age_repo_max,age_host_frw_mean,age_host_frw_min,age_host_frw_max,age_host_cosmo_mean,age_host_cosmo_min,age_host_cosmo_max,mech_baseline_A0_mean,mech_binding_A0_mean
FRW_TOY_ANCHOR_KERNEL,2,,,,,,,,,,,,,,,,
EXTERNAL_FRW_HOST_AGE_ANCHOR,34,0.7884661249732196,3.172272269347506,1.0532870348830503,1.0015255285020968,1.1047446455921492,,,,13.598533473720874,13.314956552042704,13.89669284776392,,,,,
EXTERNAL_COSMO_HOST_AGE_CORRIDOR_KERNEL,12,0.641203969336198,3.319534424984528,0.7059818054592418,0.6892324576956915,0.722950055493574,13.452299455227367,13.402488311892633,13.501960489461938,,,,13.545826208496983,13.334461755887638,13.768129392685454,0.0463758916375,0.04637589163903131
