set,n_theta,frac_of_grid,Omega_tot_mean,Omega_tot_std,Omega_tot_min,Omega_tot_max,age_Gyr_host_mean,age_Gyr_host_std,age_Gyr_host_min,age_Gyr_host_max,age_Gyr_repo_mean,age_Gyr_repo_std,age_Gyr_repo_min,age_Gyr_repo_max,omega_lambda_repo_mean,omega_lambda_repo_std,omega_lambda_repo_min,omega_lambda_repo_max
ALL_GRID,2048,1.0,1.192229248706891,0.26496819081031436,0.9999999999999998,1.6898228492606708,46.853598864317505,46.7075619716878,9.507378977280066,129.63401533296403,14.198943591690824,2.0934664422998552,11.458118030798577,16.479896458221216,0.7,0.663573942859696,0.0605471905292464,1.6898228492606708
HOST_NEAR_FLAT,1286,0.6279296875,1.0003057894340315,0.0031838170839431253,0.9999999999999998,1.0470866977916058,11.934669004132578,13.256609574613526,9.507378977280066,129.63401533296403,15.661152451239435,1.0925934244060862,12.589616397563509,16.479896458221216,0.21641348667220173,0.24428316847095882,0.0605471905292464,1.0470866977916058
HOST_NEAR_FLAT_AND_FRW_VIABLE,254,0.1240234375,1.0015482094967099,0.007039435074830059,0.9999999999999999,1.0470866977916058,21.073089956846967,28.069071197820826,10.47098085295862,129.63401533296403,13.698646970098753,0.7055125320458748,12.589616397563509,14.974917009099803,0.6521894129577466,0.22121285907532465,0.3026868472821679,1.0470866977916058
HOST_NEAR_FLAT_AND_CORRIDOR_AND_FRW_VIABLE,154,0.0751953125,1.0,0.0,1.0,1.0,11.736098192629873,0.9363308115584363,10.47098085295862,13.768129392685454,14.17176347327844,0.46331577732756585,13.402488311892633,14.974917009099803,0.4992380498490196,0.12374921778140725,0.3026868472821679,0.722950055493574
