theta_index,Omega_m,Omega_lambda,Omega_tot,omega_lambda_repo,age_Gyr_repo,age_Gyr_host,frw_viable,in_toy_corridor,is_near_flat
193,0.4087859717127434,0.5912140282872566,1.0,0.5912140282872566,13.812041222999644,12.32478817123557,1,1,True
194,0.4026888077728892,0.5973111922271108,1.0,0.5973111922271108,13.791765520238537,12.379165926573869,1,1,True
195,0.3965711546319022,0.6034288453680978,1.0,0.6034288453680978,13.771561265646154,12.434678635630338,1,1,True
196,0.3904334518681487,0.6095665481318513,1.0,0.6095665481318513,13.751429484829725,12.4913629153534,1,1,True
197,0.3842761430878475,0.6157238569121525,1.0,0.6157238569121525,13.731371180687814,12.549257226805976,1,1,True
198,0.3780996758488744,0.6219003241511256,1.0,0.6219003241511256,13.711387333627924,12.608402001278144,1,1,True
199,0.3719045015836381,0.6280954984163619,1.0,0.6280954984163619,13.691478901787509,12.668839777326593,1,1,True
200,0.3656910755210732,0.6343089244789267,1.0,0.6343089244789267,13.671646821258207,12.730615349894617,1,1,True
201,0.3594598566077381,0.6405401433922618,1.0,0.6405401433922618,13.651892006312988,12.793775932811585,1,1,True
202,0.3532113074280575,0.6467886925719425,1.0,0.6467886925719425,13.63221534963595,12.85837133613595,1,1,True
203,0.3469458941237154,0.6530541058762845,1.0,0.6530541058762845,13.612617722554528,12.924454159996325,1,1,True
204,0.3406640863122389,0.6593359136877611,1.0,0.6593359136877611,13.593099975273905,12.992080006803771,1,1,True
205,0.3343663570047698,0.6656336429952302,1.0,0.6656336429952302,13.573662937113353,13.061307713961458,1,1,True
206,0.3280531825230671,0.6719468174769329,1.0,0.6719468174769329,13.554307416744336,13.132199609489756,1,1,True
207,0.3217250424157362,0.6782749575842638,1.0,0.6782749575842638,13.53503420243005,13.20482179332435,1,1,True
208,0.315382419373736,0.684617580626264,1.0,0.684617580626264,13.515844062266392,13.2792444474389,1,1,True
209,0.3090257991451746,0.6909742008548254,1.0,0.6909742008548254,13.496737744423967,13.35554217840455,1,1,True
210,0.3026556704493701,0.6973443295506299,1.0,0.6973443295506299,13.477715977390943,13.433794396537689,1,1,True
211,0.2962725248902927,0.7037274751097072,1.0,0.7037274751097072,13.458779470216797,13.514085736418211,1,1,True
212,0.2898768568693184,0.7101231431306816,1.0,0.7101231431306816,13.439928912756496,13.596506524307634,1,1,True
213,0.2834691634973687,0.7165308365026313,1.0,0.7165308365026313,13.42116497591512,13.681153298875198,1,1,True
214,0.2770499445064259,0.722950055493574,1.0,0.722950055493574,13.402488311892633,13.768129392685454,1,1,True
215,0.270619702160501,0.729380297839499,1.0,0.729380297839499,13.383899554428844,13.857545583142898,1,0,True
216,0.2641789411659856,0.7358210588340144,1.0,0.7358210588340144,13.36539931904814,13.949520823077242,1,0,True
217,0.2577281685815065,0.7422718314184935,1.0,0.7422718314184935,13.346988203304058,14.044183062933271,1,0,True
218,0.2512678937272479,0.7487321062727521,1.0,0.7487321062727521,13.328666787023511,14.141670178680451,1,0,True
219,0.2447986280937701,0.7552013719062298,0.9999999999999999,0.7552013719062298,13.310435632550425,14.242131022157633,1,0,True
220,0.2383208852503754,0.7616791147496246,1.0,0.7616791147496246,13.29229528498883,14.345726613731506,1,0,True
221,0.2318351807529958,0.7681648192470042,1.0,0.7681648192470042,13.27424627244514,14.452631501014974,1,0,True
222,0.2253420320516874,0.7746579679483125,1.0,0.7746579679483125,13.256289106269582,14.56303531213942,1,0,True
223,0.2188419583976979,0.7811580416023021,1.0,0.7811580416023021,13.238424281296677,14.677144537943745,1,0,True
224,0.2123354807501594,0.7876645192498406,1.0,0.7876645192498406,13.220652276084564,14.79518458472948,1,0,True
225,0.2058231216824314,0.7941768783175686,1.0,0.7941768783175686,13.202973553153234,14.91740214834062,1,0,True
226,0.1993054052880946,0.8006945947119054,1.0,0.8006945947119054,13.1853885592214,15.044067971784669,1,0,True
227,0.1927828570866596,0.8072171429133403,1.0,0.8072171429133403,13.167897725442083,15.175480063119965,1,0,True
228,0.1862560039289496,0.8137439960710504,1.0,0.8137439960710504,13.150501467636634,15.311967468844566,1,0,True
229,0.1797253739022689,0.820274626097731,1.0,0.820274626097731,13.13320018652736,15.453894721808624,1,0,True
230,0.173191496235279,0.8268085037647209,0.9999999999999999,0.8268085037647209,13.115994267968407,15.601667113505345,1,0,True
231,0.1666549012027031,0.8333450987972969,1.0,0.8333450987972969,13.098884083175076,15.755736980892207,1,0,True
232,0.1601161200297994,0.8398838799702005,1.0,0.8398838799702005,13.08186998895128,15.916611251074418,1,0,True
233,0.1535756847966982,0.8464243152033017,1.0,0.8464243152033017,13.064952327915291,16.08486055804963,1,0,True
234,0.1470341283425638,0.8529658716574362,1.0,0.8529658716574362,13.048131428723527,16.26113034118942,1,0,True
235,0.1404919841696538,0.8595080158303462,1.0,0.8595080158303462,13.03140760629248,16.446154465249748,1,0,True
236,0.1339497863472611,0.8660502136527388,0.9999999999999999,0.8660502136527388,13.014781162018588,16.640772081281092,1,0,True
237,0.1274080694156004,0.8725919305843995,1.0,0.8725919305843995,12.998252383996151,16.845948699041088,1,0,True
238,0.1208673682896238,0.8791326317103761,1.0,0.8791326317103761,12.981821547233135,17.06280279825525,1,0,True
239,0.1143282181628145,0.8856717818371854,0.9999999999999999,0.8856717818371854,12.965488913864812,17.292639820920208,1,0,True
240,0.107791154410974,0.8922088455890259,0.9999999999999999,0.8922088455890259,12.949254733365333,17.536996143254385,1,0,True
241,0.1012567124960319,0.898743287503968,0.9999999999999999,0.898743287503968,12.93311924275704,17.797696759308288,1,0,True
242,0.0947254278698895,0.9052745721301104,0.9999999999999999,0.9052745721301104,12.917082666817592,18.07693214408305,1,0,True
243,0.0881978358783217,0.9118021641216782,1.0,0.9118021641216782,12.901145218284762,18.37736248815589,1,0,True
244,0.0816744716649827,0.9183255283350172,1.0,0.9183255283350172,12.885307098059045,18.702261889917366,1,0,True
245,0.0751558700755106,0.9248441299244894,1.0,0.9248441299244894,12.869568495403875,19.05572240312244,1,0,True
246,0.0686425655617691,0.9313574344382308,0.9999999999999999,0.9313574344382308,12.85392958814358,19.442950443777733,1,0,True
