theta,N,mean_abs_S,rms_abs_S,mean_abs_S_over_sqrtN,run_id,seed,Ns,max_charge,noise_sigma,n_samples,enforce_zero_sum
2.63,512,24.652,27.574,1.089,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.63,1024,41.638,45.339,1.301,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6325000000000003,16,3.623,4.094,0.906,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6325000000000003,32,5.439,6.057,0.961,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6325000000000003,64,7.361,8.287,0.92,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6325000000000003,128,10.48,11.906,0.926,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6325000000000003,256,15.678,17.796,0.98,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6325000000000003,512,24.234,27.178,1.071,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6325000000000003,1024,40.668,44.411,1.271,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6350000000000002,16,3.621,4.092,0.905,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6350000000000002,32,5.434,6.052,0.961,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6350000000000002,64,7.345,8.269,0.918,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6350000000000002,128,10.424,11.851,0.921,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6350000000000002,256,15.544,17.651,0.971,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6350000000000002,512,23.828,26.792,1.053,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6350000000000002,1024,39.72,43.501,1.241,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6375,16,3.619,4.09,0.905,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6375,32,5.429,6.047,0.96,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6375,64,7.33,8.251,0.916,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6375,128,10.371,11.797,0.917,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6375,256,15.416,17.511,0.963,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6375,512,23.438,26.416,1.036,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6375,1024,38.799,42.61,1.212,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.64,16,3.617,4.089,0.904,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.64,32,5.425,6.042,0.959,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.64,64,7.315,8.235,0.914,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.64,128,10.32,11.745,0.912,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.64,256,15.293,17.376,0.956,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.64,512,23.063,26.05,1.019,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.64,1024,37.904,41.741,1.184,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6425,16,3.615,4.087,0.904,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6425,32,5.421,6.038,0.958,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6425,64,7.302,8.219,0.913,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6425,128,10.271,11.695,0.908,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6425,256,15.176,17.245,0.948,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6425,512,22.702,25.695,1.003,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6425,1024,37.038,40.894,1.157,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.645,16,3.614,4.086,0.903,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.645,32,5.417,6.033,0.958,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.645,64,7.289,8.203,0.911,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.645,128,10.224,11.648,0.904,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.645,256,15.064,17.12,0.942,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.645,512,22.355,25.352,0.988,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.645,1024,36.203,40.071,1.131,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6475,16,3.612,4.084,0.903,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6475,32,5.413,6.029,0.957,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6475,64,7.277,8.189,0.91,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6475,128,10.178,11.602,0.9,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6475,256,14.958,16.999,0.935,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6475,512,22.023,25.022,0.973,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6475,1024,35.398,39.273,1.106,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.65,16,3.61,4.083,0.903,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.65,32,5.409,6.025,0.956,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.65,64,7.265,8.175,0.908,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.65,128,10.135,11.558,0.896,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.65,256,14.857,16.884,0.929,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.65,512,21.707,24.704,0.959,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.65,1024,34.631,38.504,1.082,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6525,16,3.609,4.081,0.902,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6525,32,5.406,6.022,0.956,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6525,64,7.255,8.162,0.907,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6525,128,10.094,11.517,0.892,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6525,256,14.762,16.774,0.923,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6525,512,21.407,24.399,0.946,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6525,1024,33.899,37.763,1.059,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6550000000000002,16,3.607,4.08,0.902,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6550000000000002,32,5.403,6.019,0.955,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6550000000000002,64,7.245,8.15,0.906,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6550000000000002,128,10.056,11.478,0.889,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6550000000000002,256,14.674,16.67,0.917,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6550000000000002,512,21.125,24.109,0.934,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6550000000000002,1024,33.202,37.054,1.038,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6575,16,3.606,4.079,0.902,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6575,32,5.4,6.016,0.955,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6575,64,7.235,8.139,0.904,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6575,128,10.019,11.44,0.886,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6575,256,14.592,16.571,0.912,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6575,512,20.861,23.833,0.922,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6575,1024,32.543,36.378,1.017,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.66,16,3.605,4.078,0.901,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.66,32,5.397,6.013,0.954,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.66,64,7.227,8.128,0.903,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.66,128,9.984,11.405,0.882,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.66,256,14.515,16.479,0.907,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.66,512,20.618,23.572,0.911,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.66,1024,31.925,35.737,0.998,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6625,16,3.603,4.077,0.901,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6625,32,5.395,6.011,0.954,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6625,64,7.219,8.118,0.902,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6625,128,9.952,11.373,0.88,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6625,256,14.443,16.392,0.903,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6625,512,20.396,23.326,0.901,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6625,1024,31.348,35.134,0.98,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.665,16,3.602,4.076,0.901,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.665,32,5.393,6.008,0.953,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.665,64,7.212,8.109,0.901,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.665,128,9.922,11.342,0.877,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.665,256,14.377,16.311,0.899,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.665,512,20.194,23.096,0.892,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.665,1024,30.812,34.57,0.963,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6675,16,3.601,4.075,0.9,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6675,32,5.391,6.006,0.953,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6675,64,7.205,8.101,0.901,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6675,128,9.894,11.314,0.874,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6675,256,14.318,16.236,0.895,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6675,512,20.011,22.884,0.884,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6675,1024,30.32,34.047,0.948,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.67,16,3.6,4.075,0.9,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.67,32,5.39,6.005,0.953,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.67,64,7.199,8.093,0.9,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.67,128,9.868,11.288,0.872,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.67,256,14.265,16.167,0.892,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.67,512,19.847,22.688,0.877,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.67,1024,29.873,33.568,0.934,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6725,16,3.599,4.074,0.9,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6725,32,5.389,6.003,0.953,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6725,64,7.194,8.087,0.899,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6725,128,9.844,11.264,0.87,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6725,256,14.218,16.105,0.889,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6725,512,19.7,22.51,0.871,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6725,1024,29.468,33.134,0.921,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.675,16,3.598,4.073,0.9,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.675,32,5.388,6.002,0.952,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.675,64,7.19,8.081,0.899,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.675,128,9.823,11.243,0.868,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.675,256,14.178,16.049,0.886,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.675,512,19.573,22.35,0.865,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.675,1024,29.106,32.747,0.91,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6775,16,3.597,4.073,0.899,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6775,32,5.387,6.001,0.952,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6775,64,7.186,8.076,0.898,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6775,128,9.804,11.224,0.867,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6775,256,14.143,16.0,0.884,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6775,512,19.463,22.208,0.86,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6775,1024,28.787,32.408,0.9,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.68,16,3.596,4.072,0.899,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.68,32,5.387,6.001,0.952,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.68,64,7.184,8.072,0.898,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.68,128,9.788,11.208,0.865,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.68,256,14.115,15.956,0.882,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.68,512,19.371,22.085,0.856,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.68,1024,28.511,32.121,0.891,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6825,16,3.596,4.072,0.899,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6825,32,5.387,6.0,0.952,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6825,64,7.181,8.068,0.898,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6825,128,9.775,11.193,0.864,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6825,256,14.092,15.92,0.881,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6825,512,19.298,21.981,0.853,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6825,1024,28.281,31.885,0.884,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.685,16,3.595,4.072,0.899,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.685,32,5.387,6.0,0.952,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.685,64,7.18,8.066,0.897,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.685,128,9.764,11.182,0.863,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.685,256,14.075,15.89,0.88,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
