b_pmns_rad,b_pmns_deg,theta_best_rad,theta_best_deg,chi2,dof,delta_chi2,theta_68_lo_rad,theta_68_hi_rad,multi_segment_interval
3.141592653589793,180.0,1.1463671592949154,65.682,0.6754737030316228,1,0.0,1.1202919402701201,1.1721282190543518,False
1.5707963267948966,90.0,1.1482521148870695,65.79,1.8818950469526996,1,1.2064213439210767,1.122491055127633,1.1740131746465057,False
-1.5707963267948966,-90.0,1.1441680444374027,65.55600000000001,9.09340987998435,1,8.417936176952727,1.1184069846779663,1.169929104196839,False
0.0,0.0,1.1504512297445821,65.916,12.712767048826773,1,12.03729334579515,1.124690169985146,1.1762122895040186,False
