/usr/local/lib/python3.11/dist-packages/plink/gui.py:33: UserWarning: Plink failed to import tkinter, GUI will not be available
  warnings.warn('Plink failed to import tkinter, GUI will not be available')
total (cover, cusp, slope) attempts returning a CS : 255
STRICT survivors (positively oriented AND CS not in {0,1/4}): 225
distinct covers among strict survivors: 19

STRICT SURVIVORS -- canonical identifiers
deg cusps cusp   slope left            CS      dist  isosig
  6     2    0  (1, 2)    1  -0.190714930  0.059285  mLLLLvQQQceefkkljjklljiiimlxatxahqi_BbabbaCB
  6     2    0  (2, 1)    1  +0.173077049  0.076923  mLLLLvQQQceefkkljjklljiiimlxatxahqi_BbabbaCB
  6     2    0  (3, 1)    1  +0.133547059  0.116453  mLLLLvQQQceefkkljjklljiiimlxatxahqi_BbabbaCB
  6     2    0  (3, 2)    1  -0.200001375  0.049999  mLLLLvQQQceefkkljjklljiiimlxatxahqi_BbabbaCB
  6     2    1  (1, 1)    1  +0.040900062  0.040900  mLLLLvQQQceefkkljjklljiiimlxatxahqi_BbabbaCB
  6     2    1  (1, 2)    1  -0.244724934  0.005275  mLLLLvQQQceefkkljjklljiiimlxatxahqi_BbabbaCB
  6     2    1  (2, 1)    1  +0.064026631  0.064027  mLLLLvQQQceefkkljjklljiiimlxatxahqi_BbabbaCB
  6     2    1  (3, 1)    1  +0.071736033  0.071736  mLLLLvQQQceefkkljjklljiiimlxatxahqi_BbabbaCB
  6     2    1  (3, 2)    1  -0.236670004  0.013330  mLLLLvQQQceefkkljjklljiiimlxatxahqi_BbabbaCB
  6     2    0  (1, 2)    1  -0.215690833  0.034309  mLvLALPQQbehfkjkjljkllhuhuhalhdmdah_BaBbabbB
  6     2    0  (2, 1)    1  +0.194725415  0.055275  mLvLALPQQbehfkjkjljkllhuhuhalhdmdah_BaBbabbB
  6     2    0  (3, 1)    1  +0.146799023  0.103201  mLvLALPQQbehfkjkjljkllhuhuhalhdmdah_BaBbabbB
  6     2    0  (3, 2)    1  -0.196970886  0.053029  mLvLALPQQbehfkjkjljkllhuhuhalhdmdah_BaBbabbB
  6     2    1  (1, 2)    1  -0.233226412  0.016774  mLvLALPQQbehfkjkjljkllhuhuhalhdmdah_BaBbabbB
  6     2    1  (2, 1)    1  +0.151932677  0.098067  mLvLALPQQbehfkjkjljkllhuhuhalhdmdah_BaBbabbB
  6     2    1  (3, 1)    1  +0.127705961  0.122294  mLvLALPQQbehfkjkjljkllhuhuhalhdmdah_BaBbabbB
  6     2    1  (3, 2)    1  -0.213637960  0.036362  mLvLALPQQbehfkjkjljkllhuhuhalhdmdah_BaBbabbB
  6     2    0  (1, 1)    1  +0.199567894  0.050432  mLvLALPQQbehfkjkjljkllhuhuhalhdmdah_BabBaBbB
  6     2    0  (1, 2)    1  -0.215040709  0.034959  mLvLALPQQbehfkjkjljkllhuhuhalhdmdah_BabBaBbB
  6     2    0  (2, 1)    1  +0.192601007  0.057399  mLvLALPQQbehfkjkjljkllhuhuhalhdmdah_BabBaBbB
  6     2    0  (3, 1)    1  +0.146888395  0.103112  mLvLALPQQbehfkjkjljkllhuhuhalhdmdah_BabBaBbB
  6     2    0  (3, 2)    1  -0.197374901  0.052625  mLvLALPQQbehfkjkjljkllhuhuhalhdmdah_BabBaBbB
  6     2    1  (1, 2)    1  -0.231178360  0.018822  mLvLALPQQbehfkjkjljkllhuhuhalhdmdah_BabBaBbB
  6     2    1  (2, 1)    1  +0.135634136  0.114366  mLvLALPQQbehfkjkjljkllhuhuhalhdmdah_BabBaBbB
  6     2    1  (3, 1)    1  +0.125376530  0.124623  mLvLALPQQbehfkjkjljkllhuhuhalhdmdah_BabBaBbB
  6     2    1  (3, 2)    1  -0.215273518  0.034726  mLvLALPQQbehfkjkjljkllhuhuhalhdmdah_BabBaBbB
  6     2    0  (1, 2)    1  -0.216160825  0.033839  mLvvQvQQQbhigkjlllkkjjxaxxaxxaxxaxa_BbaBaBba
  6     2    0  (2, 1)    1  +0.194458446  0.055542  mLvvQvQQQbhigkjlllkkjjxaxxaxxaxxaxa_BbaBaBba
  6     2    0  (3, 1)    1  +0.146985839  0.103014  mLvvQvQQQbhigkjlllkkjjxaxxaxxaxxaxa_BbaBaBba
  6     2    0  (3, 2)    1  -0.197084093  0.052916  mLvvQvQQQbhigkjlllkkjjxaxxaxxaxxaxa_BbaBaBba
  6     2    1  (1, 2)    1  -0.216160825  0.033839  mLvvQvQQQbhigkjlllkkjjxaxxaxxaxxaxa_BbaBaBba
  6     2    1  (2, 1)    1  +0.194458446  0.055542  mLvvQvQQQbhigkjlllkkjjxaxxaxxaxxaxa_BbaBaBba
  6     2    1  (3, 1)    1  +0.146985839  0.103014  mLvvQvQQQbhigkjlllkkjjxaxxaxxaxxaxa_BbaBaBba
  6     2    1  (3, 2)    1  -0.197084093  0.052916  mLvvQvQQQbhigkjlllkkjjxaxxaxxaxxaxa_BbaBaBba
  7     3    0  (1, 1)    2  +0.214616070  0.035384  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbBaBbBabacb
  7     3    0  (1, 2)    2  -0.196249193  0.053751  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbBaBbBabacb
  7     3    0  (2, 1)    2  +0.179440023  0.070560  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbBaBbBabacb
  7     3    0  (3, 1)    2  +0.137667517  0.112332  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbBaBbBabacb
  7     3    0  (3, 2)    2  -0.198768880  0.051231  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbBaBbBabacb
  7     3    1  (1, 1)    2  +0.118708270  0.118708  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbBaBbBabacb
  7     3    1  (1, 2)    2  -0.220945393  0.029055  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbBaBbBabacb
  7     3    1  (2, 1)    2  +0.133094300  0.116906  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbBaBbBabacb
  7     3    1  (3, 1)    2  +0.116046742  0.116047  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbBaBbBabacb
  7     3    1  (3, 2)    2  -0.214814057  0.035186  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbBaBbBabacb
  7     3    2  (1, 1)    2  +0.033891093  0.033891  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbBaBbBabacb
  7     3    2  (1, 2)    2  -0.245066713  0.004933  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbBaBbBabacb
  7     3    2  (2, 1)    2  +0.057607382  0.057607  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbBaBbBabacb
  7     3    2  (3, 1)    2  +0.069544613  0.069545  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbBaBbBabacb
  7     3    2  (3, 2)    2  -0.237233168  0.012767  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbBaBbBabacb
  7     3    0  (1, 2)    2  -0.236294429  0.013706  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbbabBaBBacb
  7     3    0  (2, 1)    2  +0.219357497  0.030643  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbbabBaBBacb
  7     3    0  (3, 1)    2  +0.161217960  0.088782  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbbabBaBBacb
  7     3    0  (3, 2)    2  -0.190252105  0.059748  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbbabBaBBacb
  7     3    1  (1, 1)    2  +0.166141655  0.083858  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbbabBaBBacb
  7     3    1  (1, 2)    2  -0.219190193  0.030810  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbbabBaBBacb
  7     3    1  (2, 1)    2  +0.142438145  0.107562  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbbabBaBBacb
  7     3    1  (3, 1)    2  +0.116757126  0.116757  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbbabBaBBacb
  7     3    1  (3, 2)    2  -0.213477327  0.036523  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbbabBaBBacb
  7     3    2  (1, 1)    2  +0.032090538  0.032091  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbbabBaBBacb
  7     3    2  (1, 2)    2  -0.245267353  0.004733  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbbabBaBBacb
  7     3    2  (2, 1)    2  +0.057971464  0.057971  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbbabBaBBacb
  7     3    2  (3, 1)    2  +0.070956240  0.070956  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbbabBaBBacb
  7     3    2  (3, 2)    2  -0.237238344  0.012762  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_acbBbbabBaBBacb
  7     3    0  (1, 1)    2  +0.166141655  0.083858  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_bcaBbabbBBaBacb
  7     3    0  (1, 2)    2  -0.219190193  0.030810  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_bcaBbabbBBaBacb
  7     3    0  (2, 1)    2  +0.142438145  0.107562  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_bcaBbabbBBaBacb
  7     3    0  (3, 1)    2  +0.116757126  0.116757  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_bcaBbabbBBaBacb
  7     3    0  (3, 2)    2  -0.213477327  0.036523  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_bcaBbabbBBaBacb
  7     3    1  (1, 2)    2  -0.236294429  0.013706  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_bcaBbabbBBaBacb
  7     3    1  (2, 1)    2  +0.219357497  0.030643  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_bcaBbabbBBaBacb
  7     3    1  (3, 1)    2  +0.161217960  0.088782  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_bcaBbabbBBaBacb
  7     3    1  (3, 2)    2  -0.190252105  0.059748  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_bcaBbabbBBaBacb
  7     3    2  (1, 1)    2  +0.032090538  0.032091  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_bcaBbabbBBaBacb
  7     3    2  (1, 2)    2  -0.245267353  0.004733  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_bcaBbabbBBaBacb
  7     3    2  (2, 1)    2  +0.057971464  0.057971  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_bcaBbabbBBaBacb
  7     3    2  (3, 1)    2  +0.070956240  0.070956  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_bcaBbabbBBaBacb
  7     3    2  (3, 2)    2  -0.237238344  0.012762  oLLLLvPQQPcceefmllkkmkjnnniiimiauxaxliiua_bcaBbabbBBaBacb
  8     2    0  (1, 1)    1  +0.062900125  0.062900  qLLvLvMQPQMkceimnnkmolmkkopppiimiimiiimaamamia_BbBaBaEB
  8     2    0  (1, 2)    1  -0.239715904  0.010284  qLLvLvMQPQMkceimnnkmolmkkopppiimiimiiimaamamia_BbBaBaEB
