root_index,radius,maximum_krawczyk_ratio,real_lower,real_upper,imag_lower,imag_upper
35,1.0e-18,3.57570564627982676964387725951e-15,-0.9734086299091188269024297780142105783278524301113086096370289984783764811691086,-0.97340862990911872663939463396239402653470209749109347887593550654771645734714619,1.2318697323220818794041243350894305346832899194816817916700795522156615189833642,1.2318697323220819796671594791412470864764402521018969224311730441463215428039448
36,1.0e-18,3.57570564627982676964387725951e-15,-0.9734086299091188269024297780142105783278524301113086096370289984783764811691086,-0.97340862990911872663939463396239402653470209749109347887593550654771645734714619,-1.2318697323220819796671594791412470864764402521018969224311730441463215428039448,-1.2318697323220818794041243350894305346832899194816817916700795522156615189833642
37,1.0e-18,1.18408458270452661384154141157e-14,4.4834308194808482390679975994239650907071284147544103024521690447180323532081415,4.4834308194808484574436209894353209542880804346493239701704497057868941864984501,-0.00000000000000010918781169500567811360690483536676727619953878935711705152605721658698225012471,0.00000000000000010918781169500567811360690483536676727619953878935711705152605721658698225012471
38,1.0e-18,1.02341711312559974799512360837e-15,2.1502483780785949542459744286204337593927477140575287694460239622568295171301144,2.1502483780785950863609164518578699914189353981555819358113967938849259944802324,-0.083746475923768249763553002961544848530768265778046086997331688188988759574222288,-0.083746475923768117648610979724108616504580581679992920631958856560892282228249644
39,1.0e-18,1.02341711312559974799512360837e-15,2.1502483780785949542459744286204337593927477140575287694460239622568295171301144,2.1502483780785950863609164518578699914189353981555819358113967938849259944802324,0.083746475923768117648610979724108616504580581679992920631958856560892282228249644,0.083746475923768249763553002961544848530768265778046086997331688188988759574222288
40,1.0e-18,6.66554946143875944689441118207e-15,1.3136638690894593195007944823624779862645591843975528084676515827997145712766284,1.3136638690894595396756775751170350538189968742496101813220767316349519836070299,1.5286191461704165576156116126416827206969079683714017157868821762342343978557351,1.5286191461704167777904947053962397882513456582234590886413073250694718101828202
41,1.0e-18,6.66554946143875944689441118207e-15,1.3136638690894593195007944823624779862645591843975528084676515827997145712766284,1.3136638690894595396756775751170350538189968742496101813220767316349519836070299,-1.5286191461704167777904947053962397882513456582234590886413073250694718101828202,-1.5286191461704165576156116126416827206969079683714017157868821762342343978557351
43,1.0e-18,8.30916955669184801686233276415e-16,1.4291575457761009394879807263308429522121995381936460240312870645263665530705016,1.4291575457761011014795569498102552012017144432020425947673495764110925645034066,2.0164857244375396983721582628974026753445630121980211983566321279859982644029341,2.0164857244375398603637344863768149243340779172064177690926946398707242758352863
44,1.0e-18,8.30916955669184801686233276415e-16,1.4291575457761009394879807263308429522121995381936460240312870645263665530705016,1.4291575457761011014795569498102552012017144432020425947673495764110925645034066,-2.0164857244375398603637344863768149243340779172064177690926946398707242758352863,-2.0164857244375396983721582628974026753445630121980211983566321279859982644029341
45,1.0e-18,1.52326497091603433488170691065e-13,-9.1747814539994369011065614426701794891940825371721011910010437055035303750871644,-9.1747814539994365800765848232124959652694773922992264233920685323486468949226811,5.5484620690805031279795875902667595380394819711113825575746774788062497724739049,5.5484620690805034490095642097244430619640871159842573251836526519611332526195959
46,1.0e-18,1.52326497091603433488170691065e-13,-9.1747814539994369011065614426701794891940825371721011910010437055035303750871644,-9.1747814539994365800765848232124959652694773922992264233920685323486468949226811,-5.5484620690805034490095642097244430619640871159842573251836526519611332526195959,-5.5484620690805031279795875902667595380394819711113825575746774788062497724739049
47,1.0e-18,5.55444860768627911116412825341e-15,2.1520273764985742455172081696340469509126697695135147236924444867238684523391704,2.1520273764985745461567577590789594894572927654994968084761856613864019394385407,-1.39545462910787202330071511652466506719983963718145610142900530575400819224949,-1.3954546291078717226611655270797525286552166411954740166452641310914747051523306
48,1.0e-18,5.55444860768627911116412825341e-15,2.1520273764985742455172081696340469509126697695135147236924444867238684523391704,2.1520273764985745461567577590789594894572927654994968084761856613864019394385407,1.3954546291078717226611655270797525286552166411954740166452641310914747051523306,1.39545462910787202330071511652466506719983963718145610142900530575400819224949
