atlas_id,root_index,character_class,local_support_status,local_scheme_status,certification,trace_a,trace_b,trace_A,trace_B,kappa_ab,kappa_aA,kappa_aB,kappa_bA,kappa_bB,kappa_AB,min_complex_jacobian_singular_value
I200,205,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.275968379018824+2.8488675079331784j),(-0.20930528103809354+0.922539121195056j),(-2.2115358467836095-0.5975250375310955j),(-0.2537793520108185-7.2429195520675895j),(-11.055564140351+9.474389769589191j),(-5.478441293122998+3.687812022551025j),(-40.44198045385204+80.6348124779638j),(11.001549569400016+0.9952484681255935j),(-115.17343503802712+56.0725583894684j),(2.857422870198519+16.64929309367264j),0.01929845167952334
I201,206,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.2901073242755836-5.551115123125783e-17j),(0.2322776042559338+0j),(-0.6896220069076686-1.6653345369377348e-16j),(-0.2000643951855411+2.7755575615628914e-16j),(-0.010038132506629438-1.389322927952591e-17j),(0.001986610842244385+2.395944366375931e-17j),(1.295621715346385+2.6148575257580575e-16j),(-1.3793086195760698+4.225889544093991e-16j),(-1.8752926782764126-3.168366412365648e-18j),(-0.9926526717102246-1.3831659435825161e-16j),0.03255419068507886
I202,207,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.4427869451300046-1.4017829851111754j),(1.0425166697807793+0.38278832313184863j),(1.7001946854662784-1.5022506464749052j),(0.6677629442575403-2.619466475106853j),(1.9658234430660113-1.743393828944677j),(4.023495051146882-8.70329013670072j),(11.053855739508197+13.514441855015559j),(1.576581313154886-2.6943677166456514j),(-8.541742459708146-0.09564603640828517j),(0.05168512073207232-10.575210523762852j),0.0645006107467044
I203,208,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.4427869451300046+1.4017829851111754j),(1.0425166697807793-0.38278832313184863j),(1.7001946854662784+1.5022506464749052j),(0.6677629442575403+2.619466475106853j),(1.9658234430660113+1.743393828944677j),(4.023495051146882+8.70329013670072j),(11.053855739508197-13.514441855015559j),(1.576581313154886+2.6943677166456514j),(-8.541742459708146+0.09564603640828517j),(0.05168512073207232+10.575210523762852j),0.0645006107467044
I204,209,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.451156618406511-0.7867318888423742j),(0.7155911512587401+0.14209956258552045j),(-1.032948112743731+0.12346241679054748j),(-0.36888955717217725+0.8683541062745606j),(1.8093909429887294-0.01360136328978434j),(0.2648126261833843-1.5958941841204375j),(-0.5248994086917955-3.0972307483116697j),(-1.0247553851309594-1.8086690140594859j),(-5.167089646163663-1.0849467049720485j),(-0.7267515923568466-0.01048740743640686j),0.0779586817647605
I205,210,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.451156618406511+0.7867318888423742j),(0.7155911512587401-0.14209956258552045j),(-1.032948112743731-0.12346241679054748j),(-0.36888955717217725-0.8683541062745606j),(1.8093909429887294+0.01360136328978434j),(0.2648126261833843+1.5958941841204375j),(-0.5248994086917955+3.0972307483116697j),(-1.0247553851309594+1.8086690140594859j),(-5.167089646163663+1.0849467049720485j),(-0.7267515923568466+0.01048740743640686j),0.0779586817647605
I206,211,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.546281087471913-2.3314368424797265j),(-0.4111241194066353+0.028933373852947364j),(-1.191438444873421+0.6733411072782116j),(-1.203409065205399+1.327612445433957j),(5.2238947993825136+5.017137736001275j),(0.3493685516248899-7.052476000822009j),(3.356498968697273-12.188162910243411j),(-0.5131267919474078-1.7936610918146694j),(-2.682229954979583-7.71901210836638j),(1.0931415736649814-0.46052409916308124j),0.10917620703055146
I207,212,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.546281087471913+2.3314368424797265j),(-0.4111241194066353-0.028933373852947364j),(-1.191438444873421-0.6733411072782116j),(-1.203409065205399-1.327612445433957j),(5.2238947993825136-5.017137736001275j),(0.3493685516248899+7.052476000822009j),(3.356498968697273+12.188162910243411j),(-0.5131267919474078+1.7936610918146694j),(-2.682229954979583+7.71901210836638j),(1.0931415736649814+0.46052409916308124j),0.10917620703055146
I208,213,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.5595364955591497-0.8708524123568501j),(0.25738374346030307-0.04990229605757701j),(-0.5031624915754818+0.40002939697753426j),(-0.7702426371003022+0.1585087878685169j),(-0.08191557401728389-3.0470499928818273j),(0.06536885863656217-2.812446031163563j),(-0.03674155754802744+0.8121365827384209j),(-1.7575350035739954-0.4923653484777419j),(-2.3809492393154943+0.2937002634744683j),(0.12677330346389626-2.549594502768798j),0.03765389097074957
I209,214,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.5595364955591497+0.8708524123568501j),(0.25738374346030307+0.04990229605757701j),(-0.5031624915754818-0.40002939697753426j),(-0.7702426371003022-0.1585087878685169j),(-0.08191557401728389+3.0470499928818273j),(0.06536885863656217+2.812446031163563j),(-0.03674155754802744-0.8121365827384209j),(-1.7575350035739954+0.4923653484777419j),(-2.3809492393154943-0.2937002634744683j),(0.12677330346389626+2.549594502768798j),0.03765389097074957
I210,215,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.5927611670447859-2.184866857702218j),(-1.0799636477768582+0.9168317461708669j),(0.9684382829940951-0.9933170910629202j),(0.07801676186328144-0.5169334225480121j),(6.295529345906367-3.2251660581818786j),(-2.586084756123962-9.000543454646907j),(11.302061462745167-9.651909725545316j),(0.25427165732171986-3.6431597280207884j),(0.3244982317280978+2.143604427101695j),(-2.352307167012472-2.333675571165877j),0.056093215711342716
I211,216,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.5927611670447859+2.184866857702218j),(-1.0799636477768582-0.9168317461708669j),(0.9684382829940951+0.9933170910629202j),(0.07801676186328144+0.5169334225480121j),(6.295529345906367+3.2251660581818786j),(-2.586084756123962+9.000543454646907j),(11.302061462745167+9.651909725545316j),(0.25427165732171986+3.6431597280207884j),(0.3244982317280978-2.143604427101695j),(-2.352307167012472+2.333675571165877j),0.056093215711342716
I212,217,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.638326707219097-0.32967402962697745j),(0.4243534618431319+0.12433775961292359j),(-1.2486359663810727-0.21146532837522675j),(-0.11662417375473826+0.37515741243381334j),(2.1242755347341777+0.041826158038198946j),(0.9490417529558925-0.38998293501597037j),(0.5274430444035518-1.1747748042666177j),(0.02683643419425552+0.9057135923145202j),(-2.008663563864015-0.041046592086029704j),(-0.06228382389683951+0.33519934265253837j),0.027113518696491493
I213,218,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.638326707219097+0.32967402962697745j),(0.4243534618431319-0.12433775961292359j),(-1.2486359663810727+0.21146532837522675j),(-0.11662417375473826-0.37515741243381334j),(2.1242755347341777-0.041826158038198946j),(0.9490417529558925+0.38998293501597037j),(0.5274430444035518+1.1747748042666177j),(0.02683643419425552-0.9057135923145202j),(-2.008663563864015+0.041046592086029704j),(-0.06228382389683951-0.33519934265253837j),0.027113518696491493
I214,219,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.6400534080738338-8.734873787782252e-24j),(3.4145187686638594-1.3169478716764965e-22j),(1.4381677667123756-2.9611692680334582e-24j),(2.1749330359174475-6.451380213544336e-24j),(4.923992418092784-2.0421871015310563e-22j),(2.358481878459747+4.492407104105893e-24j),(2.876813049578704-8.626326651450675e-23j),(5.78848326911921-4.447680645278113e-22j),(2.9677926056937665-2.0717408175103608e-22j),(6.601645586215607-6.851600598790828e-22j),0.06193000115110264
I215,220,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.6401547205898717-1.3617160367819812j),(-0.8055640778323179+0.18967701149018673j),(-0.3114303324993801-1.5449350981059977j),(0.8877359414109024-0.31827449993198226j),(3.1148567394518523-2.9264697440353133j),(-3.2985007487647433-7.23868417256395j),(-6.846883752032343-4.145822750589319j),(-2.400907393375797+1.202897537722973j),(6.428716294966591+11.093193667709299j),(-10.156941450574514-6.569952159855723j),0.07937397315220728
I216,221,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.6401547205898717+1.3617160367819812j),(-0.8055640778323179-0.18967701149018673j),(-0.3114303324993801+1.5449350981059977j),(0.8877359414109024+0.31827449993198226j),(3.1148567394518523+2.9264697440353133j),(-3.2985007487647433+7.23868417256395j),(-6.846883752032343+4.145822750589319j),(-2.400907393375797-1.202897537722973j),(6.428716294966591-11.093193667709299j),(-10.156941450574514+6.569952159855723j),0.07937397315220728
I217,222,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.6747606720770143-1.1929232889446887e-30j),(2.456464262104701-1.4157441824067952e-30j),(1.5406885693785082-1.0881919141291729e-30j),(2.833208267445421+1.6365428290136555e-30j),(6.78499314575204+2.7483334019296287e-29j),(3.8951299344358707+1.0850751134303472e-29j),(3.21870522263783+6.037239853676317e-30j),(3.145305959649554-1.9271741287666082e-31j),(3.8000163858976705+3.256350044792807e-29j),(7.870403250466019+2.1414821807318504e-29j),0.10509856492001915
R4,223,REDUCIBLE,EXACT_SEMISIMPLE_CHARACTER,TRANSVERSE_FIXED_SCHEME_NOT_CERTIFIED,MU11_WEYL_ORBIT_EXACT_SET_CLASSIFICATION,(1.6825070656623622+0j),(-0.28462967654657023+1.1102230246251565e-16j),(-1.9189859472289945+0j),(-1.30972146789057+0j),(1.9999999999999991-5.619895917651421e-17j),(2+0j),(1.9999999999999991-1.814499962152132e-16j),(1.9999999999999996-1.338737580521483e-16j),(1.9999999999999991-4.829582063629534e-16j),(2-9.455514589735584e-17j),0.17783984113097312
I218,224,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.7071417431061768-0.9857361291843432j),(1.4692810278471238-2.737634214931229j),(1.9002372731855077-2.936083457417032j),(-1.550466444600708-3.949359708184783j),(2.324080286772954-13.102829271579896j),(9.474876675606165-11.571671390134048j),(7.965284194108172-12.503307857778008j),(-2.8783777336283567-0.3023243427184603j),(-62.76159994630212-5.325522481529487j),(-3.24704037384193-47.54641787439301j),0.0348232575747531
I219,225,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.7071417431061768+0.9857361291843432j),(1.4692810278471238+2.737634214931229j),(1.9002372731855077+2.936083457417032j),(-1.550466444600708+3.949359708184783j),(2.324080286772954+13.102829271579896j),(9.474876675606165+11.571671390134048j),(7.965284194108172+12.503307857778008j),(-2.8783777336283567+0.3023243427184603j),(-62.76159994630212+5.325522481529487j),(-3.24704037384193+47.54641787439301j),0.0348232575747531
I220,226,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.7321737141046345-1.5407439555097887e-33j),(-0.5518642567976056+2.9274135154685985e-32j),(-1.9051277032474172-1.5407439555097887e-32j),(-1.2983571178825954-5.736863821843479e-32j),(2.480870503973847-4.1722024477202977e-32j),(2.0310743095361-2.8528821979915126e-32j),(2.1680323247752993-7.481637604117086e-32j),(2.818834444955437-1.5668602527982535e-32j),(2.606311367958485+3.255775538793909e-31j),(2.2979450787579427-1.2075687300088912e-32j),0.012332000721714368
I221,227,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.7650985051868782-0.39003531631958954j),(-0.45481677575528034+0.5927785694328186j),(-0.549434351611364-0.8375624634948743j),(1.4542260227450707+0.04078320518232126j),(2.1345797153905695-3.9421730640534474j),(4.510750952541764+1.553220609492961j),(1.999318816251015-0.4407806103791665j),(-0.8293201946630866-5.520384145481022j),(3.1130829008899-1.5006370929040127j),(1.5790854088778175+0.6804179050480621j),0.03505421670311195
I222,228,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.7650985051868782+0.39003531631958954j),(-0.45481677575528034-0.5927785694328186j),(-0.549434351611364+0.8375624634948743j),(1.4542260227450707-0.04078320518232126j),(2.1345797153905695+3.9421730640534474j),(4.510750952541764-1.553220609492961j),(1.999318816251015+0.4407806103791665j),(-0.8293201946630866+5.520384145481022j),(3.1130829008899+1.5006370929040127j),(1.5790854088778175-0.6804179050480621j),0.03505421670311195
I223,229,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.777431192130866-0.06906320410987653j),(-0.28718749195508136-1.4092195334729698j),(0.9357241286002159-0.5708506436061052j),(0.6880363502876592-0.5084212028714199j),(0.9517639808895937-0.18276752389227946j),(1.3506214607009057-0.4453196481203423j),(1.1242801252880632-0.025623792184966243j),(1.2879612266327012-0.2439798304052918j),(-3.989636583713745-0.5554234216270206j),(-1.0777701900814107-1.6235179430126554j),0.01429257273750705
I224,230,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.777431192130866+0.06906320410987653j),(-0.28718749195508136+1.4092195334729698j),(0.9357241286002159+0.5708506436061052j),(0.6880363502876592+0.5084212028714199j),(0.9517639808895937+0.18276752389227946j),(1.3506214607009057+0.4453196481203423j),(1.1242801252880632+0.025623792184966243j),(1.2879612266327012+0.2439798304052918j),(-3.989636583713745+0.5554234216270206j),(-1.0777701900814107+1.6235179430126554j),0.01429257273750705
I225,231,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.901704608303758+5.45206656688813e-21j),(-0.525844022059744+2.6474933324654003e-21j),(-2.0107152430405093-3.827371560528178e-21j),(-1.8130712006362422-1.8666432352684384e-20j),(6.40176882930408+1.9472410761649422e-19j),(2.0138863060021617-6.303116570546518e-22j),(3.141271180291727+4.167178057738203e-20j),(7.768466840576142+2.116503471488168e-19j),(6.579535053695858+1.7334955319955329e-19j),(3.418836374839481+3.6880492684352706e-20j),0.005264703007706745
I226,232,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.9095978902634512-2.0303968853378082e-20j),(-2.4062710005341166+1.0728239396527324e-19j),(-2.12464545389318+1.2854587051878653e-20j),(-1.9325730224190694+6.882938534663346e-20j),(10.59254835456509-9.304419624650902e-19j),(2.054649920848303+1.1635084172222561e-20j),(7.902377386266362-5.207835676657513e-19j),(3.394095134859601+1.671539724884816e-20j),(2.1675196908230614-4.457697162824449e-21j),(2.8075895545351166+3.5198150145154905e-21j),0.03990401414268469
I227,233,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.9830312877147986-0.2639746178568153j),(-0.561741120201205+0.609206726980924j),(0.5789790667391996-0.13603389039268804j),(0.5332450433045619-0.28656134833515373j),(1.0423124337517695-2.57516123826066j),(1.9096863671044106-0.966008982758216j),(1.399787123637537-0.7336275221054855j),(-0.9798046747746905-0.5960945597109613j),(2.0248901850255274+1.3307602098847036j),(-0.5864235582700443-0.02939737899334452j),0.04416807300038959
I228,234,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.9830312877147986+0.2639746178568153j),(-0.561741120201205-0.609206726980924j),(0.5789790667391996+0.13603389039268804j),(0.5332450433045619+0.28656134833515373j),(1.0423124337517695+2.57516123826066j),(1.9096863671044106+0.966008982758216j),(1.399787123637537+0.7336275221054855j),(-0.9798046747746905+0.5960945597109613j),(2.0248901850255274-1.3307602098847036j),(-0.5864235582700443+0.02939737899334452j),0.04416807300038959
R5,235,REDUCIBLE,EXACT_SEMISIMPLE_CHARACTER,TRANSVERSE_FIXED_SCHEME_NOT_CERTIFIED,MU11_WEYL_ORBIT_EXACT_SET_CLASSIFICATION,(2-3.765072501161361e-21j),(2+1.126111730584901e-19j),(2-1.5051271797264055e-20j),(2-2.1808293732533796e-20j),(2.000000000000001+0j),(2+0j),(2+0j),(2+0j),(2+0j),(2+0j),0.2374007895653294
I229,236,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(2.0957527575899277-0.26963130826902526j),(0.11302716954507201+0.4193345116620191j),(1.4918398034038964+0.35151014628957417j),(1.7294657190761296-0.017078505801958077j),(1.6968939067962174-0.26077848994263975j),(1.835416128209415-0.663813813781781j),(2.0735894965813273-0.19944465248336884j),(0.7127663739961254+0.419784015921278j),(1.5004531331984916+0.05784726463889189j),(1.2311833443234912+0.9126657948318555j),0.12246743010732192
I230,237,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(2.0957527575899277+0.26963130826902526j),(0.11302716954507201-0.4193345116620191j),(1.4918398034038964-0.35151014628957417j),(1.7294657190761296+0.017078505801958077j),(1.6968939067962174+0.26077848994263975j),(1.835416128209415+0.663813813781781j),(2.0735894965813273+0.19944465248336884j),(0.7127663739961254-0.419784015921278j),(1.5004531331984916-0.05784726463889189j),(1.2311833443234912-0.9126657948318555j),0.12246743010732192
I231,238,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(2.173029263165624-3.8298629039837717j),(-0.6948764327776328+0.40550295490493343j),(-0.3997637942080748+0.8301518713434014j),(1.8067466947241428+0.4343357410202344j),(4.237085006337546-2.1275707562637027j),(-12.125739892150493-22.768147471715846j),(-4.785540284213566-41.223034794422404j),(-2.233037954775087-2.28045102036244j),(7.243439000541633+2.418777218055259j),(-0.06190749637734183+0.00030665331280488317j),0.01724468902751815
I232,239,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(2.173029263165624+3.8298629039837717j),(-0.6948764327776328-0.40550295490493343j),(-0.3997637942080748-0.8301518713434014j),(1.8067466947241428-0.4343357410202344j),(4.237085006337546+2.1275707562637027j),(-12.125739892150493+22.768147471715846j),(-4.785540284213566+41.223034794422404j),(-2.233037954775087+2.28045102036244j),(7.243439000541633-2.418777218055259j),(-0.06190749637734183-0.00030665331280488317j),0.01724468902751815
I233,240,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(2.2489627448124834-0.022437716381663808j),(-2.026774620002116+1.2777276635583426j),(1.4371390639838864+0.24207717871254175j),(-0.2138506595804861+0.7168620395446083j),(1.7408582281170126-1.6459056153961775j),(2.5421075751785365-0.2291234660954391j),(1.6677636317703604-1.8017368791639314j),(0.14617804957749936-2.8186425775043125j),(-3.114877711961074+3.1732423044169584j),(8.109665878415052-21.365219032395697j),0.00430978487699162
I234,241,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(2.2489627448124834+0.022437716381663808j),(-2.026774620002116-1.2777276635583426j),(1.4371390639838864-0.24207717871254175j),(-0.2138506595804861-0.7168620395446083j),(1.7408582281170126+1.6459056153961775j),(2.5421075751785365+0.2291234660954391j),(1.6677636317703604+1.8017368791639314j),(0.14617804957749936+2.8186425775043125j),(-3.114877711961074-3.1732423044169584j),(8.109665878415052+21.365219032395697j),0.00430978487699162
I235,242,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(2.277348724749335-3.895316263890834e-26j),(3.148390067384793+1.4294159602604734e-26j),(1.5995065817621408-1.1321731711731961e-26j),(2.04312769244204+1.9497486133442528e-26j),(3.1280582312603045+2.2452381314581617e-25j),(2.4767423277762957-1.7552394788851817e-26j),(6.070889866905551-1.721855646751441e-25j),(4.528256250875616+8.964521682791733e-26j),(3.1185540892869206-4.1305864639602065e-26j),(24.45466268068967-2.766253507528398e-25j),0.024260724232078344
I236,243,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(2.3202971865395914-0.5199748426087341j),(-0.6426651659157137+0.45828276968948j),(0.7287016872609534+0.5592828941457011j),(1.2529158223744585+0.3595130864780566j),(2.3103407722871276-3.414304138255175j),(2.619681635979024-2.5606037314799823j),(2.1017509536432177-1.7461184003448638j),(-1.8531661231008623-0.047282677640852255j),(2.422739937762966+1.131499007925176j),(-0.3016698000788236+0.7846076973908888j),0.07539180283347109
I237,244,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(2.3202971865395914+0.5199748426087341j),(-0.6426651659157137-0.45828276968948j),(0.7287016872609534-0.5592828941457011j),(1.2529158223744585-0.3595130864780566j),(2.3103407722871276+3.414304138255175j),(2.619681635979024+2.5606037314799823j),(2.1017509536432177+1.7461184003448638j),(-1.8531661231008623+0.047282677640852255j),(2.422739937762966-1.131499007925176j),(-0.3016698000788236-0.7846076973908888j),0.07539180283347109
I238,245,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(2.340049803689016+2.7905376743209976e-29j),(3.3137490191912753+2.3332256090262485e-29j),(1.6068215144030829+5.948966486618845e-29j),(0.5832750683381791+2.9439765129903287e-30j),(2.9074576500131073-3.66719653690452e-29j),(2.597866867916016-6.542101524414687e-29j),(4.0342427746086225+9.260343268989199e-29j),(4.8993418143928-1.0310038410860554e-28j),(11.005836232103462+2.8194307551424657e-28j),(37.84379859486014+1.3920804871620675e-27j),0.03963638251209584
I239,246,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(2.470134950559001+3.3775451999384885e-23j),(-0.4323467691366808+5.849233218258275e-24j),(-2.3106869084431656-1.4073871772543577e-23j),(-3.688337895673504-1.1370259910266261e-22j),(77.32494408583396+1.0674402007667015e-20j),(1.9927195657129744-4.57537676998517e-24j),(8.971385223626005+9.059811314495065e-22j),(59.96728782097837+6.967201948999013e-21j),(31.276171323630386+2.9432743383004477e-21j),(6.2954163795753+4.970665124583979e-22j),0.0016551220736327307
I240,247,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(2.5530339313579176-1.700157028866609e-28j),(3.266495865864431+1.982432106723691e-27j),(1.742819719044743+2.8427095757704924e-27j),(2.7066581599161674-9.770781868260876e-28j),(6.85741207145162+1.77574853061753e-26j),(2.8381856139408317-7.64894371171959e-27j),(10.158911460994805-2.882810214513868e-26j),(4.654342168205369-2.1937445575642578e-27j),(0.41965547139795234-1.0678806700470524e-26j),(56.99795375553268+1.3555789945425973e-26j),0.013064504113534147
I241,248,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(3.495238739167208+1.2125506182565293e-18j),(0.4110581298960181+1.1541903377039224e-18j),(0.5625869678738142+1.1122296236535182e-18j),(2.6802660258293143+1.2781485482232162e-18j),(21.478423472935326-6.551127020086712e-18j),(12.446613754442756+4.369296615642824e-18j),(-1.7246625502425985-1.5306967420949974e-17j),(14.551538565977708+2.540095655593282e-17j),(9.583650656179433+2.2482048127598315e-17j),(4.996292048536525+5.441444106630923e-18j),0.03754849040936253
I242,249,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(3.9304902203366363-0.31113360620249964j),(1.042149134775658-1.5319256521088445j),(-1.217368617261217+2.0000890127896507j),(-0.2855399976116919+0.5304514059788628j),(16.855837401576153-20.252850489852j),(13.816126174694174-3.0575238911674365j),(7.039186753255642+5.854901222592929j),(1.9440997168258578-4.471894403376432j),(-2.988077145719523-3.7893005339384054j),(-1.715119425095229-6.372802429063092j),0.02027581449148997
I243,250,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(3.9304902203366363+0.31113360620249964j),(1.042149134775658+1.5319256521088445j),(-1.217368617261217-2.0000890127896507j),(-0.2855399976116919-0.5304514059788628j),(16.855837401576153+20.252850489852j),(13.816126174694174+3.0575238911674365j),(7.039186753255642-5.854901222592929j),(1.9440997168258578+4.471894403376432j),(-2.988077145719523+3.7893005339384054j),(-1.715119425095229+6.372802429063092j),0.02027581449148997
I244,251,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(4.053286233461544-0.662546218401935j),(-0.5499977295385836-0.48923857565020773j),(0.20664338181841757-0.12435180542873454j),(0.5485525745038511-0.5165924468032235j),(13.722997514588359-3.3539214098023695j),(13.96828435891629-5.247407974137773j),(11.402490050966973-1.7162034238481176j),(-2.6498143006048918+0.3616213038399222j),(1.3336049950824744-2.8815485411257304j),(-0.8363353954940551+0.1759252545027885j),0.02037495796326593
I245,252,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(4.053286233461544+0.662546218401935j),(-0.5499977295385836+0.48923857565020773j),(0.20664338181841757+0.12435180542873454j),(0.5485525745038511+0.5165924468032235j),(13.722997514588359+3.3539214098023695j),(13.96828435891629+5.247407974137773j),(11.402490050966973+1.7162034238481176j),(-2.6498143006048918-0.3616213038399222j),(1.3336049950824744+2.8815485411257304j),(-0.8363353954940551-0.1759252545027885j),0.02037495796326593
