theta,A0,A_floor,bound
1.644427405,5.644640641e-02,5.644640641e-02,0
1.647495366,5.643497228e-02,5.643497228e-02,0
1.650563328,5.642356371e-02,5.642356371e-02,0
1.653631289,5.641218332e-02,5.641218332e-02,0
1.656699251,5.640083374e-02,5.640083374e-02,0
1.659767212,5.638951757e-02,5.638951757e-02,0
1.662835174,5.637823741e-02,5.637823741e-02,0
1.665903136,5.636699582e-02,5.636699582e-02,0
1.668971097,5.635579537e-02,5.635579537e-02,0
1.672039059,5.634463860e-02,5.634463860e-02,0
1.675107020,5.633352804e-02,5.633352804e-02,0
1.678174982,5.632246618e-02,5.632246618e-02,0
1.681242944,5.631145553e-02,5.631145553e-02,0
1.684310905,5.630049856e-02,5.630049856e-02,0
1.687378867,5.628959772e-02,5.628959772e-02,0
1.690446828,5.627875546e-02,5.627875546e-02,0
1.693514790,5.626797419e-02,5.626797419e-02,0
1.696582751,5.625725632e-02,5.625725632e-02,0
1.699650713,5.624660422e-02,5.624660422e-02,0
1.702718675,5.623602027e-02,5.623602027e-02,0
1.705786636,5.622550681e-02,5.622550681e-02,0
1.708854598,5.621506617e-02,5.621506617e-02,0
1.711922559,5.620470064e-02,5.620470064e-02,0
1.714990521,5.619441252e-02,5.619441252e-02,0
1.718058482,5.618420407e-02,5.618420407e-02,0
1.721126444,5.617407753e-02,5.617407753e-02,0
1.724194406,5.616403513e-02,5.616403513e-02,0
1.727262367,5.615407907e-02,5.615407907e-02,0
1.730330329,5.614421153e-02,5.614421153e-02,0
1.733398290,5.613443467e-02,5.613443467e-02,0
1.736466252,5.612475063e-02,5.612475063e-02,0
1.739534213,5.611516153e-02,5.611516153e-02,0
1.742602175,5.610566945e-02,5.610566945e-02,0
1.745670137,5.609627647e-02,5.609627647e-02,0
1.748738098,5.608698463e-02,5.608698463e-02,0
1.751806060,5.607779596e-02,5.607779596e-02,0
1.754874021,5.606871246e-02,5.606871246e-02,0
1.757941983,5.605973610e-02,5.605973610e-02,0
1.761009944,5.605086885e-02,5.605086885e-02,0
1.764077906,5.604211262e-02,5.604211262e-02,0
1.767145868,5.603346932e-02,5.603346932e-02,0
1.770213829,5.602494084e-02,5.602494084e-02,0
1.773281791,5.601652902e-02,5.601652902e-02,0
1.776349752,5.600823571e-02,5.600823571e-02,0
1.779417714,5.600006269e-02,5.600006269e-02,0
1.782485676,5.599201176e-02,5.599201176e-02,0
1.785553637,5.598408467e-02,5.598408467e-02,0
1.788621599,5.597628313e-02,5.597628313e-02,0
1.791689560,5.596860887e-02,5.596860887e-02,0
1.794757522,5.596106354e-02,5.596106354e-02,0
1.797825483,5.595364881e-02,5.595364881e-02,0
1.800893445,5.594636629e-02,5.594636629e-02,0
1.803961407,5.593921757e-02,5.593921757e-02,0
1.807029368,5.593220422e-02,5.593220422e-02,0
1.810097330,5.592532779e-02,5.592532779e-02,0
1.813165291,5.591858979e-02,5.591858979e-02,0
1.816233253,5.591199169e-02,5.591199169e-02,0
1.819301214,5.590553497e-02,5.590553497e-02,0
1.822369176,5.589922104e-02,5.589922104e-02,0
1.825437138,5.589305131e-02,5.589305131e-02,0
1.828505099,5.588702715e-02,5.588702715e-02,0
1.831573061,5.588114989e-02,5.588114989e-02,0
1.834641022,5.587542087e-02,5.587542087e-02,0
1.837708984,5.586984136e-02,5.586984136e-02,0
1.840776945,5.586441261e-02,5.586441261e-02,0
1.843844907,5.585913586e-02,5.585913586e-02,0
1.846912869,5.585401230e-02,5.585401230e-02,0
1.849980830,5.584904310e-02,5.584904310e-02,0
1.853048792,5.584422939e-02,5.584422939e-02,0
1.856116753,5.583957228e-02,5.583957228e-02,0
1.859184715,5.583507286e-02,5.583507286e-02,0
1.862252676,5.583073217e-02,5.583073217e-02,0
1.865320638,5.582655121e-02,5.582655121e-02,0
1.868388600,5.582253099e-02,5.582253099e-02,0
1.871456561,5.581867246e-02,5.581867246e-02,0
1.874524523,5.581497653e-02,5.581497653e-02,0
1.877592484,5.581144412e-02,5.581144412e-02,0
1.880660446,5.580807606e-02,5.580807606e-02,0
1.883728408,5.580487321e-02,5.580487321e-02,0
1.886796369,5.580183635e-02,5.580183635e-02,0
1.889864331,5.579896627e-02,5.579896627e-02,0
1.892932292,5.579626368e-02,5.579626368e-02,0
1.896000254,5.579372931e-02,5.579372931e-02,0
1.899068215,5.579136383e-02,5.579136383e-02,0
1.902136177,5.578916787e-02,5.578916787e-02,0
1.905204139,5.578714205e-02,5.578714205e-02,0
1.908272100,5.578528695e-02,5.578528695e-02,0
1.911340062,5.578360311e-02,5.578360311e-02,0
1.914408023,5.578209105e-02,5.578209105e-02,0
1.917475985,5.578075125e-02,5.578075125e-02,0
1.920543946,5.577958417e-02,5.577958417e-02,0
1.923611908,5.577859021e-02,5.577859021e-02,0
1.926679870,5.577776977e-02,5.577776977e-02,0
1.929747831,5.577712320e-02,5.577712320e-02,0
1.932815793,5.577665081e-02,5.577665081e-02,0
1.935883754,5.577635291e-02,5.577635291e-02,0
1.938951716,5.577622974e-02,5.577622974e-02,0
1.942019677,5.577628153e-02,5.577628153e-02,0
1.945087639,5.577650847e-02,5.577650847e-02,0
1.948155601,5.577691072e-02,5.577691072e-02,0
1.951223562,5.577748841e-02,5.577748841e-02,0
1.954291524,5.577824162e-02,5.577824162e-02,0
1.957359485,5.577917042e-02,5.577917042e-02,0
1.960427447,5.578027484e-02,5.578027484e-02,0
1.963495408,5.578155487e-02,5.578155487e-02,0
1.966563370,5.578301047e-02,5.578301047e-02,0
1.969631332,5.578464159e-02,5.578464159e-02,0
1.972699293,5.578644810e-02,5.578644810e-02,0
1.975767255,5.578842989e-02,5.578842989e-02,0
1.978835216,5.579058678e-02,5.579058678e-02,0
1.981903178,5.579291857e-02,5.579291857e-02,0
1.984971140,5.579542504e-02,5.579542504e-02,0
1.988039101,5.579810591e-02,5.579810591e-02,0
1.991107063,5.580096088e-02,5.580096088e-02,0
1.994175024,5.580398964e-02,5.580398964e-02,0
1.997242986,5.580719182e-02,5.580719182e-02,0
2.000310947,5.581056702e-02,5.581056702e-02,0
2.003378909,5.581411482e-02,5.581411482e-02,0
2.006446871,5.581783477e-02,5.581783477e-02,0
2.009514832,5.582172636e-02,5.582172636e-02,0
2.012582794,5.582578908e-02,5.582578908e-02,0
2.015650755,5.583002237e-02,5.583002237e-02,0
2.018718717,5.583442565e-02,5.583442565e-02,0
2.021786678,5.583899830e-02,5.583899830e-02,0
2.024854640,5.584373967e-02,5.584373967e-02,0
2.027922602,5.584864908e-02,5.584864908e-02,0
2.030990563,5.585372581e-02,5.585372581e-02,0
2.034058525,5.585896913e-02,5.585896913e-02,0
2.037126486,5.586437826e-02,5.586437826e-02,0
2.040194448,5.586995239e-02,5.586995239e-02,0
2.043262409,5.587569068e-02,5.587569068e-02,0
2.046330371,5.588159227e-02,5.588159227e-02,0
2.049398333,5.588765625e-02,5.588765625e-02,0
2.052466294,5.589388170e-02,5.589388170e-02,0
2.055534256,5.590026766e-02,5.590026766e-02,0
2.058602217,5.590681314e-02,5.590681314e-02,0
2.061670179,5.591351710e-02,5.591351710e-02,0
2.064738140,5.592037851e-02,5.592037851e-02,0
2.067806102,5.592739629e-02,5.592739629e-02,0
2.070874064,5.593456931e-02,5.593456931e-02,0
2.073942025,5.594189644e-02,5.594189644e-02,0
2.077009987,5.594937652e-02,5.594937652e-02,0
2.080077948,5.595700833e-02,5.595700833e-02,0
2.083145910,5.596479065e-02,5.596479065e-02,0
2.086213872,5.597272223e-02,5.597272223e-02,0
2.089281833,5.598080177e-02,5.598080177e-02,0
2.092349795,5.598902796e-02,5.598902796e-02,0
2.095417756,5.599739945e-02,5.599739945e-02,0
2.098485718,5.600591488e-02,5.600591488e-02,0
2.101553679,5.601457284e-02,5.601457284e-02,0
2.104621641,5.602337190e-02,5.602337190e-02,0
2.107689603,5.603231061e-02,5.603231061e-02,0
2.110757564,5.604138748e-02,5.604138748e-02,0
2.113825526,5.605060100e-02,5.605060100e-02,0
2.116893487,5.605994964e-02,5.605994964e-02,0
2.119961449,5.606943181e-02,5.606943181e-02,0
2.123029410,5.607904595e-02,5.607904595e-02,0
2.126097372,5.608879041e-02,5.608879041e-02,0
2.129165334,5.609866356e-02,5.609866356e-02,0
2.132233295,5.610866373e-02,5.610866373e-02,0
2.135301257,5.611878921e-02,5.611878921e-02,0
2.138369218,5.612903829e-02,5.612903829e-02,0
2.141437180,5.613940921e-02,5.613940921e-02,0
2.144505141,5.614990020e-02,5.614990020e-02,0
2.147573103,5.616050947e-02,5.616050947e-02,0
2.150641065,5.617123517e-02,5.617123517e-02,0
2.153709026,5.618207548e-02,5.618207548e-02,0
2.156776988,5.619302851e-02,5.619302851e-02,0
2.159844949,5.620409236e-02,5.620409236e-02,0
2.162912911,5.621526512e-02,5.621526512e-02,0
2.165980872,5.622654484e-02,5.622654484e-02,0
2.169048834,5.623792954e-02,5.623792954e-02,0
2.172116796,5.624941725e-02,5.624941725e-02,0
2.175184757,5.626100594e-02,5.626100594e-02,0
2.178252719,5.627269357e-02,5.627269357e-02,0
2.181320680,5.628447809e-02,5.628447809e-02,0
2.184388642,5.629635742e-02,5.629635742e-02,0
2.187456604,5.630832944e-02,5.630832944e-02,0
2.190524565,5.632039204e-02,5.632039204e-02,0
2.193592527,5.633254307e-02,5.633254307e-02,0
2.196660488,5.634478035e-02,5.634478035e-02,0
2.199728450,5.635710170e-02,5.635710170e-02,0
2.202796411,5.636950492e-02,5.636950492e-02,0
2.205864373,5.638198776e-02,5.638198776e-02,0
2.208932335,5.639454798e-02,5.639454798e-02,0
2.212000296,5.640718331e-02,5.640718331e-02,0
2.215068258,5.641989146e-02,5.641989146e-02,0
2.218136219,5.643267012e-02,5.643267012e-02,0
2.221204181,5.644551696e-02,5.644551696e-02,0
2.224272142,5.645842963e-02,5.645842963e-02,0
2.227340104,5.647140578e-02,5.647140578e-02,0
2.230408066,5.648444301e-02,5.648444301e-02,0
2.233476027,5.649753892e-02,5.649753892e-02,0
2.236543989,5.651069110e-02,5.651069110e-02,0
2.239611950,5.652389711e-02,5.652389711e-02,0
2.242679912,5.653715449e-02,5.653715449e-02,0
2.245747873,5.655046077e-02,5.655046077e-02,0
2.248815835,5.656381347e-02,5.656381347e-02,0
2.251883797,5.657721008e-02,5.657721008e-02,0
2.254951758,5.659064809e-02,5.659064809e-02,0
2.258019720,5.660412495e-02,5.660412495e-02,0
2.261087681,5.661763812e-02,5.661763812e-02,0
2.264155643,5.663118504e-02,5.663118504e-02,0
2.267223604,5.664476311e-02,5.664476311e-02,0
2.270291566,5.665836975e-02,5.665836975e-02,0
2.273359528,5.667200234e-02,5.667200234e-02,0
2.276427489,5.668565826e-02,5.668565826e-02,0
2.279495451,5.669933488e-02,5.669933488e-02,0
2.282563412,5.671302954e-02,5.671302954e-02,0
2.285631374,5.672673957e-02,5.672673957e-02,0
2.288699336,5.674046231e-02,5.674046231e-02,0
2.291767297,5.675419506e-02,5.675419506e-02,0
2.294835259,5.676793512e-02,5.676793512e-02,0
2.297903220,5.678167977e-02,5.678167977e-02,0
2.300971182,5.679542629e-02,5.679542629e-02,0
2.304039143,5.680917194e-02,5.680917194e-02,0
2.307107105,5.682291397e-02,5.682291397e-02,0
2.310175067,5.683664963e-02,5.683664963e-02,0
2.313243028,5.685037613e-02,5.685037613e-02,0
2.316310990,5.686409070e-02,5.686409070e-02,0
2.319378951,5.687779056e-02,5.687779056e-02,0
2.322446913,5.689147289e-02,5.689147289e-02,0
2.325514874,5.690513488e-02,5.690513488e-02,0
2.328582836,5.691877373e-02,5.691877373e-02,0
2.331650798,5.693238659e-02,5.693238659e-02,0
2.334718759,5.694597063e-02,5.694597063e-02,0
2.337786721,5.695952301e-02,5.695952301e-02,0
2.340854682,5.697304087e-02,5.697304087e-02,0
2.343922644,5.698652135e-02,5.698652135e-02,0
2.346990605,5.699996158e-02,5.699996158e-02,0
2.350058567,5.701335867e-02,5.701335867e-02,0
2.353126529,5.702670976e-02,5.702670976e-02,0
2.356194490,5.704001194e-02,5.704001194e-02,0
2.359262452,5.705326232e-02,5.705326232e-02,0
2.362330413,5.706645799e-02,5.706645799e-02,0
2.365398375,5.707959605e-02,5.707959605e-02,0
2.368466336,5.709267357e-02,5.709267357e-02,0
2.371534298,5.710568765e-02,5.710568765e-02,0
2.374602260,5.711863534e-02,5.711863534e-02,0
2.377670221,5.713151373e-02,5.713151373e-02,0
2.380738183,5.714431986e-02,5.714431986e-02,0
2.383806144,5.715705082e-02,5.715705082e-02,0
2.386874106,5.716970363e-02,5.716970363e-02,0
2.389942068,5.718227537e-02,5.718227537e-02,0
2.393010029,5.719476308e-02,5.719476308e-02,0
2.396077991,5.720716380e-02,5.720716380e-02,0
2.399145952,5.721947457e-02,5.721947457e-02,0
2.402213914,5.723169244e-02,5.723169244e-02,0
2.405281875,5.724381443e-02,5.724381443e-02,0
2.408349837,5.725583758e-02,5.725583758e-02,0
2.411417799,5.726775892e-02,5.726775892e-02,0
2.414485760,5.727957549e-02,5.727957549e-02,0
2.417553722,5.729128430e-02,5.729128430e-02,0
2.420621683,5.730288239e-02,5.730288239e-02,0
2.423689645,5.731436678e-02,5.731436678e-02,0
2.426757606,5.732573449e-02,5.732573449e-02,0
2.429825568,5.733698256e-02,5.733698256e-02,0
2.432893530,5.734810799e-02,5.734810799e-02,0
2.435961491,5.735910782e-02,5.735910782e-02,0
2.439029453,5.736997907e-02,5.736997907e-02,0
2.442097414,5.738071875e-02,5.738071875e-02,0
2.445165376,5.739132391e-02,5.739132391e-02,0
2.448233337,5.740179155e-02,5.740179155e-02,0
2.451301299,5.741211871e-02,5.741211871e-02,0
2.454369261,5.742230241e-02,5.742230241e-02,0
2.457437222,5.743233968e-02,5.743233968e-02,0
2.460505184,5.744222756e-02,5.744222756e-02,0
2.463573145,5.745196306e-02,5.745196306e-02,0
2.466641107,5.746154324e-02,5.746154324e-02,0
2.469709068,5.747096511e-02,5.747096511e-02,0
2.472777030,5.748022574e-02,5.748022574e-02,0
2.475844992,5.748932214e-02,5.748932214e-02,0
2.478912953,5.749825138e-02,5.749825138e-02,0
2.481980915,5.750701049e-02,5.750701049e-02,0
2.485048876,5.751559654e-02,5.751559654e-02,0
2.488116838,5.752400657e-02,5.752400657e-02,0
2.491184800,5.753223764e-02,5.753223764e-02,0
2.494252761,5.754028682e-02,5.754028682e-02,0
2.497320723,5.754815118e-02,5.754815118e-02,0
2.500388684,5.755582778e-02,5.755582778e-02,0
2.503456646,5.756331371e-02,5.756331371e-02,0
2.506524607,5.757060605e-02,5.757060605e-02,0
2.509592569,5.757770187e-02,5.757770187e-02,0
2.512660531,5.758459828e-02,5.758459828e-02,0
2.515728492,5.759129238e-02,5.759129238e-02,0
2.518796454,5.759778125e-02,5.759778125e-02,0
2.521864415,5.760406203e-02,5.760406203e-02,0
2.524932377,5.761013181e-02,5.761013181e-02,0
2.528000338,5.761598772e-02,5.761598772e-02,0
2.531068300,5.762162689e-02,5.762162689e-02,0
2.534136262,5.762704646e-02,5.762704646e-02,0
2.537204223,5.763224356e-02,5.763224356e-02,0
2.540272185,5.763721535e-02,5.763721535e-02,0
2.543340146,5.764195897e-02,5.764195897e-02,0
2.546408108,5.764647160e-02,5.764647160e-02,0
2.549476069,5.765075040e-02,5.765075040e-02,0
2.552544031,5.765479256e-02,5.765479256e-02,0
2.555611993,5.765859525e-02,5.765859525e-02,0
2.558679954,5.766215567e-02,5.766215567e-02,0
2.561747916,5.766547104e-02,5.766547104e-02,0
2.564815877,5.766853854e-02,5.766853854e-02,0
2.567883839,5.767135542e-02,5.767135542e-02,0
2.570951800,5.767391888e-02,5.767391888e-02,0
2.574019762,5.767622618e-02,5.767622618e-02,0
2.577087724,5.767827456e-02,5.767827456e-02,0
2.580155685,5.768006128e-02,5.768006128e-02,0
2.583223647,5.768158359e-02,5.768158359e-02,0
2.586291608,5.768283878e-02,5.768283878e-02,0
2.589359570,5.768382413e-02,5.768382413e-02,0
2.592427532,5.768453694e-02,5.768453694e-02,0
2.595495493,5.768497450e-02,5.768497450e-02,0
2.598563455,5.768513414e-02,5.768513414e-02,0
2.601631416,5.768501317e-02,5.768501317e-02,0
2.604699378,5.768460894e-02,5.768460894e-02,0
2.607767339,5.768391879e-02,5.768391879e-02,0
2.610835301,5.768294008e-02,5.768294008e-02,0
2.613903263,5.768167017e-02,5.768167017e-02,0
2.616971224,5.768010645e-02,5.768010645e-02,0
2.620039186,5.767824631e-02,5.767824631e-02,0
2.623107147,5.767608714e-02,5.767608714e-02,0
2.626175109,5.767362636e-02,5.767362636e-02,0
2.629243070,5.767086140e-02,5.767086140e-02,0
2.632311032,5.766778969e-02,5.766778969e-02,0
2.635378994,5.766440869e-02,5.766440869e-02,0
2.638446955,5.766071584e-02,5.766071584e-02,0
2.641514917,5.765670863e-02,5.765670863e-02,0
2.644582878,5.765238454e-02,5.765238454e-02,0
2.647650840,5.764774107e-02,5.764774107e-02,0
2.650718801,5.764277573e-02,5.764277573e-02,0
2.653786763,5.763748603e-02,5.763748603e-02,0
2.656854725,5.763186953e-02,5.763186953e-02,0
2.659922686,5.762592376e-02,5.762592376e-02,0
2.662990648,5.761964629e-02,5.761964629e-02,0
2.666058609,5.761303469e-02,5.761303469e-02,0
2.669126571,5.760608655e-02,5.760608655e-02,0
2.672194532,5.759879948e-02,5.759879948e-02,0
2.675262494,5.759117108e-02,5.759117108e-02,0
2.678330456,5.758319899e-02,5.758319899e-02,0
2.681398417,5.757488085e-02,5.757488085e-02,0
2.684466379,5.756621432e-02,5.756621432e-02,0
2.687534340,5.755719706e-02,5.755719706e-02,0
2.690602302,5.754782677e-02,5.754782677e-02,0
2.693670264,5.753810113e-02,5.753810113e-02,0
2.696738225,5.752801787e-02,5.752801787e-02,0
2.699806187,5.751757471e-02,5.751757471e-02,0
2.702874148,5.750676940e-02,5.750676940e-02,0
2.705942110,5.749559968e-02,5.749559968e-02,0
2.709010071,5.748406334e-02,5.748406334e-02,0
2.712078033,5.747215815e-02,5.747215815e-02,0
2.715145995,5.745988192e-02,5.745988192e-02,0
2.718213956,5.744723247e-02,5.744723247e-02,0
2.721281918,5.743420762e-02,5.743420762e-02,0
2.724349879,5.742080523e-02,5.742080523e-02,0
2.727417841,5.740702315e-02,5.740702315e-02,0
2.730485802,5.739285926e-02,5.739285926e-02,0
2.733553764,5.737831146e-02,5.737831146e-02,0
2.736621726,5.736337765e-02,5.736337765e-02,0
2.739689687,5.734805576e-02,5.734805576e-02,0
2.742757649,5.733234372e-02,5.733234372e-02,0
2.745825610,5.731623950e-02,5.731623950e-02,0
2.748893572,5.729974106e-02,5.729974106e-02,0
2.751961533,5.728284639e-02,5.728284639e-02,0
2.755029495,5.726555349e-02,5.726555349e-02,0
2.758097457,5.724786039e-02,5.724786039e-02,0
2.761165418,5.722976512e-02,5.722976512e-02,0
2.764233380,5.721126573e-02,5.721126573e-02,0
2.767301341,5.719236029e-02,5.719236029e-02,0
2.770369303,5.717304689e-02,5.717304689e-02,0
2.773437264,5.715332363e-02,5.715332363e-02,0
2.776505226,5.713318862e-02,5.713318862e-02,0
2.779573188,5.711264000e-02,5.711264000e-02,0
2.782641149,5.709167593e-02,5.709167593e-02,0
2.785709111,5.707029457e-02,5.707029457e-02,0
2.788777072,5.704849411e-02,5.704849411e-02,0
2.791845034,5.702627274e-02,5.702627274e-02,0
2.794912996,5.700362870e-02,5.700362870e-02,0
2.797980957,5.698056022e-02,5.698056022e-02,0
2.801048919,5.695706554e-02,5.695706554e-02,0
2.804116880,5.693314295e-02,5.693314295e-02,0
2.807184842,5.690879073e-02,5.690879073e-02,0
2.810252803,5.688400719e-02,5.688400719e-02,0
2.813320765,5.685879065e-02,5.685879065e-02,0
2.816388727,5.683313945e-02,5.683313945e-02,0
2.819456688,5.680705195e-02,5.680705195e-02,0
2.822524650,5.678052653e-02,5.678052653e-02,0
2.825592611,5.675356158e-02,5.675356158e-02,0
2.828660573,5.672615551e-02,5.672615551e-02,0
2.831728534,5.669830676e-02,5.669830676e-02,0
2.834796496,5.667001376e-02,5.667001376e-02,0
2.837864458,5.664127499e-02,5.664127499e-02,0
2.840932419,5.661208894e-02,5.661208894e-02,0
2.844000381,5.658245409e-02,5.658245409e-02,0
2.847068342,5.655236898e-02,5.655236898e-02,0
2.850136304,5.652183213e-02,5.652183213e-02,0
2.853204265,5.649084211e-02,5.649084211e-02,0
2.856272227,5.645939749e-02,5.645939749e-02,0
2.859340189,5.642749686e-02,5.642749686e-02,0
2.862408150,5.639513884e-02,5.639513884e-02,0
2.865476112,5.636232204e-02,5.636232204e-02,0
2.868544073,5.632904513e-02,5.632904513e-02,0
2.871612035,5.629530677e-02,5.629530677e-02,0
2.874679996,5.626110564e-02,5.626110564e-02,0
2.877747958,5.622644045e-02,5.622644045e-02,0
2.880815920,5.619130992e-02,5.619130992e-02,0
2.883883881,5.615571279e-02,5.615571279e-02,0
2.886951843,5.611964782e-02,5.611964782e-02,0
2.890019804,5.608311378e-02,5.608311378e-02,0
2.893087766,5.604610949e-02,5.604610949e-02,0
2.896155728,5.600863375e-02,5.600863375e-02,0
2.899223689,5.597068540e-02,5.597068540e-02,0
2.902291651,5.593226329e-02,5.593226329e-02,0
2.905359612,5.589336630e-02,5.589336630e-02,0
2.908427574,5.585399332e-02,5.585399332e-02,0
2.911495535,5.581414326e-02,5.581414326e-02,0
2.914563497,5.577381506e-02,5.577381506e-02,0
2.917631459,5.573300765e-02,5.573300765e-02,0
2.920699420,5.569172002e-02,5.569172002e-02,0
2.923767382,5.564995115e-02,5.564995115e-02,0
2.926835343,5.560770005e-02,5.560770005e-02,0
2.929903305,5.556496574e-02,5.556496574e-02,0
2.932971266,5.552174727e-02,5.552174727e-02,0
2.936039228,5.547804372e-02,5.547804372e-02,0
2.939107190,5.543385415e-02,5.543385415e-02,0
2.942175151,5.538917769e-02,5.538917769e-02,0
2.945243113,5.534401344e-02,5.534401344e-02,0
2.948311074,5.529836057e-02,5.529836057e-02,0
2.951379036,5.525221823e-02,5.525221823e-02,0
2.954446997,5.520558560e-02,5.520558560e-02,0
2.957514959,5.515846188e-02,5.515846188e-02,0
2.960582921,5.511084631e-02,5.511084631e-02,0
2.963650882,5.506273812e-02,5.506273812e-02,0
2.966718844,5.501413657e-02,5.501413657e-02,0
2.969786805,5.496504095e-02,5.496504095e-02,0
2.972854767,5.491545056e-02,5.491545056e-02,0
2.975922728,5.486536471e-02,5.486536471e-02,0
2.978990690,5.481478276e-02,5.481478276e-02,0
2.982058652,5.476370406e-02,5.476370406e-02,0
2.985126613,5.471212800e-02,5.471212800e-02,0
2.988194575,5.466005397e-02,5.466005397e-02,0
2.991262536,5.460748140e-02,5.460748140e-02,0
2.994330498,5.455440972e-02,5.455440972e-02,0
2.997398460,5.450083841e-02,5.450083841e-02,0
3.000466421,5.444676694e-02,5.444676694e-02,0
3.003534383,5.439219481e-02,5.439219481e-02,0
3.006602344,5.433712154e-02,5.433712154e-02,0
3.009670306,5.428154669e-02,5.428154669e-02,0
3.012738267,5.422546980e-02,5.422546980e-02,0
3.015806229,5.416889047e-02,5.416889047e-02,0
3.018874191,5.411180829e-02,5.411180829e-02,0
3.021942152,5.405422289e-02,5.405422289e-02,0
3.025010114,5.399613391e-02,5.399613391e-02,0
3.028078075,5.393754102e-02,5.393754102e-02,0
3.031146037,5.387844390e-02,5.387844390e-02,0
3.034213998,5.381884226e-02,5.381884226e-02,0
3.037281960,5.375873581e-02,5.375873581e-02,0
3.040349922,5.369812431e-02,5.369812431e-02,0
3.043417883,5.363700753e-02,5.363700753e-02,0
3.046485845,5.357538524e-02,5.357538524e-02,0
3.049553806,5.351325725e-02,5.351325725e-02,0
3.052621768,5.345062340e-02,5.345062340e-02,0
3.055689729,5.338748353e-02,5.338748353e-02,0
3.058757691,5.332383752e-02,5.332383752e-02,0
3.061825653,5.325968524e-02,5.325968524e-02,0
3.064893614,5.319502661e-02,5.319502661e-02,0
3.067961576,5.312986157e-02,5.312986157e-02,0
3.071029537,5.306419006e-02,5.306419006e-02,0
3.074097499,5.299801205e-02,5.299801205e-02,0
3.077165460,5.293132755e-02,5.293132755e-02,0
3.080233422,5.286413655e-02,5.286413655e-02,0
3.083301384,5.279643911e-02,5.279643911e-02,0
3.086369345,5.272823527e-02,5.272823527e-02,0
3.089437307,5.265952511e-02,5.265952511e-02,0
3.092505268,5.259030873e-02,5.259030873e-02,0
3.095573230,5.252058625e-02,5.252058625e-02,0
3.098641192,5.245035780e-02,5.245035780e-02,0
3.101709153,5.237962356e-02,5.237962356e-02,0
3.104777115,5.230838369e-02,5.230838369e-02,0
3.107845076,5.223663840e-02,5.223663840e-02,0
3.110913038,5.216438792e-02,5.216438792e-02,0
3.113980999,5.209163249e-02,5.209163249e-02,0
3.117048961,5.201837238e-02,5.201837238e-02,0
3.120116923,5.194460787e-02,5.194460787e-02,0
3.123184884,5.187033927e-02,5.187033927e-02,0
3.126252846,5.179556692e-02,5.179556692e-02,0
3.129320807,5.172029116e-02,5.172029116e-02,0
3.132388769,5.164451236e-02,5.164451236e-02,0
3.135456730,5.156823092e-02,5.156823092e-02,0
3.138524692,5.149144726e-02,5.149144726e-02,0
3.141592654,5.141416181e-02,5.141416181e-02,0
3.144660615,5.133637503e-02,5.133637503e-02,0
3.147728577,5.125808739e-02,5.125808739e-02,0
3.150796538,5.117929940e-02,5.117929940e-02,0
3.153864500,5.110001159e-02,5.110001159e-02,0
3.156932461,5.102022449e-02,5.102022449e-02,0
3.160000423,5.093993866e-02,5.093993866e-02,0
3.163068385,5.085915471e-02,5.085915471e-02,0
3.166136346,5.077787322e-02,5.077787322e-02,0
3.169204308,5.069609485e-02,5.069609485e-02,0
3.172272269,5.061382023e-02,5.061382023e-02,0
3.175340231,5.053105004e-02,5.053105004e-02,0
3.178408192,5.044778498e-02,5.044778498e-02,0
3.181476154,5.036402577e-02,5.036402577e-02,0
3.184544116,5.027977314e-02,5.027977314e-02,0
3.187612077,5.019502785e-02,5.019502785e-02,0
3.190680039,5.010979069e-02,5.010979069e-02,0
3.193748000,5.002406247e-02,5.002406247e-02,0
3.196815962,4.993784400e-02,4.993784400e-02,0
3.199883924,4.985113615e-02,4.985113615e-02,0
3.202951885,4.976393978e-02,4.976393978e-02,0
3.206019847,4.967625578e-02,4.967625578e-02,0
3.209087808,4.958808507e-02,4.958808507e-02,0
3.212155770,4.949942859e-02,4.949942859e-02,0
3.215223731,4.941028730e-02,4.941028730e-02,0
3.218291693,4.932066218e-02,4.932066218e-02,0
3.221359655,4.923055424e-02,4.923055424e-02,0
3.224427616,4.913996450e-02,4.913996450e-02,0
3.227495578,4.904889402e-02,4.904889402e-02,0
3.230563539,4.895734386e-02,4.895734386e-02,0
3.233631501,4.886531512e-02,4.886531512e-02,0
3.236699462,4.877280892e-02,4.877280892e-02,0
3.239767424,4.867982640e-02,4.867982640e-02,0
3.242835386,4.858636873e-02,4.858636873e-02,0
3.245903347,4.849243708e-02,4.849243708e-02,0
3.248971309,4.839803267e-02,4.839803267e-02,0
3.252039270,4.830315673e-02,4.830315673e-02,0
3.255107232,4.820781051e-02,4.820781051e-02,0
3.258175193,4.811199529e-02,4.811199529e-02,0
3.261243155,4.801571238e-02,4.801571238e-02,0
3.264311117,4.791896309e-02,4.791896309e-02,0
3.267379078,4.782174877e-02,4.782174877e-02,0
3.270447040,4.772407080e-02,4.772407080e-02,0
3.273515001,4.762593056e-02,4.762593056e-02,0
3.276582963,4.752732948e-02,4.752732948e-02,0
3.279650924,4.742826900e-02,4.742826900e-02,0
3.282718886,4.732875057e-02,4.732875057e-02,0
3.285786848,4.722877569e-02,4.722877569e-02,0
3.288854809,4.712834587e-02,4.712834587e-02,0
