theta_star,baseline_a_final,seesaw_a_final,constraint_hits
2.18,13.752849188167614,13.879536321424306,5000
2.356842105263158,13.752849188167614,13.887526571876958,5000
2.533684210526316,13.752849188167614,13.87944679982415,5000
2.710526315789474,13.752849188167614,13.87030306172974,5000
2.887368421052632,13.752849188167614,13.868387784395866,5000
3.0642105263157897,13.752849188167614,13.868332004075375,5000
3.241052631578947,13.752849188167614,13.868332039547404,5000
3.417894736842105,13.752849188167614,13.868433930411408,5000
3.594736842105263,13.752849188167614,13.870973728252666,5000
3.771578947368421,13.752849188167614,13.880969523949751,5000
3.948421052631579,13.752849188167614,13.887375658361375,5000
4.125263157894737,13.752849188167614,13.87802203614907,5000
4.302105263157895,13.752849188167614,13.869792440232434,5000
4.478947368421053,13.752849188167614,13.868361784613649,5000
4.6557894736842105,13.752849188167614,13.868331998908575,5000
4.832631578947368,13.752849188167614,13.868332181498447,5000
5.009473684210526,13.752849188167614,13.868502686841,5000
5.186315789473684,13.752849188167614,13.871734956792544,5000
5.363157894736842,13.752849188167614,13.882366335371268,5000
5.54,13.752849188167614,13.88694707088825,5000
