theta,N,mean_abs_S,rms_abs_S,mean_abs_S_over_sqrtN,run_id,seed,Ns,max_charge,noise_sigma,n_samples,enforce_zero_sum
2.747,16,3.443,3.902,0.861,20251212_chain_residual_scan__seg2__zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,True
2.747,32,4.619,5.199,0.817,20251212_chain_residual_scan__seg2__zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,True
2.747,64,7.106,7.935,0.888,20251212_chain_residual_scan__seg2__zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,True
2.747,128,10.364,11.702,0.916,20251212_chain_residual_scan__seg2__zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,True
2.747,256,14.93,16.729,0.933,20251212_chain_residual_scan__seg2__zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,True
2.747,512,23.508,26.46,1.039,20251212_chain_residual_scan__seg2__zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,True
2.747,1024,36.436,40.701,1.139,20251212_chain_residual_scan__seg2__zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,True
2.748,16,3.444,3.904,0.861,20251212_chain_residual_scan__seg2__zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,True
2.748,32,4.62,5.2,0.817,20251212_chain_residual_scan__seg2__zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,True
2.748,64,7.111,7.941,0.889,20251212_chain_residual_scan__seg2__zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,True
2.748,128,10.384,11.726,0.918,20251212_chain_residual_scan__seg2__zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,True
2.748,256,14.975,16.783,0.936,20251212_chain_residual_scan__seg2__zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,True
2.748,512,23.637,26.605,1.045,20251212_chain_residual_scan__seg2__zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,True
2.748,1024,36.751,41.042,1.148,20251212_chain_residual_scan__seg2__zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,True
2.749,16,3.445,3.905,0.861,20251212_chain_residual_scan__seg2__zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,True
2.749,32,4.622,5.202,0.817,20251212_chain_residual_scan__seg2__zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,True
2.749,64,7.117,7.949,0.89,20251212_chain_residual_scan__seg2__zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,True
2.749,128,10.404,11.75,0.92,20251212_chain_residual_scan__seg2__zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,True
2.749,256,15.022,16.837,0.939,20251212_chain_residual_scan__seg2__zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,True
2.749,512,23.768,26.752,1.05,20251212_chain_residual_scan__seg2__zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,True
2.749,1024,37.069,41.386,1.158,20251212_chain_residual_scan__seg2__zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,True
2.75,16,3.446,3.906,0.861,20251212_chain_residual_scan__seg2__zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,True
2.75,32,4.623,5.204,0.817,20251212_chain_residual_scan__seg2__zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,True
2.75,64,7.122,7.956,0.89,20251212_chain_residual_scan__seg2__zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,True
2.75,128,10.425,11.774,0.921,20251212_chain_residual_scan__seg2__zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,True
2.75,256,15.069,16.893,0.942,20251212_chain_residual_scan__seg2__zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,True
2.75,512,23.9,26.901,1.056,20251212_chain_residual_scan__seg2__zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,True
2.75,1024,37.391,41.733,1.168,20251212_chain_residual_scan__seg2__zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,True
