ic_index,psi0_real,psi0_imag,r0,ever_on_floor,floor_active_fraction,r_min,r_max,r_final,gamma,eps,h,n_steps
185,0.09061954791011133,0.21468769822819317,0.2330294192456238,True,0.9235,0.04999999999999999,0.2330294192456238,0.05,1.0,0.05,0.01,2000
186,-0.6708532017639892,-0.15507567269137212,0.688543740497056,True,0.87,0.05,0.688543740497056,0.05000000000000001,1.0,0.05,0.01,2000
187,-0.7096501510413962,1.0608948655436772,1.2763625083063248,True,0.839,0.049999999999999996,1.2763625083063248,0.05000000000000001,1.0,0.05,0.01,2000
188,-1.1482038388070264,-1.1296212023743704,1.6107191301728896,True,0.8275,0.049999999999999996,1.6107191301728896,0.05000000000000001,1.0,0.05,0.01,2000
189,-0.3669947262847032,-0.7389746657884804,0.8250870777063355,True,0.861,0.049999999999999996,0.8250870777063355,0.049999999999999996,1.0,0.05,0.01,2000
190,-0.4560785918941327,1.1197692825470198,1.2090868157911583,True,0.842,0.05,1.2090868157911583,0.05,1.0,0.05,0.01,2000
191,-0.6889196387752821,-1.523443928652637,1.6719723898554204,True,0.8255,0.05,1.6719723898554204,0.05,1.0,0.05,0.01,2000
192,-0.5998387563199997,-0.022481798583190875,0.6002599144129642,True,0.8765,0.049999999999999996,0.6002599144129642,0.05,1.0,0.05,0.01,2000
193,0.5660877487685202,0.5319983471039098,0.7768381946242753,True,0.864,0.05,0.7768381946242753,0.05,1.0,0.05,0.01,2000
194,0.37285966581469887,0.4788164841946747,0.6068686480021835,True,0.876,0.04999999999999999,0.6068686480021835,0.04999999999999999,1.0,0.05,0.01,2000
195,-0.17497350519768576,-1.6331438020906957,1.6424903061596492,True,0.8265,0.049999999999999996,1.6424903061596492,0.05000000000000001,1.0,0.05,0.01,2000
196,-1.978698076284689,-0.03707011422765617,1.9790452926756328,True,0.8175,0.05,1.9790452926756328,0.05,1.0,0.05,0.01,2000
197,-0.17841313295110178,1.243559540753865,1.2562927912749446,True,0.84,0.049999999999999996,1.2562927912749446,0.049999999999999996,1.0,0.05,0.01,2000
198,0.40001298035674787,-1.4981428948237585,1.5506264920234012,True,0.8295,0.049999999999999996,1.5506264920234012,0.049999999999999996,1.0,0.05,0.01,2000
199,0.3605560729798895,1.1288935908395026,1.185074436987477,True,0.843,0.049999999999999996,1.185074436987477,0.049999999999999996,1.0,0.05,0.01,2000
200,-0.016619762681866542,0.5310676776675841,0.5313276717571207,True,0.8825,0.049999999999999996,0.5313276717571207,0.05,1.0,0.05,0.01,2000
201,0.12380063165161435,1.000997520307105,1.008624128235247,True,0.851,0.049999999999999996,1.008624128235247,0.05000000000000001,1.0,0.05,0.01,2000
202,-0.8259338377571954,-0.00378026689612998,0.8259424887788103,True,0.8605,0.049999999999999996,0.8259424887788103,0.05000000000000001,1.0,0.05,0.01,2000
203,1.5008466770658102,-0.33953304997735745,1.5387733556591143,True,0.83,0.05,1.5387733556591143,0.05,1.0,0.05,0.01,2000
204,-1.3783109837264194,-0.5277039678016888,1.4758769072976703,True,0.832,0.04999999999999999,1.4758769072976703,0.05,1.0,0.05,0.01,2000
205,-0.019161942263173817,-0.22390707984901742,0.22472552244418406,True,0.9255,0.049999999999999996,0.22472552244418406,0.049999999999999996,1.0,0.05,0.01,2000
206,-1.2617948475557959,0.3192567524516049,1.3015571871048537,True,0.838,0.049999999999999996,1.3015571871048537,0.05000000000000001,1.0,0.05,0.01,2000
207,0.7575263388233916,-0.5354611355206516,0.927666309436878,True,0.855,0.04999999999999999,0.927666309436878,0.05,1.0,0.05,0.01,2000
208,0.8892731067156342,0.6899450181707821,1.1255357774972579,True,0.8455,0.04999999999999999,1.1255357774972579,0.05,1.0,0.05,0.01,2000
209,0.5210924220626856,-1.4481039700594966,1.539006959189344,True,0.83,0.05,1.539006959189344,0.05,1.0,0.05,0.01,2000
210,1.1871017606379095,1.0531959374572522,1.5869569221582813,True,0.828,0.04999999999999999,1.5869569221582813,0.05,1.0,0.05,0.01,2000
211,0.6643195446944774,0.37701610107004313,0.7638465800991288,True,0.8645,0.04999999999999999,0.7638465800991288,0.05,1.0,0.05,0.01,2000
212,0.9065932369164941,-0.7581638379190517,1.1818306572224604,True,0.843,0.049999999999999996,1.1818306572224604,0.049999999999999996,1.0,0.05,0.01,2000
213,0.5132711860182217,-0.3179958482776018,0.6037952218412659,True,0.8765,0.049999999999999996,0.6037952218412659,0.05000000000000001,1.0,0.05,0.01,2000
214,1.0688349885762263,0.6443530776517256,1.2480381089870582,True,0.84,0.049999999999999996,1.2480381089870582,0.049999999999999996,1.0,0.05,0.01,2000
215,0.21656008882076302,-0.40573116253814306,0.45990873912615515,True,0.89,0.049999999999999996,0.45990873912615515,0.049999999999999996,1.0,0.05,0.01,2000
216,0.20714269556080367,-1.2126934807986414,1.2302575237305888,True,0.841,0.05,1.2302575237305888,0.05,1.0,0.05,0.01,2000
217,-0.27387518027107854,0.15604125451923123,0.3152086411893736,True,0.9085,0.05,0.3152086411893736,0.05,1.0,0.05,0.01,2000
218,0.1305033555297354,-0.5588128749788364,0.5738492441805889,True,0.879,0.049999999999999996,0.5738492441805889,0.049999999999999996,1.0,0.05,0.01,2000
219,0.5701067339865957,0.34004387345314746,0.6638158811070154,True,0.8715,0.04999999999999999,0.6638158811070154,0.049999999999999996,1.0,0.05,0.01,2000
220,-0.9347425157354762,-0.6954018369024408,1.1650438985251912,True,0.8435,0.049999999999999996,1.1650438985251912,0.049999999999999996,1.0,0.05,0.01,2000
221,-0.07103116503442289,0.5026807954265734,0.5076745103871574,True,0.885,0.04999999999999999,0.5076745103871574,0.05,1.0,0.05,0.01,2000
222,-0.31803992717761487,-0.5634646611513312,0.6470253624437972,True,0.873,0.049999999999999996,0.6470253624437972,0.049999999999999996,1.0,0.05,0.01,2000
223,-0.7313301938004199,-1.108007624306474,1.3276011252953337,True,0.837,0.05,1.3276011252953337,0.05,1.0,0.05,0.01,2000
224,-0.6464693732573815,-0.08674295995603608,0.6522629773808462,True,0.8725,0.049999999999999996,0.6522629773808462,0.049999999999999996,1.0,0.05,0.01,2000
225,0.19989851389546578,-1.4071117783073575,1.421239941920051,True,0.8335,0.05,1.421239941920051,0.05,1.0,0.05,0.01,2000
226,0.8883080189407337,1.3184487055846623,1.5897792695126838,True,0.828,0.05,1.5897792695126838,0.05,1.0,0.05,0.01,2000
227,0.14786698862243622,1.7251041795290052,1.7314297781177006,True,0.824,0.049999999999999996,1.7314297781177006,0.05000000000000001,1.0,0.05,0.01,2000
228,-1.2647839607309712,-0.7017544971798334,1.4464224284884564,True,0.833,0.04999999999999999,1.4464224284884564,0.05,1.0,0.05,0.01,2000
229,-1.1963499728289009,-0.19284876027865572,1.2117936713107254,True,0.8415,0.04999999999999999,1.2117936713107254,0.05,1.0,0.05,0.01,2000
230,0.23586216983107797,-1.7482685628080024,1.764107120007224,True,0.823,0.05,1.764107120007224,0.05,1.0,0.05,0.01,2000
231,1.4716135841809148,0.37392915402851906,1.518377276363909,True,0.8305,0.049999999999999996,1.518377276363909,0.05,1.0,0.05,0.01,2000
232,-0.9174166406866858,-0.257619775995352,0.9529014857752814,True,0.8535,0.05,0.9529014857752814,0.05,1.0,0.05,0.01,2000
233,1.3091435108616554,-0.19704743235596223,1.323889883120669,True,0.8375,0.049999999999999996,1.323889883120669,0.05000000000000002,1.0,0.05,0.01,2000
234,-1.7714196411594558,-0.17139462581466755,1.779692013479761,True,0.8225,0.05,1.779692013479761,0.05,1.0,0.05,0.01,2000
235,-1.3145662424914841,1.4493537299225743,1.9567091353439983,True,0.818,0.049999999999999996,1.9567091353439983,0.049999999999999996,1.0,0.05,0.01,2000
236,-0.40267227325435057,0.6358050985451806,0.7525909134342995,True,0.8655,0.05,0.7525909134342995,0.05,1.0,0.05,0.01,2000
237,0.6484519777495903,-0.27987916474886,0.7062735407105909,True,0.8685,0.05,0.7062735407105909,0.05,1.0,0.05,0.01,2000
238,-1.3911530853884964,0.9031095354147697,1.6585878752550358,True,0.826,0.04999999999999999,1.6585878752550358,0.049999999999999996,1.0,0.05,0.01,2000
239,-0.24839525839885682,-0.1812484897653393,0.307491820114375,True,0.91,0.04999999999999999,0.307491820114375,0.05,1.0,0.05,0.01,2000
240,-0.9222856994460281,1.0814882774350993,1.421347179837561,True,0.8335,0.049999999999999996,1.421347179837561,0.049999999999999996,1.0,0.05,0.01,2000
241,0.39159311908106037,-0.3032358184150204,0.49527480501380317,True,0.886,0.05,0.49527480501380317,0.05,1.0,0.05,0.01,2000
242,-0.14655368085235182,-1.6848862689640807,1.691247977298147,True,0.825,0.04999999999999999,1.691247977298147,0.04999999999999999,1.0,0.05,0.01,2000
243,-0.5544721970098635,-0.2556143764779367,0.6105555885577899,True,0.876,0.049999999999999996,0.6105555885577899,0.049999999999999996,1.0,0.05,0.01,2000
244,0.14789340660796574,-0.9230577138885554,0.93483046745775,True,0.8545,0.05,0.93483046745775,0.05,1.0,0.05,0.01,2000
245,0.1704011238319429,1.1880420532200318,1.2002001763132923,True,0.842,0.049999999999999996,1.2002001763132923,0.05,1.0,0.05,0.01,2000
246,-0.14809774791266284,-0.744847378924222,0.7594277851297555,True,0.865,0.049999999999999996,0.7594277851297555,0.049999999999999996,1.0,0.05,0.01,2000
247,-0.4130142602348643,-1.3287528396594002,1.3914614216931318,True,0.835,0.05,1.3914614216931318,0.05,1.0,0.05,0.01,2000
248,-0.5674365725709105,-1.5804669122196697,1.6792438549871784,True,0.8255,0.05,1.6792438549871784,0.05,1.0,0.05,0.01,2000
249,-1.0634773478568176,-0.7457899353186789,1.2989175097084533,True,0.838,0.049999999999999996,1.2989175097084533,0.05,1.0,0.05,0.01,2000
250,1.1910834305078064,-0.6856688777194442,1.37434404291767,True,0.8355,0.049999999999999996,1.37434404291767,0.049999999999999996,1.0,0.05,0.01,2000
251,0.6089821325363789,-0.3831231794012036,0.7194738413195038,True,0.8675,0.049999999999999996,0.7194738413195038,0.049999999999999996,1.0,0.05,0.01,2000
252,1.675591831166886,-0.6916102732668886,1.81271419555359,True,0.8215,0.049999999999999996,1.81271419555359,0.05,1.0,0.05,0.01,2000
253,-0.25699089888140775,-0.18089190146025103,0.31427090562407956,True,0.909,0.049999999999999996,0.31427090562407956,0.049999999999999996,1.0,0.05,0.01,2000
254,0.4067964354368094,-1.4628003314601783,1.5183109528697019,True,0.8305,0.04999999999999999,1.5183109528697019,0.05,1.0,0.05,0.01,2000
255,-0.18785244394189582,0.9639729210992489,0.9821060702936124,True,0.852,0.049999999999999996,0.9821060702936124,0.05,1.0,0.05,0.01,2000
