file_name,rel_path,column_name,dtype,role,v_min,v_max,v_mean,v_std,note
mech_baseline_scan.csv,phase3/outputs/tables/mech_baseline_scan.csv,A0,float64,measure_candidate,0.00920044944,0.05768513414,0.0388438536980371,0.0158597564440581,approx_probability_like_from_rung3
mech_baseline_scan.csv,phase3/outputs/tables/mech_baseline_scan.csv,A_floor,float64,measure_candidate,0.02509730631,0.05768513414,0.0406871495539257,0.0133644919813548,approx_probability_like_from_rung3
mech_baseline_scan.csv,phase3/outputs/tables/mech_baseline_scan.csv,bound,int64,flag_candidate,0.0,1.0,0.25,0.4331184566140043,approx_binary_flag_from_rung3
mech_binding_certificate.csv,phase3/outputs/tables/mech_binding_certificate.csv,A0,float64,measure_candidate,0.0092004494400285,0.0576851341354539,0.0388438536980192,0.0158597564440225,approx_probability_like_from_rung3
mech_binding_certificate.csv,phase3/outputs/tables/mech_binding_certificate.csv,A,float64,measure_candidate,0.0250973063148326,0.0576851341354539,0.0406871495550987,0.0133644919799239,approx_probability_like_from_rung3
mech_binding_certificate.csv,phase3/outputs/tables/mech_binding_certificate.csv,bound,int64,flag_candidate,0.0,1.0,0.25,0.4331184566140043,approx_binary_flag_from_rung3
phase3_measure_v1_hist.csv,phase3/outputs/tables/phase3_measure_v1_hist.csv,bin_left,float64,measure_candidate,0.0,0.056243006,0.0281215028874999,0.0168591322053892,approx_probability_like_from_rung3
phase3_measure_v1_hist.csv,phase3/outputs/tables/phase3_measure_v1_hist.csv,bin_right,float64,measure_candidate,0.0014421284,0.057685134,0.0295636312375,0.0168591321999058,approx_probability_like_from_rung3
