file_name,rel_path,column_name,role,dtype,n_total,n_finite,v_min,v_max,v_mean,v_std,frac_in_0_1,frac_positive,frac_flag_true,has_theta,theta_col,pearson_r_theta,monotonic_score,coverage_score,boundedness_score,monotone_score,theta_score,overall_score,decision,notes
mech_baseline_scan.csv,phase3/outputs/tables/mech_baseline_scan.csv,A0,measure_candidate,float64,2048,2048,0.00920044944,0.05768513414,0.0388438536980371,0.0158558839604345,1.0,1.0,,True,theta,-0.6326909287077147,0.5017098192476795,1.0,1.0,0.5017098192476795,1.0,0.9003419638495358,keep_as_primary,pearson_r≈-0.63
mech_baseline_scan.csv,phase3/outputs/tables/mech_baseline_scan.csv,A_floor,measure_candidate,float64,2048,2048,0.02509730631,0.05768513414,0.0406871495539257,0.0133612287675395,1.0,1.0,,True,theta,-0.6065694298603228,0.5045513654096229,1.0,1.0,0.5045513654096229,1.0,0.9009102730819245,keep_as_primary,pearson_r≈-0.61
mech_baseline_scan.csv,phase3/outputs/tables/mech_baseline_scan.csv,bound,flag_candidate,int64,2048,2048,0.0,1.0,0.25,0.4330127018922193,1.0,0.25,0.25,True,theta,0.4336338560160627,0.5,1.0,1.0,0.5,1.0,0.9500000000000001,keep_as_primary,pearson_r≈0.43
mech_binding_certificate.csv,phase3/outputs/tables/mech_binding_certificate.csv,A0,measure_candidate,float64,2048,2048,0.0092004494400285,0.0576851341354539,0.0388438536980192,0.0158558839603989,1.0,1.0,,True,theta,-0.6326909287015556,0.5017098192476795,1.0,1.0,0.5017098192476795,1.0,0.9003419638495358,keep_as_primary,pearson_r≈-0.63
mech_binding_certificate.csv,phase3/outputs/tables/mech_binding_certificate.csv,A,measure_candidate,float64,2048,2048,0.0250973063148326,0.0576851341354539,0.0406871495550987,0.0133612287661089,1.0,1.0,,True,theta,-0.6065694298496985,0.5045513654096229,1.0,1.0,0.5045513654096229,1.0,0.9009102730819245,keep_as_primary,pearson_r≈-0.61
mech_binding_certificate.csv,phase3/outputs/tables/mech_binding_certificate.csv,bound,flag_candidate,int64,2048,2048,0.0,1.0,0.25,0.4330127018922193,1.0,0.25,0.25,True,theta,0.433633856014476,0.5,1.0,1.0,0.5,1.0,0.9500000000000001,keep_as_primary,pearson_r≈0.43
phase3_measure_v1_hist.csv,phase3/outputs/tables/phase3_measure_v1_hist.csv,bin_left,measure_candidate,float64,40,40,0.0,0.056243006,0.0281215028874999,0.016647059207284,1.0,0.975,,False,,,,1.0,1.0,0.0,0.0,0.6,keep_as_secondary,no_theta_column; no_monotonicity_estimate
phase3_measure_v1_hist.csv,phase3/outputs/tables/phase3_measure_v1_hist.csv,bin_right,measure_candidate,float64,40,40,0.0014421284,0.057685134,0.0295636312375,0.0166470592018697,1.0,1.0,,False,,,,1.0,1.0,0.0,0.0,0.6,keep_as_secondary,no_theta_column; no_monotonicity_estimate
