file_name,rel_path,column_name,role,dtype,n_total,n_finite,v_min,v_max,v_mean,v_std,frac_in_0_1,frac_positive,frac_flag_true,has_theta,theta_col,pearson_r_theta,monotonic_score,notes
mech_baseline_scan.csv,phase3/outputs/tables/mech_baseline_scan.csv,A0,measure_candidate,float64,2048,2048,0.00920044944,0.05768513414,0.03884385369803711,0.015855883960434587,1.0,1.0,,True,theta,-0.6326909287077147,0.5017098192476795,
mech_baseline_scan.csv,phase3/outputs/tables/mech_baseline_scan.csv,A_floor,measure_candidate,float64,2048,2048,0.02509730631,0.05768513414,0.040687149553925786,0.013361228767539554,1.0,1.0,,True,theta,-0.6065694298603228,0.5045513654096229,
mech_baseline_scan.csv,phase3/outputs/tables/mech_baseline_scan.csv,bound,flag_candidate,int64,2048,2048,0.0,1.0,0.25,0.4330127018922193,1.0,0.25,0.25,True,theta,0.43363385601606275,0.5,flag_true≈val>0.5
mech_binding_certificate.csv,phase3/outputs/tables/mech_binding_certificate.csv,A0,measure_candidate,float64,2048,2048,0.0092004494400285,0.0576851341354539,0.03884385369801924,0.015855883960398928,1.0,1.0,,True,theta,-0.6326909287015556,0.5017098192476795,
mech_binding_certificate.csv,phase3/outputs/tables/mech_binding_certificate.csv,A,measure_candidate,float64,2048,2048,0.0250973063148326,0.0576851341354539,0.04068714955509872,0.013361228766108955,1.0,1.0,,True,theta,-0.6065694298496985,0.5045513654096229,
mech_binding_certificate.csv,phase3/outputs/tables/mech_binding_certificate.csv,bound,flag_candidate,int64,2048,2048,0.0,1.0,0.25,0.4330127018922193,1.0,0.25,0.25,True,theta,0.43363385601447607,0.5,flag_true≈val>0.5
phase3_measure_v1_hist.csv,phase3/outputs/tables/phase3_measure_v1_hist.csv,bin_left,measure_candidate,float64,40,40,0.0,0.056243006,0.028121502887499993,0.01664705920728409,1.0,0.975,,False,,,,no_theta_column_detected
phase3_measure_v1_hist.csv,phase3/outputs/tables/phase3_measure_v1_hist.csv,bin_right,measure_candidate,float64,40,40,0.0014421284,0.057685134,0.0295636312375,0.01664705920186974,1.0,1.0,,False,,,,no_theta_column_detected
