theta_star,baseline_delta_E,seesaw_delta_E,constraint_hits
2.18,3.5370108199261896e-05,3.0479769909628303,15474
2.2485714285714287,3.5370108199261896e-05,-0.9061134502572301,15686
2.317142857142857,3.5370108199261896e-05,4.02761634452186,16575
2.385714285714286,3.5370108199261896e-05,-0.9817842385899702,16480
2.4542857142857146,3.5370108199261896e-05,3.77757786317207,15722
2.522857142857143,3.5370108199261896e-05,3.44897444778028,18900
2.5914285714285716,3.5370108199261896e-05,1.510467970164994,15805
2.66,3.5370108199261896e-05,-0.14613019624746215,23798
2.7285714285714286,3.5370108199261896e-05,0.0656326013682853,37644
2.797142857142857,3.5370108199261896e-05,0.004572626187154594,66939
2.8657142857142857,3.5370108199261896e-05,0.0006658603236593397,115244
2.9342857142857146,3.5370108199261896e-05,0.00019250210743565477,125250
3.002857142857143,3.5370108199261896e-05,3.911928331182257e-05,125250
3.0714285714285716,3.5370108199261896e-05,3.538638212313705e-05,125250
3.14,3.5370108199261896e-05,3.5369986109506923e-05,18629
3.208571428571429,3.5370108199261896e-05,3.538131780322917e-05,125250
3.2771428571428576,3.5370108199261896e-05,3.847029336773167e-05,125250
3.345714285714286,3.5370108199261896e-05,0.00016964920024439833,125250
3.4142857142857146,3.5370108199261896e-05,0.0006180678147924556,115520
3.482857142857143,3.5370108199261896e-05,0.004666762046005246,68233
3.5514285714285716,3.5370108199261896e-05,-0.012889419010400083,39384
3.62,3.5370108199261896e-05,0.32922340536366246,24194
3.6885714285714286,3.5370108199261896e-05,-0.2683655743935027,15514
3.757142857142857,3.5370108199261896e-05,0.03258930529123916,15547
3.825714285714286,3.5370108199261896e-05,5.57613734940195,14614
3.8942857142857146,3.5370108199261896e-05,-0.1082145873621414,16154
3.962857142857143,3.5370108199261896e-05,1.6665965779210907,17208
4.031428571428572,3.5370108199261896e-05,1.6977952510575847,14024
4.1000000000000005,3.5370108199261896e-05,0.6843704281212553,14307
4.168571428571429,3.5370108199261896e-05,0.7996546197301715,16589
4.2371428571428575,3.5370108199261896e-05,0.15119621835303576,24774
4.305714285714286,3.5370108199261896e-05,0.02223488711408672,39425
4.3742857142857146,3.5370108199261896e-05,0.00332727669958488,70499
4.442857142857143,3.5370108199261896e-05,0.0005182654548760435,117375
4.511428571428572,3.5370108199261896e-05,0.00014975157253230287,125250
4.58,3.5370108199261896e-05,3.792899099555602e-05,125250
4.6485714285714295,3.5370108199261896e-05,3.537769961656223e-05,125250
4.717142857142857,3.5370108199261896e-05,3.536998610947917e-05,122469
4.7857142857142865,3.5370108199261896e-05,3.5393258790872295e-05,125250
4.854285714285714,3.5370108199261896e-05,3.988443590322022e-05,125250
4.9228571428571435,3.5370108199261896e-05,0.00021798727360933245,125250
4.991428571428571,3.5370108199261896e-05,0.0006499957347101404,111753
5.0600000000000005,3.5370108199261896e-05,0.002942934934445196,65141
5.128571428571429,3.5370108199261896e-05,0.047581765095153106,38205
5.1971428571428575,3.5370108199261896e-05,0.426895722315245,22419
5.265714285714286,3.5370108199261896e-05,-0.10607225718490199,15932
5.3342857142857145,3.5370108199261896e-05,0.5119402685461516,13702
5.402857142857143,3.5370108199261896e-05,-0.4051035203682751,16524
5.4714285714285715,3.5370108199261896e-05,-0.9691542266207733,15948
5.54,3.5370108199261896e-05,6.184653502297721,17100
