theta_star,baseline_delta_E,seesaw_delta_E,constraint_hits
2.18,3.5370108199261896e-05,3.543744020198525e-05,125250
2.2485714285714287,3.5370108199261896e-05,3.546297031675749e-05,125250
2.317142857142857,3.5370108199261896e-05,3.547938925987926e-05,125250
2.385714285714286,3.5370108199261896e-05,3.548054327012773e-05,125250
2.4542857142857146,3.5370108199261896e-05,3.546598171638715e-05,125250
2.522857142857143,3.5370108199261896e-05,3.5441218572074273e-05,125250
2.5914285714285716,3.5370108199261896e-05,3.5414613034773224e-05,125250
2.66,3.5370108199261896e-05,3.539309836167459e-05,125250
2.7285714285714286,3.5370108199261896e-05,3.537954582125136e-05,125250
2.797142857142857,3.5370108199261896e-05,3.537297045369536e-05,125250
2.8657142857142857,3.5370108199261896e-05,3.537062400629787e-05,125250
2.9342857142857146,3.5370108199261896e-05,3.537006371759355e-05,125250
3.002857142857143,3.5370108199261896e-05,3.53699896569748e-05,125250
3.0714285714285716,3.5370108199261896e-05,3.536998612588271e-05,124751
3.14,3.5370108199261896e-05,3.5369986109506923e-05,17064
3.208571428571429,3.5370108199261896e-05,3.5369986120858954e-05,124253
3.2771428571428576,3.5370108199261896e-05,3.5369989069250485e-05,125250
3.345714285714286,3.5370108199261896e-05,3.537005516188185e-05,125250
3.4142857142857146,3.5370108199261896e-05,3.537057296681967e-05,125250
3.482857142857143,3.5370108199261896e-05,3.537279021390005e-05,125250
3.5514285714285716,3.5370108199261896e-05,3.5379104262406313e-05,125250
3.62,3.5370108199261896e-05,3.539228794280369e-05,125250
3.6885714285714286,3.5370108199261896e-05,3.5413461527189494e-05,125250
3.757142857142857,3.5370108199261896e-05,3.543995845184389e-05,125250
3.825714285714286,3.5370108199261896e-05,3.5464996766571e-05,125250
3.8942857142857146,3.5370108199261896e-05,3.5480192144943246e-05,125250
3.962857142857143,3.5370108199261896e-05,3.5479809305905e-05,125250
4.031428571428572,3.5370108199261896e-05,3.5463997767049005e-05,125250
4.1000000000000005,3.5370108199261896e-05,3.5438705078383315e-05,125250
4.168571428571429,3.5370108199261896e-05,3.541233088863449e-05,125250
4.2371428571428575,3.5370108199261896e-05,3.5391501415349413e-05,125250
4.305714285714286,3.5370108199261896e-05,3.537868098540953e-05,125250
4.3742857142857146,3.5370108199261896e-05,3.537261997546559e-05,125250
4.442857142857143,3.5370108199261896e-05,3.5370525707539846e-05,125250
4.511428571428572,3.5370108199261896e-05,3.537004747858341e-05,125250
4.58,3.5370108199261896e-05,3.536998857123219e-05,125250
4.6485714285714295,3.5370108199261896e-05,3.536998611719522e-05,125250
4.717142857142857,3.5370108199261896e-05,3.5369986109506923e-05,17064
4.7857142857142865,3.5370108199261896e-05,3.5369986132766096e-05,125250
4.854285714285714,3.5370108199261896e-05,3.5369990337458246e-05,125250
4.9228571428571435,3.5370108199261896e-05,3.537007308407336e-05,125250
4.991428571428571,3.5370108199261896e-05,3.537067823861095e-05,125250
5.0600000000000005,3.5370108199261896e-05,3.53731582624639e-05,125250
5.128571428571429,3.5370108199261896e-05,3.537999923480806e-05,125250
5.1971428571428575,3.5370108199261896e-05,3.539392037224531e-05,125250
5.265714285714286,3.5370108199261896e-05,3.541576749546693e-05,125250
5.3342857142857145,3.5370108199261896e-05,3.5442465535107104e-05,125250
5.402857142857143,3.5370108199261896e-05,3.546693692255132e-05,125250
5.4714285714285715,3.5370108199261896e-05,3.548085706442383e-05,125250
5.54,3.5370108199261896e-05,3.547893872513086e-05,125250
