run_id,N,theta,max_charge,noise_sigma,enforce_zero_sum,n_samples,seed,mean_S_abs,rms_S_abs,mean_S_abs_over_sqrtN,rms_S_abs_over_sqrtN
zero_sum_grid_20251213,1024,2.455,3,0.0,True,400,1234,118.36201791440318,119.99344259932589,3.6988130598250994,3.749795081228934
zero_sum_grid_20251213,16,2.4575,3,0.0,True,400,1234,3.8202934641654362,4.265082589268134,0.9550733660413591,1.0662706473170336
zero_sum_grid_20251213,32,2.4575,3,0.0,True,400,1234,5.799250312056922,6.395110844342005,1.0251723053634128,1.1305065611184648
zero_sum_grid_20251213,64,2.4575,3,0.0,True,400,1234,9.221686948124072,10.152918361580106,1.152710868515509,1.2691147951975132
zero_sum_grid_20251213,128,2.4575,3,0.0,True,400,1234,15.641311999573112,16.956565119464177,1.382509722694083,1.49876277270055
zero_sum_grid_20251213,256,2.4575,3,0.0,True,400,1234,30.929020495402348,32.431019258230265,1.9330637809626467,2.0269387036393915
zero_sum_grid_20251213,512,2.4575,3,0.0,True,400,1234,59.34429393000042,61.00437185333656,2.622672041414436,2.6960378137200016
zero_sum_grid_20251213,1024,2.4575,3,0.0,True,400,1234,117.41231038662877,119.05493184750836,3.669134699582149,3.720466620234636
zero_sum_grid_20251213,16,2.46,3,0.0,True,400,1234,3.812686068173102,4.258173408992379,0.9531715170432755,1.0645433522480947
zero_sum_grid_20251213,32,2.46,3,0.0,True,400,1234,5.78128178345774,6.377992807334133,1.0219958882583062,1.1274804911062477
zero_sum_grid_20251213,64,2.46,3,0.0,True,400,1234,9.184725063240064,10.11600465225867,1.148090632905008,1.2645005815323338
zero_sum_grid_20251213,128,2.46,3,0.0,True,400,1234,15.544525033239243,16.864539736489775,1.3739548826659387,1.4906288011577387
zero_sum_grid_20251213,256,2.46,3,0.0,True,400,1234,30.705389468744414,32.21390187708773,1.9190868417965259,2.013368867317983
zero_sum_grid_20251213,512,2.46,3,0.0,True,400,1234,58.87085234620977,60.542037664443804,2.601748681764806,2.6756053362112238
zero_sum_grid_20251213,1024,2.46,3,0.0,True,400,1234,116.45526608938475,118.10950370783583,3.6392270652932734,3.6909219908698696
zero_sum_grid_20251213,16,2.4625000000000004,3,0.0,True,400,1234,3.8052189756286805,4.251264545401501,0.9513047439071701,1.0628161363503752
zero_sum_grid_20251213,32,2.4625000000000004,3,0.0,True,400,1234,5.763235422906548,6.360826195991212,1.018805712277935,1.1244458342836043
zero_sum_grid_20251213,64,2.4625000000000004,3,0.0,True,400,1234,9.147700454345841,10.078979718419296,1.1434625567932302,1.259872464802412
zero_sum_grid_20251213,128,2.4625000000000004,3,0.0,True,400,1234,15.447308744528081,16.772151031195143,1.3653620955422574,1.4824627161553787
zero_sum_grid_20251213,256,2.4625000000000004,3,0.0,True,400,1234,30.48035226562001,31.995535717898484,1.9050220166012506,1.9997209823686553
zero_sum_grid_20251213,512,2.4625000000000004,3,0.0,True,400,1234,58.394042814283075,60.0766831173138,2.580676478429822,2.655039376465498
zero_sum_grid_20251213,1024,2.4625000000000004,3,0.0,True,400,1234,115.49097290439855,117.15725758242989,3.6090929032624546,3.661164299450934
zero_sum_grid_20251213,16,2.4650000000000003,3,0.0,True,400,1234,3.797800942646061,4.244357969276934,0.9494502356615152,1.0610894923192336
zero_sum_grid_20251213,32,2.4650000000000003,3,0.0,True,400,1234,5.745116429934303,6.343615233384954,1.0156026965781983,1.121403337191196
zero_sum_grid_20251213,64,2.4650000000000003,3,0.0,True,400,1234,9.110653798891226,10.041853300281279,1.1388317248614033,1.2552316625351598
zero_sum_grid_20251213,128,2.4650000000000003,3,0.0,True,400,1234,15.349683930195715,16.679420572683963,1.356733199513946,1.474266424150905
zero_sum_grid_20251213,256,2.4650000000000003,3,0.0,True,400,1234,30.253966504942284,31.775956296473833,1.8908729065588927,1.9859972685296146
zero_sum_grid_20251213,512,2.4650000000000003,3,0.0,True,400,1234,57.913918817444355,59.60836949594415,2.5594577950563813,2.634342642878466
zero_sum_grid_20251213,1024,2.4650000000000003,3,0.0,True,400,1234,114.51951969728805,116.19829425816702,3.5787349905402515,3.6311966955677195
zero_sum_grid_20251213,16,2.4675000000000002,3,0.0,True,400,1234,3.7904443592549892,4.237455657558977,0.9476110898137473,1.0593639143897442
zero_sum_grid_20251213,32,2.4675000000000002,3,0.0,True,400,1234,5.726930107689443,6.326364177427505,1.0123877786321522,1.1183537525286606
zero_sum_grid_20251213,64,2.4675000000000002,3,0.0,True,400,1234,9.073586540702149,10.004635252553069,1.1341983175877686,1.2505794065691336
zero_sum_grid_20251213,128,2.4675000000000002,3,0.0,True,400,1234,15.251672677153334,16.586370309733745,1.3480701468065888,1.4660418651604934
zero_sum_grid_20251213,256,2.4675000000000002,3,0.0,True,400,1234,30.026317723987944,31.555199798308905,1.8766448577492465,1.9721999873943066
zero_sum_grid_20251213,512,2.4675000000000002,3,0.0,True,400,1234,57.43053478083331,59.13715918642153,2.5380950369185693,2.613517892551687
zero_sum_grid_20251213,1024,2.4675000000000002,3,0.0,True,400,1234,113.54099634369712,115.23271594778892,3.548156135740535,3.6010223733684037
zero_sum_grid_20251213,16,2.47,3,0.0,True,400,1234,3.7831502231676155,4.230559592843805,0.9457875557919039,1.0576398982109512
zero_sum_grid_20251213,32,2.47,3,0.0,True,400,1234,5.708681856639634,6.309077320345947,1.0091619131166238,1.1152978390617179
zero_sum_grid_20251213,64,2.47,3,0.0,True,400,1234,9.036673564374771,9.967335544391673,1.1295841955468464,1.2459169430489592
zero_sum_grid_20251213,128,2.47,3,0.0,True,400,1234,15.153298410336244,16.493022578004403,1.339375007911511,1.4577910133962182
zero_sum_grid_20251213,256,2.47,3,0.0,True,400,1234,29.797529200897902,31.333303098682894,1.8623455750561189,1.9583314436676809
zero_sum_grid_20251213,512,2.47,3,0.0,True,400,1234,56.94394611290264,58.66311571495485,2.516590652747175,2.592567932973481
zero_sum_grid_20251213,1024,2.47,3,0.0,True,400,1234,112.55549375771683,114.26062633376837,3.517359179928651,3.5706445729302616
zero_sum_grid_20251213,16,2.4725,3,0.0,True,400,1234,3.7759089192327617,4.223671762868964,0.9439772298081904,1.055917940717241
zero_sum_grid_20251213,32,2.4725,3,0.0,True,400,1234,5.690377173021228,6.291758988128062,1.0059260716381115,1.1122363615241908
zero_sum_grid_20251213,64,2.4725,3,0.0,True,400,1234,8.999765238688077,9.92996425929203,1.1249706548360097,1.2412455324115037
zero_sum_grid_20251213,128,2.4725,3,0.0,True,400,1234,15.05458593089208,16.39940010734324,1.3306499749611727,1.449515877911725
zero_sum_grid_20251213,256,2.4725,3,0.0,True,400,1234,29.567687635045644,31.110303783657567,1.8479804771903527,1.944393986478598
zero_sum_grid_20251213,512,2.4725,3,0.0,True,400,1234,56.45420925017377,58.186303788100744,2.494947136707637,2.5714956237966584
zero_sum_grid_20251213,1024,2.4725,3,0.0,True,400,1234,111.56310392279373,113.28213061512189,3.486346997587304,3.540066581722559
zero_sum_grid_20251213,16,2.475,3,0.0,True,400,1234,3.76870606281288,4.216794159987266,0.94217651570322,1.0541985399968166
zero_sum_grid_20251213,32,2.475,3,0.0,True,400,1234,5.67202165389732,6.274413539938259,1.002681243626933,1.1091700905147581
zero_sum_grid_20251213,64,2.475,3,0.0,True,400,1234,8.962791083419686,9.89253159490121,1.1203488854274608,1.2365664493626511
zero_sum_grid_20251213,128,2.475,3,0.0,True,400,1234,14.955561455963903,16.3055260291764,1.321897365245529,1.441218503255549
zero_sum_grid_20251213,256,2.475,3,0.0,True,400,1234,29.336765742398498,30.886240172010762,1.8335478588999061,1.9303900107506726
zero_sum_grid_20251213,512,2.475,3,0.0,True,400,1234,55.96138170566041,57.70678933531337,2.47316703054008,2.5503038787189762
zero_sum_grid_20251213,1024,2.475,3,0.0,True,400,1234,110.56391992534911,112.29733555737485,3.4551224976671597,3.509291736167964
zero_sum_grid_20251213,16,2.4775,3,0.0,True,400,1234,3.761528044424918,4.20992878062903,0.9403820111062295,1.0524821951572576
zero_sum_grid_20251213,32,2.4775,3,0.0,True,400,1234,5.653621010271046,6.257045367502529,0.9994284386553489,1.1060998023882278
zero_sum_grid_20251213,64,2.4775,3,0.0,True,400,1234,8.925755493303937,9.855047862752174,1.1157194366629921,1.2318809828440218
zero_sum_grid_20251213,128,2.4775,3,0.0,True,400,1234,14.856252667340941,16.211423883975428,1.3131196255121893,1.432900970131073
zero_sum_grid_20251213,256,2.4775,3,0.0,True,400,1234,29.104718612099358,30.661151338142343,1.8190449132562099,1.9163219586338964
zero_sum_grid_20251213,512,2.4775,3,0.0,True,400,1234,55.46552212130012,57.22463955395862,2.451252925876486,2.528995667472504
zero_sum_grid_20251213,1024,2.4775,3,0.0,True,400,1234,109.5580359913559,111.30634954590117,3.4236886247298717,3.4783234233094116
zero_sum_grid_20251213,16,2.48,3,0.0,True,400,1234,3.7543645265383363,4.203077624752636,0.9385911316345841,1.050769406188159
zero_sum_grid_20251213,32,2.48,3,0.0,True,400,1234,5.635181088907952,6.2396588944613205,0.9961686902952516,1.103026279141139
zero_sum_grid_20251213,64,2.48,3,0.0,True,400,1234,8.888769040372814,9.81752348791157,1.1110961300466018,1.2271904359889463
zero_sum_grid_20251213,128,2.48,3,0.0,True,400,1234,14.75668877142468,16.117117628786406,1.3043193372667217,1.4245653960620146
zero_sum_grid_20251213,256,2.48,3,0.0,True,400,1234,28.871540003447098,30.43507713599155,1.8044712502154436,1.9021923209994718
zero_sum_grid_20251213,512,2.48,3,0.0,True,400,1234,54.96669032477173,56.73992295694305,2.4292074667516927,2.507574017928543
zero_sum_grid_20251213,1024,2.48,3,0.0,True,400,1234,108.5455475261476,110.30928264287796,3.3920483601921125,3.4471650825899363
zero_sum_grid_20251213,16,2.4825000000000004,3,0.0,True,400,1234,3.747208650089833,4.196242695283352,0.9368021625224583,1.049060673820838
zero_sum_grid_20251213,32,2.4825000000000004,3,0.0,True,400,1234,5.616873801401055,6.2222585756891835,0.9929323885099367,1.0999503082914925
zero_sum_grid_20251213,64,2.4825000000000004,3,0.0,True,400,1234,8.851872298663853,9.779969008535915,1.1064840373329816,1.2224961260669893
zero_sum_grid_20251213,128,2.4825000000000004,3,0.0,True,400,1234,14.656900566018194,16.022631644807408,1.2954992226760516,1.4162139360621857
zero_sum_grid_20251213,256,2.4825000000000004,3,0.0,True,400,1234,28.637248539606716,30.20805822400544,1.7898280337254198,1.88800363900034
zero_sum_grid_20251213,512,2.4825000000000004,3,0.0,True,400,1234,54.46494739111553,56.252709423116805,2.407033352326647,2.4860420183251435
zero_sum_grid_20251213,1024,2.4825000000000004,3,0.0,True,400,1234,107.52655115776408,109.30624664811535,3.3602047236801273,3.4158202077536046
zero_sum_grid_20251213,16,2.4850000000000003,3,0.0,True,400,1234,3.740056365256075,4.189425997540438,0.9350140913140188,1.0473564993851094
zero_sum_grid_20251213,32,2.4850000000000003,3,0.0,True,400,1234,5.598665127739146,6.204848896580056,0.9897135193542493,1.096872682752406
zero_sum_grid_20251213,64,2.4850000000000003,3,0.0,True,400,1234,8.814946297555014,9.74239507533022,1.1018682871943768,1.2177993844162776
zero_sum_grid_20251213,128,2.4850000000000003,3,0.0,True,400,1234,14.556920499821008,15.927990744998594,1.2866621498271127,1.4078487833081341
zero_sum_grid_20251213,256,2.4850000000000003,3,0.0,True,400,1234,28.401874251606422,29.98013609119919,1.7751171407254014,1.8737585056999493
zero_sum_grid_20251213,512,2.4850000000000003,3,0.0,True,400,1234,53.960355709617296,55.76307025062057,2.3847333398442894,2.464402819624727
zero_sum_grid_20251213,1024,2.4850000000000003,3,0.0,True,400,1234,106.5011447841724,108.29735516404224,3.3281607745053874,3.38429234887632
zero_sum_grid_20251213,16,2.4875000000000003,3,0.0,True,400,1234,3.732905664292673,4.1826295386524786,0.9332264160731683,1.0456573846631196
zero_sum_grid_20251213,32,2.4875000000000003,3,0.0,True,400,1234,5.580436845874873,6.187434372296927,0.9864911839253477,1.0937942006994714
zero_sum_grid_20251213,64,2.4875000000000003,3,0.0,True,400,1234,8.778003379881312,9.70481245090271,1.097250422485164,1.2131015563628387
zero_sum_grid_20251213,128,2.4875000000000003,3,0.0,True,400,1234,14.456782700000382,15.833220181706432,1.2778111351638295,1.39947216981304
zero_sum_grid_20251213,256,2.4875000000000003,3,0.0,True,400,1234,28.165452848524378,29.751353084347866,1.7603408030327736,1.8594595677717416
zero_sum_grid_20251213,512,2.4875000000000003,3,0.0,True,400,1234,53.45297905646248,55.271078213353334,2.362310247840445,2.4426596380096366
zero_sum_grid_20251213,1024,2.4875000000000003,3,0.0,True,400,1234,105.46942762473196,107.28272366514375,3.295919613272874,3.352585114535742
zero_sum_grid_20251213,16,2.49,3,0.0,True,400,1234,3.7257559647794243,4.175855326961018,0.9314389911948561,1.0439638317402544
zero_sum_grid_20251213,32,2.49,3,0.0,True,400,1234,5.562195671598927,6.170019546984854,0.983266569418516,1.090715665431635
zero_sum_grid_20251213,64,2.49,3,0.0,True,400,1234,8.741057060689759,9.667232009009549,1.0926321325862198,1.2084040011261936
zero_sum_grid_20251213,128,2.49,3,0.0,True,400,1234,14.356522938598568,15.738345654283485,1.2689493405179084,1.3910863671002103
zero_sum_grid_20251213,256,2.49,3,0.0,True,400,1234,27.928023509980207,29.521752436353754,1.745501469373763,1.8451095272721096
zero_sum_grid_20251213,512,2.49,3,0.0,True,400,1234,52.94288267372822,54.77680762075736,2.3397669596348125,2.42081575752428
zero_sum_grid_20251213,1024,2.49,3,0.0,True,400,1234,104.43150027633278,106.26246957218723,3.2634843836353995,3.320702174130851
zero_sum_grid_20251213,16,2.4925,3,0.0,True,400,1234,3.7193156036046617,4.1691053714124955,0.9298289009011654,1.0422763428531239
zero_sum_grid_20251213,32,2.4925,3,0.0,True,400,1234,5.543948620377765,6.15260899294607,0.9800409160047303,1.0876378852253752
zero_sum_grid_20251213,64,2.4925,3,0.0,True,400,1234,8.704431252075048,9.629664733682878,1.088053906509381,1.2037080917103598
zero_sum_grid_20251213,128,2.4925,3,0.0,True,400,1234,14.256178523817667,15.643393316681287,1.2600800634996872,1.3826936868742066
zero_sum_grid_20251213,256,2.4925,3,0.0,True,400,1234,27.68962808038999,29.291378295830068,1.7306017550243744,1.8307111434893792
zero_sum_grid_20251213,512,2.4925,3,0.0,True,400,1234,52.43013335533274,54.28033438112109,2.317106427129423,2.3988745328727514
