theta,omega_lambda,frw_sane
0.42644665903220824,0.3026868472821679,0
0.4295146206079795,0.30716157260059074,0
0.4325825821837508,0.3116728719953798,0
0.4356505437595221,0.31622060456257045,0
0.4387185053352934,0.3208046230524921,0
0.44178646691106466,0.32542477387544927,0
0.44485442848683593,0.3300808971088896,0
0.4479223900626072,0.33477282650611456,0
0.45099035163837853,0.3395003895064463,0
0.4540583132141498,0.34426340724695687,0
0.45712627478992107,0.34906169457565134,0
0.46019423636569234,0.3538950600661782,0
0.4632621979414636,0.35876330603402873,0
0.4663301595172349,0.363666228554232,0
0.4693981210930062,0.3686036174805427,0
0.4724660826687775,0.3735752564661006,0
0.47553404424454876,0.3785809229856036,0
0.47860200582032003,0.3836203883589066,0
0.4816699673960913,0.3886934177761604,0
0.48473792897186263,0.3937997703243363,0
0.4878058905476339,0.39893919901528896,0
0.4908738521234052,0.4041114508152099,0
0.49394181369917645,0.4093162666755581,0
0.4970097752749477,0.41455338156542826,0
0.500077736850719,0.41982252450533647,0
0.5031456984264903,0.42512341860244,0
0.5062136600022615,0.4304557810871657,0
0.5092816215780329,0.43581932335124746,0
0.5123495831538042,0.441213750987157,0
0.5154175447295755,0.4466387638289164,0
0.5184855063053467,0.4520940559942976,0
0.521553467881118,0.45757931592838264,0
0.5246214294568893,0.46309422644847154,0
0.5276893910326605,0.46863846479034793,0
0.5307573526084318,0.4742117026558654,0
0.5338253141842031,0.4798136062618612,0
0.5368932757599744,0.48544383639037775,0
0.5399612373357456,0.491102048440169,0
0.543029198911517,0.4967878924795127,0
0.5460971604872883,0.5025010133002712,0
0.5491651220630596,0.5082410504732122,0
0.5522330836388308,0.5140076384045813,0
0.5553010452146021,0.5198004063938959,0
0.5583690067903734,0.5256189786929473,0
0.5614369683661447,0.531462974566014,0
0.5645049299419159,0.5373320083512451,0
0.5675728915176872,0.543225689523221,0
0.5706408530934585,0.5491436227566642,0
0.5737088146692298,0.5550854079912735,0
0.5767767762450011,0.5610506404977011,0
0.5798447378207724,0.5670389109446139,0
0.5829126993965437,0.573049805466845,0
0.5859806609723149,0.5790829057346115,0
0.5890486225480862,0.585137789023801,0
0.5921165841238575,0.5912140282872566,0
0.5951845456996288,0.5973111922271109,0
0.5982525072754,0.6034288453680979,0
0.6013204688511713,0.6095665481318513,0
0.6043884304269426,0.6157238569121526,0
0.607456392002714,0.6219003241511256,0
0.6105243535784852,0.628095498416362,0
0.6135923151542565,0.6343089244789267,0
0.6166602767300278,0.6405401433922618,0
0.619728238305799,0.6467886925719426,0
0.6227961998815703,0.6530541058762847,0
0.6258641614573416,0.6593359136877611,0
0.6289321230331129,0.6656336429952303,0
0.6320000846088841,0.671946817476933,0
0.6350680461846554,0.6782749575842638,0
0.6381360077604268,0.6846175806262641,0
0.641203969336198,0.6909742008548255,0
0.6442719309119693,0.69734432955063,0
0.6473398924877406,0.7037274751097073,0
0.6504078540635119,0.7101231431306816,0
0.6534758156392831,0.7165308365026314,0
0.6565437772150544,0.7229500554935742,0
0.6596117387908257,0.7293802978394991,0
0.662679700366597,0.7358210588340146,0
0.6657476619423682,0.7422718314184936,0
0.6688156235181395,0.7487321062727521,0
0.6718835850939109,0.7552013719062298,0
0.6749515466696822,0.7616791147496247,0
0.6780195082454534,0.7681648192470042,0
0.6810874698212247,0.7746579679483127,0
0.684155431396996,0.7811580416023022,0
0.6872233929727672,0.7876645192498407,0
0.6902913545485385,0.7941768783175686,0
0.6933593161243098,0.8006945947119054,0
0.6964272777000811,0.8072171429133403,0
0.6994952392758523,0.8137439960710505,0
0.7025632008516236,0.8202746260977312,0
0.705631162427395,0.826808503764721,0
0.7086991240031663,0.8333450987972969,0
0.7117670855789375,0.8398838799702006,0
0.7148350471547088,0.8464243152033019,0
0.7179030087304801,0.8529658716574362,0
0.7209709703062513,0.8595080158303462,0
0.7240389318820226,0.8660502136527388,0
0.7271068934577939,0.8725919305843997,0
0.7301748550335652,0.8791326317103763,0
0.7332428166093364,0.8856717818371854,0
0.7363107781851077,0.8922088455890259,0
0.7393787397608791,0.8987432875039681,0
0.7424467013366504,0.9052745721301105,0
0.7455146629124216,0.9118021641216782,0
0.7485826244881929,0.9183255283350172,0
0.7516505860639642,0.9248441299244895,0
0.7547185476397354,0.931357434438231,0
0.7577865092155067,0.9378649079137679,0
0.760854470791278,0.9443660169734217,0
0.7639224323670493,0.9508602289195441,0
0.7669903939428205,0.9573470118295221,0
0.7700583555185919,0.96382583465051,0
0.7731263170943632,0.9702961672939227,0
0.7761942786701345,0.9767574807296302,0
0.7792622402459057,0.9832092470798287,0
0.782330201821677,0.9896509397125757,0
0.7853981633974483,0.9960820333349815,0
0.7884661249732196,1.0025020040859944,0
0.7915340865489908,1.0089103296288293,0
0.7946020481247621,1.0153064892429151,0
0.7976700097005334,1.0216899639154513,0
0.8007379712763046,1.0280602364324563,0
0.803805932852076,1.0344167914693696,0
0.8068738944278473,1.0407591156811034,0
0.8099418560036186,1.047086697791606,0
0.8130098175793898,1.0533990286828572,0
0.8160777791551611,1.0596956014832863,0
0.8191457407309324,1.0659759116556247,0
0.8222137023067037,1.0722394570841314,0
0.8252816638824749,1.0784857381612045,0
0.8283496254582462,1.0847142578733215,0
0.8314175870340175,1.0909245218863493,0
0.8344855486097889,1.0971160386301397,0
0.8375535101855601,1.10328831938242,0
0.8406214717613314,1.1094408783519838,0
0.8436894333371027,1.1155732327611179,0
0.8467573949128739,1.1216849029272817,0
0.8498253564886452,1.1277754123440096,0
0.8528933180644165,1.1338442877610082,0
0.8559612796401878,1.1398910592634448,0
0.859029241215959,1.1459152603504394,0
0.8620972027917303,1.1519164280126453,0
0.8651651643675016,1.1578941028090322,0
0.868233125943273,1.1638478289427587,0
0.8713010875190442,1.1697771543361464,0
0.8743690490948155,1.1756816307047764,0
0.8774370106705868,1.1815608136306073,0
0.880504972246358,1.187414262634221,0
0.8835729338221293,1.1932415412460482,0
0.8866408953979006,1.1990422170766701,0
0.8897088569736719,1.2048158618861096,0
0.8927768185494431,1.2105620516521522,0
0.8958447801252144,1.2162803666376172,0
0.8989127417009857,1.221970391456646,0
0.9019807032767571,1.2276317151399276,0
0.9050486648525283,1.2332639311988844,0
0.9081166264282996,1.238866637688783,0
0.9111845880040709,1.244439437270788,0
0.9142525495798421,1.2499819372729324,0
0.9173205111556134,1.255493749749975,0
0.9203884727313847,1.2609744915421386,0
0.923456434307156,1.2664237843327746,0
0.9265243958829272,1.2718412547048685,0
0.9295923574586985,1.2772265341963804,0
0.9326603190344698,1.282579259354506,0
0.9357282806102412,1.287899071788719,0
0.9387962421860124,1.2931856182226602,0
0.9418642037617837,1.2984385505448766,0
0.944932165337555,1.3036575258583367,0
0.9480001269133262,1.3088422065287983,0
0.9510680884890975,1.3139922602319356,0
0.9541360500648688,1.3191073599992789,0
0.9572040116406401,1.3241871842629382,0
0.9602719732164113,1.3292314168991308,0
0.9633399347921826,1.3342397472704093,0
0.966407896367954,1.3392118702667546,0
0.9694758579437253,1.3441474863453573,0
0.9725438195194965,1.3490463015691814,0
0.9756117810952678,1.3539080276442903,0
0.9786797426710391,1.3587323819558876,0
0.9817477042468103,1.3635190876031533,0
0.9848156658225816,1.368267873432763,0
0.9878836273983529,1.3729784740711724,0
0.9909515889741242,1.3776506299556415,0
0.9940195505498954,1.3822840873639701,0
0.9970875121256667,1.3868785984429648,0
1.000155473701438,1.3914339212356517,0
1.0032234352772094,1.3959498197071796,0
1.0062913968529805,1.400426063769466,0
1.009359358428752,1.4048624293045882,0
1.012427320004523,1.4092586981868112,0
1.0154952815802945,1.4136146583034603,0
1.0185632431560658,1.4179301035744054,0
1.021631204731837,1.4222048339703197,0
1.0246991663076084,1.4264386555296351,0
1.0277671278833795,1.4306313803742827,0
1.030835089459151,1.4347828267240388,0
1.033903051034922,1.438892818909718,0
1.0369710126106935,1.4429611873850272,0
1.0400389741864646,1.4469877687371528,0
1.043106935762236,1.4509724056961146,0
1.0461748973380072,1.4549149471428076,0
1.0492428589137786,1.4588152481158358,0
1.05231082048955,1.4626731698170448,0
1.055378782065321,1.4664885796158245,0
1.0584467436410925,1.4702613510521456,0
1.0615147052168636,1.4739913638383964,0
1.064582666792635,1.4776785038598885,0
1.0676506283684062,1.481322663174249,0
1.0707185899441776,1.4849237400094846,0
1.0737865515199487,1.4884816387608586,0
1.0768545130957201,1.4919962699865978,0
1.0799224746714913,1.4954675504022579,0
1.0829904362472627,1.498895402874077,0
1.086058397823034,1.5022797564109482,0
1.0891263593988052,1.5056205461553118,0
1.0921943209745766,1.5089177133728358,0
1.0952622825503477,1.512171205440943,0
1.0983302441261191,1.5153809758361096,0
1.1013982057018903,1.518546984120089,0
1.1044661672776617,1.5216691959249407,0
1.1075341288534328,1.5247475829369135,0
1.1106020904292042,1.5277821228792514,0
1.1136700520049756,1.5307727994937836,0
1.1167380135807468,1.5337196025215145,0
1.1198059751565181,1.5366225276820389,0
1.1228739367322893,1.5394815766518928,0
1.1259418983080607,1.5422967570417967,0
1.1290098598838318,1.5450680823728975,0
1.1320778214596032,1.5477955720518504,0
1.1351457830353744,1.5504792513449674,0
1.1382137446111458,1.5531191513512275,0
1.141281706186917,1.5557153089743148,0
1.1443496677626883,1.558267766893672,0
1.1474176293384597,1.5607765735344639,0
1.1504855909142309,1.5632417830366419,0
1.1535535524900022,1.565663455223001,0
1.1566215140657734,1.5680416555662544,0
1.1596894756415448,1.5703764551551627,0
1.162757437217316,1.572667930659791,0
1.1658253987930873,1.5749161642957057,0
1.1688933603688585,1.5771212437874256,0
1.1719613219446299,1.5792832623308413,0
1.175029283520401,1.5814023185548152,0
1.1780972450961724,1.5834785164819296,0
1.1811652066719438,1.5855119654882908,0
1.184233168247715,1.5875027802626025,0
1.1873011298234863,1.5894510807643485,0
1.1903690913992575,1.5913569921811714,0
1.193437052975029,1.5932206448854391,0
1.1965050145508,1.5950421743900904,0
1.1995729761265714,1.5968217213036124,0
1.2026409377023426,1.5985594312843787,0
1.205708899278114,1.6002554549941577,0
1.2087768608538851,1.6019099480509096,0
1.2118448224296565,1.6035230709809627,0
1.214912784005428,1.6050949891703694,0
1.217980745581199,1.6066258728156662,0
1.2210487071569704,1.60811589687399,0
1.2241166687327416,1.6095652410124568,0
1.227184630308513,1.610974089557004,0
1.2302525918842842,1.6123426314405722,0
1.2333205534600555,1.6136710601506803,0
1.2363885150358267,1.6149595736764732,0
1.239456476611598,1.6162083744551388,0
1.2425244381873692,1.6174176693177897,0
1.2455923997631406,1.618587669434884,0
1.248660361338912,1.6197185902609668,0
1.2517283229146832,1.6208106514791174,0
1.2547962844904545,1.6218640769447434,0
1.2578642460662257,1.622879094628959,0
1.260932207641997,1.6238559365615572,0
1.2640001692177683,1.6247948387734743,0
1.2670681307935396,1.6256960412388626,0
1.2701360923693108,1.626559787816795,0
1.2732040539450822,1.6273863261925015,0
1.2762720155208536,1.6281759078183065,0
1.2793399770966247,1.628928787854177,0
1.282407938672396,1.62964522510793,0
1.2854759002481673,1.6303254819751423,0
1.2885438618239387,1.6309698243787147,0
1.2916118233997098,1.631578521708176,0
1.2946797849754812,1.632151846758689,0
1.2977477465512524,1.6326900756698435,0
1.3008157081270237,1.6331934878641092,0
1.303883669702795,1.6336623659852023,0
1.3069516312785663,1.634096995836107,0
1.3100195928543377,1.6344976663169821,0
1.3130875544301088,1.6348646693628672,0
1.3161555160058802,1.6351982998812007,0
1.3192234775816514,1.6354988556892467,0
1.3222914391574228,1.6357666374513302,0
1.325359400733194,1.6360019486159851,0
1.3284273623089653,1.6362050953529925,0
1.3314953238847365,1.6363763864903484,0
1.3345632854605078,1.6365161334511067,0
1.337631247036279,1.636624650190282,0
1.3406992086120504,1.6367022531315458,0
1.3437671701878218,1.6367492611040377,0
1.346835131763593,1.636765995279112,0
1.3499030933393643,1.6367527791070646,0
1.3529710549151355,1.6367099382539094,0
1.3560390164909069,1.6366378005381887,0
1.359106978066678,1.6365366958678003,0
1.3621749396424494,1.636406956176905,0
1.3652429012182206,1.6362489153629258,0
1.368310862793992,1.6360629092235572,0
1.371378824369763,1.635849275394014,0
1.3744467859455345,1.6356083532842436,0
1.3775147475213059,1.6353404840163648,0
1.380582709097077,1.635046010362225,0
1.3836506706728484,1.6347252766810862,0
1.3867186322486196,1.6343786288575115,0
1.389786593824391,1.634006414239418,0
1.3928545554001621,1.633608981576315,0
1.3959225169759335,1.633186680957757,0
1.3989904785517047,1.632739863752017,0
1.402058440127476,1.6322688825449576,0
1.4051264017032472,1.6317740910792153,0
1.4081943632790186,1.6312558441935383,0
1.41126232485479,1.6307144977624637,0
1.4143302864305611,1.630150408636256,0
1.4173982480063325,1.6295639345810984,0
1.4204662095821037,1.628955434219609,0
1.423534171157875,1.6283252669716832,0
1.4266021327336462,1.627673792995599,0
1.4296700943094176,1.6270013731294948,0
1.4327380558851888,1.6263083688331919,0
1.4358060174609601,1.6255951421302934,0
1.4388739790367313,1.6248620555507731,0
1.4419419406125027,1.624109472073783,0
1.445009902188274,1.6233377550709456,0
1.4480778637640452,1.6225472682499764,0
1.4511458253398166,1.6217383755987365,0
1.4542137869155878,1.620911441329634,0
1.4572817484913592,1.6200668298245395,0
1.4603497100671303,1.6192049055799786,0
1.4634176716429017,1.61832603315287,0
1.4664856332186729,1.6174305771066624,0
1.4695535947944443,1.6165189019578659,0
1.4726215563702154,1.6155913721231412,0
1.4756895179459868,1.6146483518667236,0
1.4787574795217582,1.6136902052483806,0
1.4818254410975293,1.6127172960718597,0
1.4848934026733007,1.6117299878337326,0
1.4879613642490719,1.610728643672795,0
1.4910293258248433,1.6097136263199479,0
1.4940972874006144,1.6086852980485187,0
1.4971652489763858,1.6076440206251288,0
1.500233210552157,1.6065901552611037,0
1.5033011721279284,1.6055240625642433,0
1.5063691337036997,1.604446102491344,0
1.509437095279471,1.603356634300996,0
1.5125050568552423,1.6022560165070687,0
1.5155730184310134,1.601144606832667,0
1.5186409800067848,1.600022762164608,0
1.521708941582556,1.5988908385084528,0
1.5247769031583274,1.5977491909441093,0
1.5278448647340985,1.5965981735818708,0
1.53091282630987,1.595438139519136,0
1.533980787885641,1.594269440797577,0
1.5370487494614125,1.5930924283608963,0
1.5401167110371838,1.5919074520131462,0
1.543184672612955,1.5907148603775703,0
1.5462526341887264,1.5895150008560306,0
1.5493205957644975,1.5883082195889968,0
1.552388557340269,1.587094861416049,0
1.55545651891604,1.5858752698369953,0
1.5585244804918115,1.5846497869735583,0
1.5615924420675826,1.5834187535315278,0
1.564660403643354,1.5821825087636086,0
1.5677283652191252,1.5809413904327558,0
1.5707963267948966,1.579695734776055,0
1.573864288370668,1.578445876469264,0
1.576932249946439,1.5771921485917892,0
1.5800002115222105,1.5759348825923323,0
1.5830681730979816,1.5746744082550532,0
1.586136134673753,1.5734110536662804,0
1.5892040962495242,1.5721451451818302,0
1.5922720578252956,1.5708770073948475,0
1.5953400194010667,1.5696069631042162,0
1.5984079809768381,1.5683353332835168,0
1.6014759425526093,1.5670624370505737,0
1.6045439041283807,1.5657885916375023,0
1.607611865704152,1.5645141123613728,0
1.6106798272799232,1.56323931259535,0
1.6137477888556946,1.561964503740433,0
1.6168157504314657,1.560689995197734,0
1.6198837120072371,1.5594160943412614,0
1.6229516735830083,1.5581431064912827,0
1.6260196351587797,1.5568713348882115,0
1.6290875967345508,1.5556010806670042,0
1.6321555583103222,1.5543326428321012,0
1.6352235198860934,1.5530663182329252,0
1.6382914814618648,1.5518024015397962,0
1.6413594430376361,1.5505411852205326,0
1.6444274046134073,1.5492829595173916,0
1.6474953661891787,1.5480280124246153,0
1.6505633277649499,1.5467766296664895,0
1.6536312893407212,1.5455290946758313,0
1.6566992509164924,1.5442856885730338,0
1.6597672124922638,1.5430466901456013,0
1.662835174068035,1.5418123758281184,0
1.6659031356438063,1.5405830196827637,0
1.6689710972195777,1.5393588933802471,0
1.6720390587953489,1.538140266181244,0
1.6751070203711202,1.5369274049183097,0
1.6781749819468914,1.5357205739782231,0
1.6812429435226628,1.534520035284778,0
1.684310905098434,1.533326048282086,0
1.6873788666742053,1.532138869918256,0
1.6904468282499765,1.53095875462952,0
1.6935147898257479,1.5297859543248336,0
1.696582751401519,1.5286207183708733,0
1.6996507129772904,1.5274632935774326,0
1.7027186745530618,1.5263139241832944,0
1.705786636128833,1.5251728518424028,0
1.7088545977046044,1.5240403156105897,0
1.7119225592803755,1.5229165519325658,0
1.714990520856147,1.521801794629334,0
1.718058482431918,1.5206962748860333,0
1.7211264440076894,1.5196002212400888,0
1.7241944055834606,1.5185138595698031,0
1.727262367159232,1.5174374130832464,0
1.7303303287350031,1.5163711023075253,0
1.7333982903107745,1.5153151450784206,0
1.736466251886546,1.5142697565303629,0
1.739534213462317,1.51323514908669,0
1.7426021750380885,1.5122115324503465,0
1.7456701366138596,1.5111991135947713,0
1.748738098189631,1.510198096755205,0
1.7518060597654022,1.509208683420276,0
1.7548740213411735,1.5082310723238614,0
1.7579419829169447,1.5072654594372656,0
1.761009944492716,1.5063120379617225,0
1.7640779060684872,1.5053709983211045,0
1.7671458676442586,1.5044425281549647,0
1.77021382922003,1.5035268123118577,0
1.7732817907958012,1.5026240328428315,0
1.7763497523715726,1.5017343689953182,0
1.7794177139473437,1.5008579972071474,0
1.782485675523115,1.4999950911008426,0
1.7855536370988863,1.4991458214782083,0
1.7886215986746576,1.4983103563150408,0
1.7916895602504288,1.497488860756152,0
1.7947575218262002,1.4966814971105817,0
1.7978254834019713,1.4958884248469808,0
1.8008934449777427,1.4951098005892463,0
1.8039614065535141,1.4943457781123461,0
1.8070293681292853,1.4935965083383032,0
1.8100973297050567,1.4928621393323984,0
1.8131652912808278,1.4921428162995227,0
1.8162332528565992,1.4914386815807166,0
1.8193012144323704,1.4907498746498953,0
1.8223691760081417,1.4900765321106675,0
1.825437137583913,1.4894187876933844,0
1.8285050991596843,1.4887767722522913,0
1.8315730607354554,1.4881506137628315,0
1.8346410223112268,1.4875404373190773,0
1.8377089838869982,1.4869463651313195,0
1.8407769454627694,1.486368516523731,0
1.8438449070385408,1.485807007932228,0
1.846912868614312,1.4852619529023536,0
1.8499808301900833,1.4847334620873294,0
1.8530487917658545,1.484221643246218,0
1.8561167533416258,1.4837266012421255,0
1.859184714917397,1.4832484380405608,0
1.8622526764931684,1.4827872527078534,0
1.8653206380689396,1.4823431414096508,0
1.868388599644711,1.481916197409514,0
1.8714565612204823,1.4815065110675771,0
1.8745245227962535,1.4811141698392554,0
1.8775924843720249,1.4807392582740961,0
1.880660445947796,1.4803818580145753,0
1.8837284075235674,1.480042047795066,0
1.8867963690993386,1.4797199034407924,0
1.88986433067511,1.4794154978668341,0
1.892932292250881,1.4791289010772295,0
1.8960002538266525,1.478860180164075,0
1.8990682154024239,1.4786093993066813,0
1.902136176978195,1.4783766197707575,0
1.9052041385539664,1.4781618999076445,0
1.9082721001297376,1.4779652951535631,0
1.911340061705509,1.47778685802892,0
1.9144080232812801,1.4776266381375807,0
1.9174759848570515,1.4774846821662329,0
1.9205439464328227,1.4773610338837342,0
1.923611908008594,1.477255734140468,0
1.9266798695843652,1.4771688208677487,0
1.9297478311601366,1.4771003290772171,0
1.932815792735908,1.4770502908602614,0
1.9358837543116791,1.477018735387429,0
1.9389517158874505,1.4770056889078764,0
1.9420196774632217,1.4770111747488,0
1.945087639038993,1.4770352133149118,0
1.9481556006147642,1.4770778220878604,0
1.9512235621905356,1.4771390156257105,0
1.9542915237663068,1.477218805562425,0
1.9573594853420782,1.4773172006072992,0
1.9604274469178493,1.4774342065444621,0
1.9634954084936207,1.4775698262323411,0
1.966563370069392,1.4777240596031518,0
1.9696313316451632,1.477896903662362,0
1.9726992932209346,1.478088352488187,0
1.9757672547967058,1.4782983972310844,0
1.9788352163724772,1.4785270261132464,0
1.9819031779482483,1.4787742244280868,0
1.9849711395240197,1.4790399745397482,0
1.9880391010997909,1.4793242558826425,0
1.9911070626755623,1.479627044960914,0
1.9941750242513334,1.479948315348009,0
1.9972429858271048,1.4802880376862002,0
2.000310947402876,1.4806461796861472,0
2.0033789089786476,1.4810227061264478,0
2.0064468705544187,1.4814175788532151,0
2.00951483213019,1.481830756779682,0
2.012582793705961,1.4822621958858406,0
2.0156507552817327,1.482711849218031,0
2.018718716857504,1.4831796668886545,0
2.021786678433275,1.4836655960758374,0
2.024854640009046,1.48416958102316,0
2.0279226015848177,1.4846915630394373,0
2.030990563160589,1.485231480498456,0
2.03405852473636,1.4857892688388539,0
2.0371264863121317,1.4863648605639683,0
2.040194447887903,1.4869581852417733,0
2.043262409463674,1.487569169504824,0
2.046330371039445,1.4881977370503063,0
2.0493983326152168,1.4888438086400981,0
2.052466294190988,1.4895073021009104,0
2.055534255766759,1.49018813232451,0
2.0586022173425302,1.490886211267961,0
2.061670178918302,1.491601447954027,0
2.064738140494073,1.4923337484715526,0
2.067806102069844,1.4930830159759807,0
2.0708740636456158,1.4938491506899803,0
2.073942025221387,1.494632049904101,0
2.077009986797158,1.4954316079775842,0
2.0800779483729293,1.4962477163392556,0
2.083145909948701,1.497080263488495,0
2.086213871524472,1.4979291349963797,0
2.089281833100243,1.4987942135068966,0
2.0923497946760143,1.4996753787382895,0
2.095417756251786,1.5005725074845706,0
2.098485717827557,1.501485473617096,0
2.1015536794033283,1.5024141480863424,0
2.1046216409791,1.5033583989238042,0
2.107689602554871,1.5043180912440641,0
2.110757564130642,1.5052930872469736,0
2.1138255257064134,1.5062832462200666,0
2.116893487282185,1.5072884245410707,0
2.119961448857956,1.5083084756806504,0
2.1230294104337273,1.509343250205305,0
2.1260973720094984,1.5103925957804618,0
2.12916533358527,1.5114563571737663,0
2.132233295161041,1.5125343762585832,0
2.1353012567368124,1.5136264920176565,0
2.138369218312584,1.5147325405470715,0
2.141437179888355,1.5158523550603435,0
2.1445051414641263,1.5169857658928108,0
2.1475731030398975,1.5181326005062188,0
2.150641064615669,1.5192926834935483,0
2.1537090261914402,1.520465836584096,0
2.1567769877672114,1.5216518786488356,0
2.1598449493429825,1.5228506257059826,0
2.162912910918754,1.5240618909268993,0
2.1659808724945253,1.525285484642196,0
2.1690488340702965,1.5265212143481788,0
2.172116795646068,1.5277688847135429,0
2.1751847572218392,1.5290282975864067,0
